Datetime,Tempmax,Tempmin,Temp,Dew,Feelslike,Precip,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windspeed,Windgust,Winddir,Visibility,Cloudcover,Humidity,Pressure,Solarradiation,Solarenergy,Uvindex,Sunrise,Sunset,Moonphase,Icon,Conditions,Description,Stations,Address,DatetimeEpoch
2019-01-01,13.0,11.0,11.8,5.3,11.8,0.0,0.0,0.0,,0.0,0.0,19.4,26.3,13.3,10.0,88.3,64.5,1028.4,50.8,4.3,2.0,06:33:36,17:26:14,0.83,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546275600
2019-01-02,17.0,11.5,14.1,7.0,14.1,0.1,100.0,4.17,['rain'],0.0,0.0,17.5,22.3,0.9,9.4,86.5,62.8,1026.9,43.1,3.8,2.0,06:33:55,17:26:51,0.87,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546362000
2019-01-03,18.1,13.0,15.3,9.0,15.3,0.01,100.0,4.17,['rain'],0.0,0.0,13.0,16.6,39.0,10.0,80.4,66.3,1024.5,45.5,3.8,2.0,06:34:13,17:27:29,0.9,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546448400
2019-01-04,19.0,13.0,16.3,12.4,16.3,0.878,100.0,4.17,['rain'],0.0,0.0,10.3,19.1,53.0,8.5,82.1,78.1,1022.3,47.4,3.9,2.0,06:34:30,17:28:08,0.94,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546534800
2019-01-05,22.0,16.0,19.0,15.1,19.0,0.0,0.0,0.0,,0.0,0.0,11.2,18.4,38.8,7.3,76.3,79.5,1020.5,89.3,7.8,4.0,06:34:46,17:28:47,0.97,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546621200
2019-01-06,20.4,16.0,18.2,15.3,18.2,0.108,100.0,12.5,['rain'],0.0,0.0,12.1,17.3,58.8,8.6,79.3,84.2,1020.1,43.1,3.6,2.0,06:35:01,17:29:26,0.0,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546707600
2019-01-07,20.7,17.0,18.5,18.1,18.5,0.098,100.0,4.17,['rain'],0.0,0.0,12.1,11.9,54.2,3.6,82.1,97.9,1019.0,31.1,2.7,1.0,06:35:14,17:30:05,0.04,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546794000
2019-01-08,18.7,15.5,17.0,16.3,17.0,0.852,100.0,8.33,['rain'],0.0,0.0,22.3,20.2,49.8,7.3,73.4,96.2,1018.9,19.9,1.8,1.0,06:35:26,17:30:45,0.07,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546880400
2019-01-09,14.5,13.0,13.6,13.4,13.6,4.951,100.0,12.5,['rain'],0.0,0.0,17.5,33.5,27.2,7.5,74.3,98.7,1020.8,21.3,1.7,1.0,06:35:37,17:31:25,0.1,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1546966800
2019-01-10,16.4,13.5,15.0,14.7,15.0,1.024,100.0,8.33,['rain'],0.0,0.0,9.4,16.2,19.3,5.5,77.3,98.1,1019.0,32.1,2.8,2.0,06:35:47,17:32:05,0.14,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547053200
2019-01-11,19.8,16.0,17.7,17.2,17.7,0.2,100.0,8.33,['rain'],0.0,0.0,7.4,13.7,349.6,4.7,72.4,96.8,1018.1,47.4,4.1,2.0,06:35:55,17:32:46,0.17,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547139600
2019-01-12,22.5,18.0,19.9,18.9,19.9,0.098,100.0,4.17,['rain'],0.0,0.0,13.9,16.2,111.4,3.8,82.9,94.8,1017.5,47.3,4.0,2.0,06:36:02,17:33:26,0.2,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547226000
2019-01-13,22.7,19.0,20.6,19.5,20.6,0.6,100.0,25.0,['rain'],0.0,0.0,15.7,24.5,118.7,5.7,81.6,94.0,1016.7,59.2,5.0,2.0,06:36:08,17:34:07,0.24,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547312400
2019-01-14,24.0,19.5,21.2,20.1,21.2,5.3,100.0,37.5,['rain'],0.0,0.0,17.6,29.5,111.8,4.7,73.5,93.9,1015.3,59.5,5.1,3.0,06:36:12,17:34:48,0.25,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547398800
2019-01-15,21.1,16.0,19.2,16.9,19.2,0.1,100.0,8.33,['rain'],0.0,0.0,24.1,34.2,55.7,7.1,77.0,87.4,1017.5,31.6,2.6,1.0,06:36:15,17:35:28,0.3,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547485200
2019-01-16,15.4,12.0,13.4,10.2,13.4,0.293,100.0,4.17,['rain'],0.0,0.0,16.6,24.8,19.7,9.9,81.9,81.4,1021.7,22.6,1.8,1.0,06:36:17,17:36:09,0.33,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547571600
2019-01-17,16.1,12.0,14.3,9.0,14.3,0.0,0.0,0.0,,0.0,0.0,14.8,19.8,19.2,9.9,83.6,70.7,1023.3,54.6,4.6,2.0,06:36:17,17:36:50,0.37,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547658000
2019-01-18,17.8,14.0,15.5,10.7,15.5,0.0,0.0,0.0,,0.0,0.0,9.4,15.8,52.9,7.5,81.1,73.3,1021.2,103.8,9.0,4.0,06:36:16,17:37:31,0.4,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547744400
2019-01-19,21.1,15.0,18.0,14.1,18.0,0.0,0.0,0.0,,0.0,0.0,6.6,13.3,353.4,5.3,81.7,78.9,1017.9,109.1,9.4,5.0,06:36:14,17:38:11,0.43,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547830800
2019-01-20,19.6,18.0,18.6,17.9,18.6,0.098,100.0,4.17,['rain'],0.0,0.0,9.4,36.7,293.2,3.8,88.0,95.7,1018.1,38.8,3.2,1.0,06:36:11,17:38:52,0.47,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1547917200
2019-01-21,19.0,14.5,15.8,11.8,15.8,2.171,100.0,8.33,['rain'],0.0,0.0,23.3,32.0,29.9,9.7,80.2,77.6,1022.8,28.8,2.6,1.0,06:36:06,17:39:32,0.5,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548003600
2019-01-22,19.0,13.5,15.6,7.6,15.6,0.1,100.0,4.17,['rain'],0.0,0.0,13.9,26.3,30.3,9.2,66.4,59.7,1023.6,121.1,10.6,5.0,06:36:00,17:40:12,0.53,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548090000
2019-01-23,19.4,12.5,16.3,10.5,16.3,0.0,0.0,0.0,,0.0,0.0,11.2,15.5,69.0,5.9,72.5,68.6,1020.3,152.2,13.1,6.0,06:35:52,17:40:52,0.57,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548176400
2019-01-24,19.8,16.0,17.7,13.1,17.7,0.1,100.0,4.17,['rain'],0.0,0.0,10.3,22.7,78.1,4.7,83.0,74.9,1018.5,94.4,8.0,4.0,06:35:43,17:41:32,0.6,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548262800
2019-01-25,20.0,17.0,18.2,17.0,18.2,1.8,100.0,25.0,['rain'],0.0,0.0,11.2,15.8,281.5,2.7,62.9,92.8,1020.1,91.5,7.9,4.0,06:35:33,17:42:12,0.64,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548349200
2019-01-26,21.5,16.0,18.9,15.7,18.9,0.9,100.0,29.17,['rain'],0.0,0.0,10.3,19.4,18.3,4.3,69.2,82.7,1022.2,42.0,3.6,2.0,06:35:21,17:42:51,0.67,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548435600
2019-01-27,22.4,13.0,18.0,14.9,18.0,0.1,100.0,4.17,['rain'],0.0,0.0,12.1,25.6,118.3,4.0,39.9,83.4,1021.2,117.2,10.1,4.0,06:35:08,17:43:30,0.7,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548522000
2019-01-28,24.5,16.0,19.9,15.8,19.9,0.2,100.0,8.33,['rain'],0.0,0.0,18.4,15.8,122.9,5.9,35.8,78.9,1018.8,100.3,8.5,4.0,06:34:54,17:44:08,0.75,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548608400
2019-01-29,23.8,18.0,21.0,17.2,21.0,0.0,0.0,0.0,,0.0,0.0,14.8,20.9,117.4,7.1,62.2,80.3,1018.3,101.4,8.9,4.0,06:34:39,17:44:47,0.77,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548694800
2019-01-30,27.0,20.0,22.5,18.9,22.6,0.098,100.0,4.17,['rain'],0.0,0.0,27.5,42.1,134.7,8.2,63.1,81.7,1017.1,123.8,10.6,5.0,06:34:22,17:45:25,0.81,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548781200
2019-01-31,26.5,20.0,22.5,19.0,22.5,1.2,100.0,29.17,['rain'],0.0,0.0,19.4,21.2,95.1,7.5,64.8,81.8,1018.4,114.6,10.0,5.0,06:34:04,17:46:02,0.84,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548867600
2019-02-01,24.0,19.0,21.2,17.5,21.2,0.5,100.0,16.67,['rain'],0.0,0.0,17.5,31.3,119.0,7.3,51.5,80.7,1019.2,111.1,9.6,5.0,06:33:45,17:46:39,0.87,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1548954000
2019-02-02,25.0,18.0,21.1,16.6,21.1,0.0,0.0,0.0,,0.0,0.0,16.6,26.6,125.8,7.3,68.7,76.3,1015.3,129.0,11.1,6.0,06:33:24,17:47:16,0.91,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549040400
2019-02-03,25.0,19.0,22.1,18.8,22.1,0.0,0.0,0.0,,0.0,0.0,13.9,18.4,106.4,6.5,71.2,82.5,1015.2,116.6,10.2,5.0,06:33:03,17:47:52,0.94,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549126800
2019-02-04,26.5,21.0,23.1,20.2,23.1,0.098,100.0,4.17,['rain'],0.0,0.0,17.5,28.4,118.4,7.6,65.5,84.8,1016.0,107.2,9.4,5.0,06:32:40,17:48:28,0.98,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549213200
2019-02-05,28.0,20.5,23.5,20.2,23.7,0.5,100.0,20.83,['rain'],0.0,0.0,14.8,24.1,108.5,8.0,51.1,83.1,1014.2,152.3,13.2,6.0,06:32:16,17:49:04,0.0,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549299600
2019-02-06,29.0,22.0,24.7,20.7,25.1,0.1,100.0,4.17,['rain'],0.0,0.0,25.0,34.6,133.8,9.6,46.3,80.2,1011.2,140.5,11.9,5.0,06:31:50,17:49:39,0.04,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549386000
2019-02-07,30.1,21.5,25.1,20.8,25.6,0.0,0.0,0.0,,0.0,0.0,21.4,22.7,120.1,8.7,40.2,79.1,1010.6,197.6,16.9,8.0,06:31:24,17:50:13,0.08,partly-cloudy-day,Partially cloudy,Clearing in the afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549472400
2019-02-08,31.0,21.0,25.3,20.6,25.8,0.1,100.0,4.17,['rain'],0.0,0.0,21.2,20.9,119.2,8.8,48.5,77.7,1009.8,196.2,17.0,8.0,06:30:56,17:50:47,0.11,rain,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549558800
2019-02-09,30.0,22.0,25.0,20.1,25.4,0.2,100.0,8.33,['rain'],0.0,0.0,25.0,29.9,121.8,8.9,67.2,75.6,1012.5,168.2,14.4,7.0,06:30:27,17:51:21,0.15,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549645200
2019-02-10,28.0,23.0,25.1,21.0,25.6,1.4,100.0,41.67,['rain'],0.0,0.0,21.4,37.4,131.7,9.7,72.6,78.7,1016.8,102.2,8.9,4.0,06:29:57,17:51:54,0.18,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549731600
2019-02-11,24.0,16.5,20.7,18.5,20.7,1.366,100.0,8.33,['rain'],0.0,0.0,19.4,25.9,92.2,6.3,73.6,87.6,1020.8,33.1,3.0,2.0,06:29:26,17:52:27,0.21,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549818000
2019-02-12,22.0,16.0,19.2,18.4,19.2,0.39,100.0,8.33,['rain'],0.0,0.0,16.6,19.8,97.0,5.2,78.9,94.7,1021.2,60.4,5.1,3.0,06:28:54,17:52:59,0.25,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549904400
2019-02-13,25.0,19.7,21.9,20.2,21.9,0.488,100.0,8.33,['rain'],0.0,0.0,20.5,29.2,128.1,6.2,75.2,90.5,1018.7,84.9,7.2,4.0,06:28:21,17:53:30,0.25,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1549990800
2019-02-14,26.5,20.0,23.0,19.8,23.0,0.2,100.0,8.33,['rain'],0.0,0.0,20.5,38.2,120.1,8.8,63.9,83.7,1016.8,126.0,10.8,6.0,06:27:47,17:54:01,0.32,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550077200
2019-02-15,25.8,21.9,23.3,21.2,23.3,0.098,100.0,4.17,['rain'],0.0,0.0,21.4,36.0,128.1,7.9,69.3,88.8,1016.2,91.1,7.8,4.0,06:27:12,17:54:32,0.35,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550163600
2019-02-16,25.4,22.0,23.4,22.5,23.4,0.1,100.0,4.17,['rain'],0.0,0.0,17.5,33.8,124.7,7.5,69.5,95.1,1014.1,111.4,9.7,4.0,06:26:36,17:55:02,0.38,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550250000
2019-02-17,23.3,21.8,22.5,22.2,22.5,3.144,100.0,12.5,['rain'],0.0,0.0,22.3,40.3,121.1,7.9,79.5,98.2,1011.3,39.4,3.6,2.0,06:25:59,17:55:32,0.42,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550336400
2019-02-18,29.0,18.0,23.3,20.2,23.6,14.639,100.0,8.33,['rain'],0.0,0.0,19.4,29.5,90.2,8.8,50.8,84.3,1009.5,195.4,16.9,7.0,06:25:21,17:56:01,0.45,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550422800
2019-02-19,27.5,22.8,24.6,21.9,24.9,0.3,100.0,12.5,['rain'],0.0,0.0,21.4,32.0,113.2,7.3,76.4,86.2,1012.0,156.9,13.6,7.0,06:24:42,17:56:30,0.5,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550509200
2019-02-20,29.0,23.4,25.8,22.3,26.4,0.5,100.0,12.5,['rain'],0.0,0.0,25.0,29.9,124.4,8.3,69.5,82.7,1013.8,188.7,16.4,8.0,06:24:02,17:56:58,0.52,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550595600
2019-02-21,30.0,24.0,26.2,22.3,27.1,1.5,100.0,20.83,['rain'],0.0,0.0,26.8,29.9,116.0,9.2,60.4,80.4,1013.5,192.1,16.6,8.0,06:23:21,17:57:26,0.55,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550682000
2019-02-22,21.9,16.0,18.4,14.3,18.4,2.05,100.0,8.33,['rain'],0.0,0.0,23.2,26.3,59.5,8.4,87.5,77.7,1014.9,39.4,3.4,2.0,06:22:40,17:57:53,0.58,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550768400
2019-02-23,17.4,15.0,16.3,15.5,16.3,0.489,100.0,8.33,['rain'],0.0,0.0,23.2,27.7,35.9,6.6,72.7,95.2,1013.8,28.4,2.3,1.0,06:21:58,17:58:20,0.62,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550854800
2019-02-24,17.7,14.0,15.8,10.3,15.8,0.109,100.0,8.33,['rain'],0.0,0.0,16.6,18.7,45.4,9.4,78.8,70.5,1016.6,55.3,4.7,2.0,06:21:14,17:58:46,0.65,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1550941200
2019-02-25,18.3,14.0,15.9,12.6,15.9,0.4,100.0,8.33,['rain'],0.0,0.0,12.1,18.7,47.2,8.5,70.1,81.9,1016.9,64.5,5.5,3.0,06:20:31,17:59:12,0.68,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551027600
2019-02-26,19.1,15.0,17.1,15.9,17.1,0.198,100.0,8.33,['rain'],0.0,0.0,11.2,22.3,49.8,5.2,74.1,93.1,1015.3,77.2,6.6,3.0,06:19:46,17:59:37,0.75,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551114000
2019-02-27,24.1,17.0,20.3,18.2,20.3,0.195,100.0,4.17,['rain'],0.0,0.0,11.2,24.5,25.1,4.7,66.2,88.5,1012.8,100.5,8.8,4.0,06:19:01,18:00:02,0.75,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551200400
2019-02-28,26.0,21.0,23.0,21.4,23.0,0.3,100.0,12.5,['rain'],0.0,0.0,17.6,29.9,125.2,4.4,64.2,91.2,1012.1,104.5,9.0,4.0,06:18:15,18:00:27,0.78,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551286800
2019-03-01,27.0,20.0,23.7,21.3,24.0,2.072,100.0,8.33,['rain'],0.0,0.0,21.4,36.7,122.4,7.4,61.6,87.1,1011.8,109.5,9.5,4.0,06:17:28,18:00:51,0.82,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551373200
2019-03-02,29.0,22.0,24.7,22.2,25.1,0.488,100.0,4.17,['rain'],0.0,0.0,22.3,30.6,113.3,7.9,68.7,86.7,1008.9,135.8,11.9,5.0,06:16:41,18:01:15,0.85,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551459600
2019-03-03,29.5,23.0,25.3,21.4,25.9,0.7,100.0,20.83,['rain'],0.0,0.0,22.3,36.4,113.4,9.0,68.6,80.7,1008.9,77.1,6.7,3.0,06:15:53,18:01:38,0.88,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551546000
2019-03-04,24.0,22.0,22.6,19.9,22.6,0.483,100.0,8.33,['rain'],0.0,0.0,17.6,40.0,127.2,7.5,83.5,85.0,1008.4,64.5,5.6,3.0,06:15:04,18:02:01,0.92,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551632400
2019-03-05,29.5,23.0,25.7,23.0,26.5,0.098,100.0,4.17,['rain'],0.0,0.0,18.5,22.7,119.0,7.6,77.4,86.2,1007.3,172.6,14.9,7.0,06:14:15,18:02:24,0.95,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551718800
2019-03-06,25.0,19.0,22.9,18.3,22.9,2.7,100.0,50.0,['rain'],0.0,0.0,25.9,42.5,50.5,9.4,81.3,76.5,1011.1,61.3,5.3,2.0,06:13:26,18:02:46,0.0,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551805200
2019-03-07,19.0,17.0,18.1,14.4,18.1,0.196,100.0,8.33,['rain'],0.0,0.0,15.7,33.5,33.0,9.7,81.7,79.3,1014.2,67.5,5.8,3.0,06:12:36,18:03:08,0.02,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551891600
2019-03-08,19.5,16.0,17.4,15.5,17.4,0.21,100.0,12.5,['rain'],0.0,0.0,13.0,15.8,40.7,8.7,72.2,89.1,1013.5,58.1,5.1,2.0,06:11:45,18:03:30,0.05,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1551978000
2019-03-09,21.5,17.0,19.0,17.8,19.0,0.2,100.0,12.5,['rain'],0.0,0.0,20.5,27.7,48.8,6.6,81.8,92.8,1011.1,82.5,7.4,3.0,06:10:54,18:03:51,0.09,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552064400
2019-03-10,21.5,17.8,19.6,13.1,19.6,0.017,100.0,4.17,['rain'],0.0,0.0,16.6,33.5,21.6,9.9,84.4,66.6,1014.0,72.7,6.3,3.0,06:10:03,18:04:12,0.12,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552150800
2019-03-11,26.0,19.0,21.7,15.2,21.7,0.0,0.0,0.0,,0.0,0.0,11.2,18.4,72.4,8.4,60.2,67.4,1014.7,136.6,12.0,6.0,06:09:11,18:04:33,0.16,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552237200
2019-03-12,26.0,18.0,22.0,17.1,22.0,0.0,0.0,0.0,,0.0,0.0,15.7,26.3,105.9,4.7,51.6,76.2,1014.3,186.4,16.1,7.0,06:08:19,18:04:53,0.19,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552323600
2019-03-13,26.0,19.8,23.0,17.7,23.0,0.1,100.0,4.17,['rain'],0.0,0.0,15.7,22.0,104.6,5.3,62.9,72.1,1013.7,109.1,9.6,4.0,06:07:27,18:05:14,0.23,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552410000
2019-03-14,28.0,22.5,24.8,19.4,25.2,3.7,100.0,41.67,['rain'],0.0,0.0,16.6,33.5,68.5,5.5,74.9,72.2,1015.8,82.2,7.1,3.0,06:06:34,18:05:34,0.25,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48823099999', '48820099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1552496400
