Datetime,Tempmax,Tempmin,Temp,Dew,Feelslike,Precip,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windspeed,Windgust,Winddir,Visibility,Cloudcover,Humidity,Pressure,Solarradiation,Solarenergy,Uvindex,Sunrise,Sunset,Moonphase,Icon,Conditions,Description,Stations,Address,DatetimeEpoch
2022-01-20,17.4,15.0,16.5,13.9,16.5,2.659,100.0,12.5,['rain'],0.0,0.0,27.7,23.8,97.6,8.0,71.4,84.6,1017.0,86.7,7.5,4.0,06:36:11,17:39:04,0.58,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1642611600
2022-01-21,17.0,16.0,16.2,15.3,16.2,6.933,100.0,12.5,['rain'],0.0,0.0,11.2,9.0,31.9,4.4,94.4,94.2,1015.5,13.5,1.3,1.0,06:36:06,17:39:44,0.61,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1642698000
2022-01-22,21.4,16.0,18.4,17.3,18.4,6.106,100.0,4.17,['rain'],0.0,0.0,11.2,14.0,85.6,5.0,94.6,93.5,1011.1,64.5,5.5,3.0,06:35:59,17:40:25,0.65,rain,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1642784400
2022-01-23,24.9,18.0,20.6,18.7,20.6,0.197,100.0,8.33,['rain'],0.0,0.0,11.2,22.7,157.4,4.1,79.4,89.5,1010.6,137.1,11.8,6.0,06:35:51,17:41:04,0.68,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1642870800
2022-01-24,26.0,20.0,22.6,19.7,22.6,0.1,100.0,4.17,['rain'],0.0,0.0,18.4,25.6,134.7,6.3,66.8,84.6,1011.6,86.7,7.5,5.0,06:35:42,17:41:44,0.72,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1642957200
2022-01-25,22.0,19.9,20.7,18.8,20.7,0.007,100.0,4.17,['rain'],0.0,0.0,20.5,32.8,127.3,7.5,91.8,89.0,1013.8,67.8,5.8,3.0,06:35:31,17:42:24,0.75,rain,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643043600
2022-01-26,23.4,19.0,20.7,19.3,20.7,0.195,100.0,4.17,['rain'],0.0,0.0,18.4,30.2,127.1,6.7,90.4,91.8,1014.0,71.3,6.1,3.0,06:35:19,17:43:03,0.79,rain,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643130000
2022-01-27,26.0,20.0,22.2,20.0,22.2,0.5,100.0,16.67,['rain'],0.0,0.0,20.5,35.6,118.7,7.0,86.0,87.8,1014.1,120.8,10.3,4.0,06:35:06,17:43:42,0.82,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643216400
2022-01-28,26.0,20.0,22.5,19.3,22.5,0.4,100.0,12.5,['rain'],0.0,0.0,22.3,34.2,119.3,9.2,88.6,82.8,1013.3,123.5,10.6,4.0,06:34:52,17:44:20,0.86,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643302800
2022-01-29,21.0,13.0,16.9,14.8,16.9,0.995,100.0,8.33,['rain'],0.0,0.0,33.5,51.8,64.0,8.3,95.5,87.3,1013.1,17.3,1.5,1.0,06:34:36,17:44:58,0.89,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643389200
2022-01-30,14.2,11.0,13.1,8.2,13.1,0.342,100.0,8.33,['rain'],0.0,0.0,20.5,30.6,34.6,9.4,100.0,73.1,1017.1,22.1,1.9,1.0,06:34:19,17:45:36,0.93,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643475600
2022-01-31,14.2,11.0,12.5,8.6,12.5,0.79,100.0,4.17,['rain'],0.0,0.0,16.6,35.3,19.7,9.7,99.1,77.8,1018.8,21.9,1.9,1.0,06:34:01,17:46:14,0.96,rain,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643562000
2022-02-01,14.4,12.0,13.0,7.9,13.0,0.0,0.0,0.0,,0.0,0.0,14.8,20.5,17.0,10.1,98.7,71.4,1019.2,132.0,11.3,7.0,06:33:41,17:46:51,0.0,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643648400
2022-02-02,14.0,11.0,12.5,8.7,12.5,0.0,0.0,0.0,,0.0,0.0,14.8,28.1,13.0,10.0,100.0,78.1,1020.1,36.1,3.2,1.0,06:33:20,17:47:27,0.03,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643734800
2022-02-03,16.5,12.0,14.0,7.3,14.0,0.0,0.0,0.0,,0.0,0.0,14.8,28.8,358.7,10.0,99.1,64.9,1020.6,118.3,10.3,5.0,06:32:58,17:48:03,0.06,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643821200
2022-02-04,18.0,14.0,15.5,9.1,15.5,0.0,0.0,0.0,,0.0,0.0,13.0,21.6,350.6,10.0,79.6,66.2,1022.3,129.5,11.2,5.0,06:32:35,17:48:39,0.1,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643907600
2022-02-05,17.5,13.0,15.1,8.7,15.1,0.781,100.0,4.17,['rain'],0.0,0.0,16.6,13.7,27.9,9.5,51.3,66.6,1022.8,118.6,10.0,4.0,06:32:10,17:49:15,0.13,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1643994000
2022-02-06,14.0,12.0,12.8,12.0,12.8,15.711,100.0,12.5,['rain'],0.0,0.0,11.2,11.2,50.6,5.9,100.0,94.7,1019.4,14.5,1.2,1.0,06:31:45,17:49:49,0.16,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644080400
2022-02-07,20.0,14.0,16.5,14.4,16.5,0.198,100.0,4.17,['rain'],0.0,0.0,8.5,16.9,29.5,6.5,95.3,88.0,1014.9,192.9,16.6,8.0,06:31:18,17:50:24,0.19,rain,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644166800
2022-02-08,17.0,14.0,16.0,15.1,16.0,1.195,100.0,12.5,['rain'],0.0,0.0,16.6,18.0,47.4,6.4,96.2,94.3,1015.7,22.3,1.8,1.0,06:30:50,17:50:58,0.25,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644253200
2022-02-09,14.7,12.0,13.4,11.5,13.4,0.931,100.0,8.33,['rain'],0.0,0.0,18.4,13.0,38.1,9.5,100.0,88.2,1018.3,22.6,1.9,1.0,06:30:21,17:51:31,0.26,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644339600
2022-02-10,15.7,12.0,13.4,11.9,13.4,0.59,100.0,12.5,['rain'],0.0,0.0,14.8,12.6,50.8,6.9,98.8,90.7,1016.2,58.2,5.1,3.0,06:29:51,17:52:04,0.29,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644426000
2022-02-11,18.2,14.0,15.9,15.2,15.9,0.688,100.0,8.33,['rain'],0.0,0.0,11.2,20.9,36.7,4.1,99.2,95.7,1015.2,174.0,15.2,8.0,06:29:19,17:52:37,0.32,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644512400
2022-02-12,16.7,14.0,15.3,14.5,15.3,2.756,100.0,16.67,['rain'],0.0,0.0,17.7,13.7,46.7,5.8,100.0,95.1,1014.3,10.3,1.0,1.0,06:28:47,17:53:09,0.35,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644598800
2022-02-13,15.0,13.0,14.1,11.6,14.1,7.0,100.0,12.5,['rain'],0.0,0.0,20.5,35.6,25.3,8.7,90.8,85.3,1015.1,12.4,1.1,1.0,06:28:14,17:53:40,0.39,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644685200
2022-02-14,20.0,13.0,16.3,10.0,16.3,0.0,0.0,0.0,,0.0,0.0,18.4,19.1,43.4,10.0,48.7,66.9,1017.9,159.8,13.7,5.0,06:27:39,17:54:11,0.42,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644771600
2022-02-15,17.7,15.0,16.5,13.7,16.5,0.0,0.0,0.0,,0.0,0.0,11.2,17.3,46.5,8.0,99.5,83.5,1016.5,65.3,5.7,2.0,06:27:04,17:54:42,0.45,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644858000
2022-02-16,17.6,15.0,16.2,15.5,16.2,1.219,100.0,8.33,['rain'],0.0,0.0,9.4,16.9,50.3,4.7,99.8,95.3,1012.7,32.9,2.9,2.0,06:26:27,17:55:12,0.5,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1644944400
2022-02-17,20.6,17.0,18.4,17.5,18.4,0.1,100.0,8.33,['rain'],0.0,0.0,7.6,29.9,58.1,3.0,95.3,94.5,1009.8,71.2,6.2,5.0,06:25:50,17:55:41,0.52,rain,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645030800
2022-02-18,22.7,19.0,20.6,20.0,20.6,0.6,100.0,12.5,['rain'],0.0,0.0,18.4,29.9,101.6,2.7,93.5,96.3,1010.2,47.0,4.0,2.0,06:25:12,17:56:10,0.55,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645117200
2022-02-19,19.3,10.0,13.2,11.5,13.2,31.122,100.0,16.67,['rain'],0.0,0.0,27.7,53.3,32.8,9.3,95.6,89.3,1016.6,8.6,0.9,1.0,06:24:33,17:56:39,0.59,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645203600
2022-02-20,10.4,8.0,9.0,7.0,7.2,39.856,100.0,16.67,['rain'],0.0,0.0,22.3,46.8,13.8,9.5,96.2,87.3,1022.9,9.7,1.0,1.0,06:23:53,17:57:07,0.62,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645290000
2022-02-21,13.5,8.8,10.9,5.5,10.3,0.437,100.0,4.17,['rain'],0.0,0.0,18.4,27.0,7.1,10.0,71.0,69.5,1023.9,124.8,10.8,6.0,06:23:12,17:57:34,0.66,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645376400
2022-02-22,13.5,10.0,11.6,5.9,11.6,0.0,0.0,0.0,,0.0,0.0,20.5,38.2,6.9,10.0,91.9,68.2,1025.1,176.0,15.1,7.0,06:22:30,17:58:02,0.7,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645462800
2022-02-23,17.2,10.5,13.5,4.9,13.5,0.0,0.0,0.0,,0.0,0.0,18.4,33.1,356.7,10.1,17.2,56.4,1026.9,204.2,17.6,9.0,06:21:47,17:58:28,0.73,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645549200
2022-02-24,18.9,10.0,14.5,6.5,14.5,0.0,0.0,0.0,,0.0,0.0,14.8,28.1,60.4,9.9,16.4,59.9,1026.5,232.0,20.1,9.0,06:21:04,17:58:54,0.75,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645635600
2022-02-25,20.0,10.0,15.2,9.2,15.2,0.0,0.0,0.0,,0.0,0.0,14.8,25.2,103.4,8.0,14.5,69.9,1023.9,260.6,22.5,9.0,06:20:20,17:59:20,0.8,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645722000
2022-02-26,21.0,11.9,17.0,11.8,17.0,0.0,0.0,0.0,,0.0,0.0,11.2,20.2,58.8,6.5,75.5,72.7,1022.1,265.0,22.9,9.0,06:19:35,17:59:46,0.84,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645808400
2022-02-27,22.0,16.0,18.8,13.9,18.8,0.0,0.0,0.0,,0.0,0.0,9.4,31.7,260.7,5.2,75.1,73.8,1018.8,245.2,21.1,8.0,06:18:50,18:00:10,0.87,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645894800
2022-02-28,24.7,16.0,19.9,15.4,19.9,0.0,0.0,0.0,,0.0,0.0,16.6,34.6,112.4,5.5,62.8,76.7,1015.9,245.2,21.2,8.0,06:18:04,18:00:35,0.91,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1645981200
2022-03-01,22.7,19.0,20.7,17.0,20.7,0.1,100.0,4.17,['rain'],0.0,0.0,13.0,25.2,100.9,5.6,83.0,79.8,1016.4,72.4,6.4,3.0,06:17:17,18:00:59,0.95,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646067600
2022-03-02,25.1,19.0,22.2,18.3,22.2,0.0,0.0,0.0,,0.0,0.0,13.0,29.2,152.7,5.2,64.0,79.5,1016.6,225.3,19.3,7.0,06:16:29,18:01:23,0.98,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646154000
2022-03-03,25.4,18.0,22.1,18.5,22.1,0.0,0.0,0.0,,0.0,0.0,20.5,38.9,118.0,6.3,66.9,80.7,1014.2,259.3,22.3,8.0,06:15:41,18:01:46,0.0,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646240400
2022-03-04,23.4,19.9,21.3,19.5,21.3,0.2,100.0,8.33,['rain'],0.0,0.0,14.8,34.2,109.5,5.0,96.9,89.9,1012.8,109.2,9.5,4.0,06:14:53,18:02:09,0.05,rain,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646326800
2022-03-05,22.7,20.8,21.3,20.5,21.3,0.2,100.0,8.33,['rain'],0.0,0.0,12.1,33.8,114.9,4.0,96.6,95.2,1011.7,44.9,3.9,2.0,06:14:03,18:02:31,0.08,rain,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646413200
2022-03-06,24.0,20.9,22.2,21.1,22.2,0.215,100.0,12.5,['rain'],0.0,0.0,14.8,33.8,114.5,4.6,97.8,93.8,1011.5,75.5,6.5,4.0,06:13:14,18:02:54,0.11,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646499600
2022-03-07,24.3,18.3,21.5,17.1,21.5,15.65,100.0,12.5,['rain'],0.0,0.0,24.1,40.3,9.9,7.8,44.7,78.0,1017.7,179.7,15.5,9.0,06:12:24,18:03:16,0.14,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646586000
2022-03-08,26.0,16.0,20.5,14.1,20.5,0.0,0.0,0.0,,0.0,0.0,22.3,33.5,125.3,8.5,15.5,70.0,1016.0,288.8,24.9,9.0,06:11:33,18:03:37,0.18,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646672400
2022-03-09,23.1,16.0,19.6,15.4,19.6,0.1,100.0,4.17,['rain'],0.0,0.0,22.3,31.7,105.2,9.2,77.4,77.6,1013.9,148.1,12.7,4.0,06:10:42,18:03:58,0.21,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646758800
2022-03-10,24.0,18.0,20.6,18.0,20.6,0.976,100.0,4.17,['rain'],0.0,0.0,16.6,29.9,111.3,7.0,96.7,85.6,1013.8,59.3,5.1,2.0,06:09:50,18:04:19,0.25,rain,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646845200
2022-03-11,24.6,20.0,22.0,18.5,22.0,0.2,100.0,8.33,['rain'],0.0,0.0,13.0,28.1,115.5,8.9,96.4,81.4,1012.3,81.8,7.0,3.0,06:08:59,18:04:40,0.27,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1646931600
2022-03-12,25.2,20.8,22.7,19.4,22.7,0.0,0.0,0.0,['rain'],0.0,0.0,18.4,35.3,125.1,8.9,78.9,82.1,1011.1,109.6,9.6,5.0,06:08:06,18:05:00,0.3,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647018000
2022-03-13,25.0,21.0,22.8,20.2,22.8,0.1,100.0,4.17,['rain'],0.0,0.0,16.6,31.7,115.8,8.4,85.0,85.6,1011.0,50.0,4.2,1.0,06:07:14,18:05:21,0.34,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647104400
2022-03-14,25.6,21.0,23.3,20.3,23.3,0.0,0.0,0.0,['rain'],0.0,0.0,14.4,25.6,112.1,8.0,92.4,83.6,1011.0,53.9,4.6,2.0,06:06:21,18:05:40,0.37,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647190800
2022-03-15,28.0,22.0,24.7,20.8,25.2,1.2,100.0,16.67,['rain'],0.0,0.0,13.0,25.6,195.0,5.5,52.3,79.5,1010.0,184.0,15.9,6.0,06:05:28,18:06:00,0.4,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647277200
2022-03-16,26.0,22.0,23.5,21.3,23.5,0.253,100.0,12.5,['rain'],0.0,0.0,20.5,40.7,120.0,6.5,76.1,88.0,1008.5,146.0,12.6,8.0,06:04:34,18:06:20,0.43,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647363600
2022-03-17,25.1,22.6,23.6,21.6,23.6,0.1,100.0,4.17,['rain'],0.0,0.0,14.8,32.4,105.6,5.9,91.5,88.8,1007.9,182.3,15.8,5.0,06:03:41,18:06:39,0.46,rain,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647450000
2022-03-18,28.0,22.0,24.9,22.0,25.6,0.098,100.0,4.17,['rain'],0.0,0.0,16.3,30.2,113.8,5.5,70.2,84.4,1008.3,123.3,10.7,4.0,06:02:47,18:06:58,0.5,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647536400
2022-03-19,26.2,22.0,24.1,22.0,24.1,0.1,100.0,4.17,['rain'],0.0,0.0,18.4,39.2,116.9,6.7,90.0,88.1,1006.7,154.3,13.3,4.0,06:01:53,18:07:17,0.53,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647622800
2022-03-20,28.0,24.0,25.4,22.9,26.0,0.3,100.0,8.33,['rain'],0.0,0.0,27.7,36.7,114.5,7.3,91.5,86.3,1006.7,246.0,21.3,9.0,06:00:59,18:07:36,0.57,rain,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647709200
2022-03-21,28.9,24.0,25.6,23.7,26.5,0.3,100.0,8.33,['rain'],0.0,0.0,18.4,39.2,107.1,6.0,91.2,89.5,1007.7,201.1,17.3,9.0,06:00:05,18:07:55,0.6,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647795600
2022-03-22,32.0,24.0,26.4,23.8,28.2,3.1,100.0,4.17,['rain'],0.0,0.0,20.5,32.8,94.2,5.9,78.5,86.1,1009.0,221.8,19.2,9.0,05:59:10,18:08:13,0.64,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647882000
2022-03-23,25.0,17.0,19.9,16.9,19.9,5.976,100.0,8.33,['rain'],0.0,0.0,31.7,51.8,42.0,8.6,98.9,83.5,1013.4,13.0,1.1,0.0,05:58:16,18:08:32,0.68,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1647968400
2022-03-24,20.7,16.0,18.7,16.7,18.7,4.889,100.0,4.17,['rain'],0.0,0.0,16.6,26.3,100.7,7.0,99.5,88.4,1011.0,106.6,9.1,5.0,05:57:22,18:08:50,0.71,rain,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648054800
2022-03-25,27.1,19.0,22.4,20.2,22.4,0.195,100.0,4.17,['rain'],0.0,0.0,13.0,25.2,94.3,4.9,95.0,88.2,1007.6,260.1,22.4,10.0,05:56:27,18:09:08,0.75,rain,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648141200
2022-03-26,32.7,22.6,26.4,23.1,28.6,0.0,0.0,0.0,,0.0,0.0,16.6,32.0,80.6,4.6,50.6,83.4,1007.6,294.1,25.5,10.0,05:55:33,18:09:27,0.78,partly-cloudy-day,Partially cloudy,Clearing in the afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648227600
2022-03-27,25.4,18.0,23.1,18.3,23.1,0.878,100.0,4.17,['rain'],0.0,0.0,27.7,51.8,46.8,8.6,74.9,75.6,1012.8,67.5,5.7,3.0,05:54:38,18:09:45,0.82,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648314000
2022-03-28,22.0,18.0,19.9,14.9,19.9,7.074,100.0,8.33,['rain'],0.0,0.0,13.0,39.2,65.3,10.0,34.0,73.2,1016.7,252.3,21.8,10.0,05:53:44,18:10:03,0.85,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648400400
2022-03-29,22.7,18.0,20.2,17.1,20.2,0.1,100.0,4.17,['rain'],0.0,0.0,13.0,25.6,86.0,5.2,85.4,83.0,1014.8,139.4,12.1,7.0,05:52:50,18:10:21,0.89,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648486800
2022-03-30,25.0,19.0,21.9,20.2,21.9,0.531,100.0,8.33,['rain'],0.0,0.0,18.4,23.8,89.6,4.5,94.7,90.7,1013.6,79.4,6.8,3.0,05:51:56,18:10:39,0.93,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648573200
2022-03-31,28.5,20.0,24.4,21.6,25.2,0.198,100.0,4.17,['rain'],0.0,0.0,25.9,50.4,63.4,6.8,85.5,85.2,1014.8,238.1,20.4,9.0,05:51:01,18:10:57,0.96,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648659600
2022-04-01,21.0,17.0,18.5,15.7,18.5,43.422,100.0,16.67,['rain'],0.0,0.0,31.7,50.8,347.8,9.0,89.0,84.0,1021.5,18.8,1.5,1.0,05:50:08,18:11:16,0.0,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648746000
2022-04-02,22.0,17.0,19.5,10.8,19.5,0.096,100.0,4.17,['rain'],0.0,0.0,22.3,38.5,356.4,10.0,48.2,57.7,1025.2,130.2,11.2,6.0,05:49:14,18:11:34,0.03,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648832400
2022-04-03,25.2,15.0,20.4,10.3,20.4,0.0,0.0,0.0,,0.0,0.0,16.6,32.8,23.9,10.1,6.4,55.0,1022.5,315.0,27.3,10.0,05:48:20,18:11:52,0.06,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1648918800
