datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2019-01-01,1546275600,8.1,5.8,7.0,6.9,2.6,4.2,3.6,79.2,0.1,100.0,4.17,['rain'],0.0,0.0,45.7,20.9,26.3,1030.0,99.0,10.8,70.7,6.0,3.0,06:31:35,1546299095,17:21:00,1546338060,0.83,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-02,1546362000,16.2,6.6,9.9,16.2,3.5,8.7,5.2,73.0,0.0,0.0,0.0,,0.0,0.0,41.4,19.1,20.7,1028.3,89.4,11.8,76.2,6.6,3.0,06:31:54,1546385514,17:21:38,1546424498,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-01-03,1546448400,11.7,8.5,9.9,11.7,6.5,9.2,8.2,89.4,0.499,100.0,4.17,['rain'],0.0,0.0,28.1,12.2,30.1,1025.7,99.8,8.0,24.8,2.0,1.0,06:32:12,1546471932,17:22:16,1546510936,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-04,1546534800,13.8,9.9,11.9,13.8,9.9,11.9,10.9,93.9,5.192,100.0,12.5,['rain'],0.0,0.0,18.7,8.6,25.3,1023.4,100.0,9.3,32.9,2.8,1.0,06:32:28,1546558348,17:22:55,1546597375,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-05,1546621200,16.0,11.7,13.5,16.0,11.7,13.5,12.4,93.2,0.904,100.0,8.33,['rain'],0.0,0.0,25.6,13.0,15.2,1021.9,99.9,8.9,48.7,4.1,2.0,06:32:44,1546644764,17:23:34,1546683814,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-06,1546707600,14.4,11.7,13.1,14.4,11.7,13.1,12.3,95.0,0.302,100.0,12.5,['rain'],0.0,0.0,28.4,13.0,37.4,1021.2,100.0,3.8,29.9,2.6,2.0,06:32:58,1546731178,17:24:14,1546770254,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-07,1546794000,15.6,12.6,14.0,15.6,12.6,14.0,13.4,95.9,0.2,100.0,4.17,['rain'],0.0,0.0,25.9,11.5,30.1,1019.9,100.0,3.5,33.3,2.9,1.0,06:33:10,1546817590,17:24:54,1546856694,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-08,1546880400,13.2,10.0,11.8,13.2,7.5,11.7,11.2,95.9,5.002,100.0,16.67,['rain'],0.0,0.0,35.3,18.7,22.1,1021.4,100.0,4.0,26.9,2.3,1.0,06:33:22,1546904002,17:25:34,1546943134,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-09,1546966800,10.2,8.5,9.3,10.2,6.2,7.7,8.9,97.2,6.001,100.0,16.67,['rain'],0.0,0.0,35.3,17.6,18.1,1022.3,100.0,7.0,20.2,1.6,1.0,06:33:32,1546990412,17:26:15,1547029575,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-10,1547053200,11.9,9.4,10.7,11.9,8.1,10.4,10.4,98.0,8.997,100.0,16.67,['rain'],0.0,0.0,19.4,9.0,8.6,1019.9,100.0,4.0,23.8,2.0,1.0,06:33:41,1547076821,17:26:56,1547116016,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-11,1547139600,18.7,11.7,14.5,18.7,11.7,14.5,13.8,95.7,0.6,100.0,4.17,['rain'],0.0,0.0,16.2,7.6,12.9,1018.7,99.7,3.8,62.7,5.5,3.0,06:33:49,1547163229,17:27:37,1547202457,0.17,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-12,1547226000,19.7,13.2,15.7,19.7,13.2,15.7,14.7,94.1,1.203,100.0,12.5,['rain'],0.0,0.0,17.6,7.6,37.9,1018.5,99.7,4.0,71.5,6.2,3.0,06:33:55,1547249635,17:28:18,1547288898,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-13,1547312400,21.1,14.9,17.6,21.1,14.9,17.6,16.3,92.6,1.3,100.0,25.0,['rain'],0.0,0.0,18.0,7.2,115.0,1017.5,96.8,3.8,62.9,5.3,3.0,06:34:00,1547336040,17:29:00,1547375340,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-14,1547398800,21.6,15.3,17.9,21.6,15.3,17.9,16.2,90.2,0.8,100.0,20.83,['rain'],0.0,0.0,33.5,13.3,116.9,1016.3,90.7,5.5,81.4,7.0,4.0,06:34:04,1547422444,17:29:42,1547461782,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-15,1547485200,16.8,11.2,13.9,16.8,11.2,13.9,12.3,90.6,0.102,100.0,8.33,['rain'],0.0,0.0,48.2,21.2,28.0,1019.9,95.0,6.0,56.2,4.9,2.0,06:34:06,1547508846,17:30:23,1547548223,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-16,1547571600,11.1,7.8,9.6,11.1,5.1,8.5,7.7,88.4,0.801,100.0,12.5,['rain'],0.0,0.0,49.0,25.2,22.1,1023.4,97.3,6.3,27.5,2.4,1.0,06:34:07,1547595247,17:31:05,1547634665,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-17,1547658000,12.3,8.5,10.3,12.3,6.1,9.3,7.6,83.5,0.0,0.0,0.0,,0.0,0.0,34.9,16.9,20.0,1024.2,92.8,10.5,71.4,6.2,3.0,06:34:06,1547681646,17:31:47,1547721107,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"['48830099999', 'remote', '59417099999']",obs,
2019-01-18,1547744400,15.3,9.7,12.7,15.3,9.7,12.7,9.8,82.8,0.0,0.0,0.0,,0.0,0.0,23.0,9.7,321.9,1021.5,83.6,8.5,128.8,11.1,5.0,06:34:04,1547768044,17:32:28,1547807548,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-01-19,1547830800,20.6,13.0,16.0,20.6,13.0,16.0,14.2,89.2,0.2,100.0,8.33,['rain'],0.0,0.0,29.2,10.4,208.6,1018.2,94.5,7.6,76.1,6.4,4.0,06:34:01,1547854441,17:33:10,1547893990,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-20,1547917200,21.2,13.6,17.1,21.2,13.6,17.1,15.4,90.2,0.3,100.0,8.33,['rain'],0.0,0.0,48.2,19.8,26.0,1018.9,91.8,7.8,76.9,6.5,3.0,06:33:57,1547940837,17:33:51,1547980431,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-21,1548003600,13.4,10.2,11.2,13.4,10.2,11.2,8.4,83.0,0.5,100.0,4.17,['rain'],0.0,0.0,54.4,23.8,20.7,1024.7,99.3,11.9,35.5,3.0,1.0,06:33:51,1548027231,17:34:33,1548066873,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-22,1548090000,18.2,9.6,11.7,18.2,9.6,11.7,5.8,67.8,0.2,100.0,8.33,['rain'],0.0,0.0,39.6,17.3,22.2,1024.3,72.9,12.5,93.9,8.1,5.0,06:33:44,1548113624,17:35:14,1548153314,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-23,1548176400,17.3,10.0,13.7,17.3,9.5,13.6,8.9,73.5,0.0,0.0,0.0,,0.0,0.0,17.3,5.8,306.5,1020.8,73.1,11.3,166.9,14.2,7.0,06:33:35,1548200015,17:35:55,1548239755,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-01-24,1548262800,18.3,13.0,15.5,18.3,13.0,15.5,12.5,82.3,0.0,0.0,0.0,,0.0,0.0,30.2,13.7,189.6,1018.8,90.3,11.1,89.8,7.6,4.0,06:33:25,1548286405,17:36:36,1548326196,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"['48830099999', 'remote', '59417099999']",obs,
2019-01-25,1548349200,21.9,15.1,17.5,21.9,15.1,17.5,15.0,85.9,1.9,100.0,37.5,['rain'],0.0,0.0,22.7,8.3,42.4,1020.4,94.5,8.3,69.9,6.0,3.0,06:33:14,1548372794,17:37:16,1548412636,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-26,1548435600,20.2,15.0,17.1,20.2,15.0,17.1,13.6,80.2,0.5,100.0,20.83,['rain'],0.0,0.0,31.3,14.4,25.3,1022.9,93.1,9.3,71.4,6.2,3.0,06:33:01,1548459181,17:37:57,1548499077,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-27,1548522000,22.1,11.8,16.3,22.1,11.8,16.3,12.7,80.7,0.0,0.0,0.0,,0.0,0.0,31.0,13.3,163.4,1021.4,46.8,10.6,168.1,14.3,7.0,06:32:47,1548545567,17:38:37,1548585517,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-01-28,1548608400,24.7,11.9,17.2,24.7,11.9,17.2,13.5,80.5,0.0,0.0,0.0,,0.0,0.0,25.9,11.2,176.3,1019.2,59.3,11.1,122.9,10.5,4.0,06:32:32,1548631952,17:39:17,1548671957,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-01-29,1548694800,23.4,15.2,18.8,23.4,15.2,18.8,16.1,84.7,1.2,100.0,20.83,['rain'],0.0,0.0,30.6,12.6,168.0,1018.5,83.3,11.9,124.6,10.7,5.0,06:32:15,1548718335,17:39:56,1548758396,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-30,1548781200,23.4,16.7,19.8,23.4,16.7,19.8,16.3,81.2,0.1,100.0,4.17,['rain'],0.0,0.0,45.7,19.8,168.7,1017.8,71.2,12.5,105.5,9.1,4.0,06:31:57,1548804717,17:40:35,1548844835,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-01-31,1548867600,25.1,15.6,19.6,25.1,15.6,19.6,16.7,83.8,1.0,100.0,20.83,['rain'],0.0,0.0,30.6,12.2,39.5,1019.2,70.7,11.9,111.2,9.7,5.0,06:31:38,1548891098,17:41:14,1548931274,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-01,1548954000,22.6,14.9,17.8,22.6,14.9,17.8,14.1,79.1,0.2,100.0,8.33,['rain'],0.0,0.0,29.9,13.3,48.9,1020.3,68.3,12.5,151.5,13.1,7.0,06:31:17,1548977477,17:41:52,1549017712,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-02,1549040400,22.6,14.7,18.6,22.6,14.7,18.6,15.4,82.6,0.1,100.0,4.17,['rain'],0.0,0.0,37.8,16.2,190.8,1015.9,76.5,12.5,96.6,8.3,4.0,06:30:56,1549063856,17:42:30,1549104150,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-03,1549126800,24.2,17.1,20.2,24.2,17.1,20.2,17.6,85.5,0.2,100.0,8.33,['rain'],0.0,0.0,31.7,11.9,195.8,1015.8,83.2,11.9,98.5,8.3,4.0,06:30:33,1549150233,17:43:08,1549190588,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-04,1549213200,25.7,17.8,21.0,25.7,17.8,21.0,18.1,84.5,0.3,100.0,12.5,['rain'],0.0,0.0,28.1,11.9,180.1,1016.7,83.8,11.9,116.7,10.1,4.0,06:30:08,1549236608,17:43:45,1549277025,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-05,1549299600,26.9,17.7,21.2,27.5,17.7,21.2,18.1,83.8,1.4,100.0,25.0,['rain'],0.0,0.0,31.3,13.3,191.5,1015.0,63.8,11.9,145.0,12.6,7.0,06:29:43,1549322983,17:44:22,1549363462,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-06,1549386000,26.7,18.1,22.1,26.7,18.1,22.1,18.8,82.6,1.7,100.0,45.83,['rain'],0.0,0.0,55.1,22.7,198.3,1011.7,75.7,12.5,148.3,12.7,6.0,06:29:16,1549409356,17:44:58,1549449898,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-07,1549472400,29.2,18.7,23.1,29.3,18.7,23.3,19.0,79.8,0.2,100.0,8.33,['rain'],0.0,0.0,37.4,16.9,201.0,1011.1,47.0,11.9,172.8,15.0,7.0,06:28:48,1549495728,17:45:34,1549536334,0.08,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-08,1549558800,29.9,18.7,23.3,29.9,18.7,23.5,19.1,79.3,0.2,100.0,8.33,['rain'],0.0,0.0,39.6,16.2,191.5,1010.5,38.0,12.5,176.7,15.2,7.0,06:28:19,1549582099,17:46:10,1549622770,0.11,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-09,1549645200,28.2,18.6,22.7,29.2,18.6,23.0,19.2,81.7,0.6,100.0,16.67,['rain'],0.0,0.0,25.6,10.4,151.9,1013.2,58.8,11.9,108.3,9.4,5.0,06:27:49,1549668469,17:46:44,1549709204,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-10,1549731600,26.3,16.6,20.8,26.3,16.6,20.8,17.3,80.7,2.6,100.0,41.67,['rain'],0.0,0.0,27.4,14.4,83.1,1018.1,88.5,10.5,123.3,10.6,5.0,06:27:18,1549754838,17:47:19,1549795639,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-11,1549818000,18.8,10.7,12.9,18.8,10.7,12.9,11.1,89.0,0.204,100.0,8.33,['rain'],0.0,0.0,36.0,16.2,21.8,1023.5,94.0,4.3,59.2,5.1,2.0,06:26:46,1549841206,17:47:53,1549882073,0.21,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-12,1549904400,19.2,10.2,14.7,19.2,10.2,14.7,12.9,89.0,0.1,100.0,4.17,['rain'],0.0,0.0,28.1,10.8,50.8,1022.5,96.3,7.0,93.4,8.1,4.0,06:26:12,1549927572,17:48:27,1549968507,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-13,1549990800,21.1,15.0,18.4,21.1,15.0,18.4,16.8,90.8,0.601,100.0,12.5,['rain'],0.0,0.0,34.2,14.4,169.1,1019.7,93.0,5.1,92.8,8.1,4.0,06:25:38,1550013938,17:49:00,1550054940,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-14,1550077200,23.6,17.1,20.0,23.6,17.1,20.0,17.6,86.7,0.5,100.0,12.5,['rain'],0.0,0.0,40.7,18.0,168.8,1017.8,69.4,10.4,105.2,9.2,5.0,06:25:02,1550100302,17:49:32,1550141372,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-15,1550163600,24.3,17.6,20.6,24.3,17.6,20.6,17.8,84.4,0.6,100.0,12.5,['rain'],0.0,0.0,39.6,17.6,172.8,1017.0,85.9,12.5,123.2,10.5,5.0,06:24:26,1550186666,17:50:04,1550227804,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-16,1550250000,22.4,18.4,20.5,22.4,18.4,20.5,18.7,89.4,1.0,100.0,20.83,['rain'],0.0,0.0,33.1,14.8,149.9,1015.3,96.6,12.5,70.8,6.2,3.0,06:23:48,1550273028,17:50:36,1550314236,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-17,1550336400,20.0,11.2,16.5,20.0,11.2,16.5,15.9,96.2,8.0,100.0,16.67,['rain'],0.0,0.0,33.1,10.8,69.0,1013.5,100.0,8.0,34.9,2.9,1.0,06:23:10,1550359390,17:51:07,1550400667,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-18,1550422800,25.6,11.2,18.2,25.6,11.2,18.2,16.6,90.6,40.981,100.0,12.5,['rain'],0.0,0.0,44.3,10.8,54.6,1011.2,80.1,12.5,119.1,10.3,5.0,06:22:30,1550445750,17:51:38,1550487098,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-19,1550509200,22.9,12.9,17.7,22.9,12.9,17.7,16.4,92.6,0.005,100.0,4.17,['rain'],0.0,0.0,23.0,10.8,35.6,1014.0,94.4,6.8,91.6,7.9,4.0,06:21:50,1550532110,17:52:08,1550573528,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-20,1550595600,26.9,15.2,21.5,28.5,15.2,21.7,19.4,88.5,1.8,100.0,41.67,['rain'],0.0,0.0,39.2,15.5,169.1,1015.0,81.3,10.5,99.4,8.4,4.0,06:21:08,1550618468,17:52:37,1550659957,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-21,1550682000,27.8,13.9,20.4,28.9,13.9,20.4,17.6,84.7,2.0,100.0,37.5,['rain'],0.0,0.0,41.8,17.3,63.9,1015.7,83.9,11.9,123.4,10.7,6.0,06:20:26,1550704826,17:53:07,1550746387,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-22,1550768400,15.5,11.9,13.5,15.5,11.9,13.5,10.8,83.9,4.4,100.0,62.5,['rain'],0.0,0.0,37.4,17.3,22.2,1017.2,100.0,10.5,63.2,5.5,3.0,06:19:43,1550791183,17:53:35,1550832815,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-23,1550854800,11.9,10.2,11.2,11.9,10.2,11.2,10.3,94.2,5.995,100.0,12.5,['rain'],0.0,0.0,44.3,19.8,19.8,1016.3,100.0,8.0,33.8,3.0,1.0,06:18:59,1550877539,17:54:04,1550919244,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-24,1550941200,13.6,9.6,11.4,13.6,7.2,11.1,8.4,82.3,1.9,100.0,41.67,['rain'],0.0,0.0,40.0,17.6,24.1,1018.0,99.4,12.5,59.9,5.0,2.0,06:18:15,1550963895,17:54:31,1551005671,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-25,1551027600,13.6,9.9,11.8,13.6,8.0,11.7,10.3,90.3,1.7,100.0,41.67,['rain'],0.0,0.0,31.0,14.8,21.4,1018.1,100.0,6.0,55.4,4.7,2.0,06:17:29,1551050249,17:54:59,1551092099,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-26,1551114000,17.8,11.7,14.3,17.8,11.7,14.3,13.4,94.4,0.5,100.0,4.17,['rain'],0.0,0.0,23.4,8.6,325.5,1015.8,99.7,6.3,67.3,5.7,2.0,06:16:43,1551136603,17:55:26,1551178526,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-27,1551200400,21.6,15.0,18.2,21.6,15.0,18.2,17.1,93.4,0.202,100.0,12.5,['rain'],0.0,0.0,33.8,14.4,207.7,1013.5,96.8,6.4,84.4,7.4,3.0,06:15:56,1551222956,17:55:52,1551264952,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-02-28,1551286800,22.3,19.0,20.5,22.3,19.0,20.5,19.1,91.8,0.1,100.0,4.17,['rain'],0.0,0.0,37.1,17.3,166.9,1012.8,89.3,6.0,106.3,9.2,4.0,06:15:09,1551309309,17:56:19,1551351379,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-01,1551373200,23.3,17.6,20.8,23.3,17.6,20.8,19.0,89.7,0.002,100.0,8.33,['rain'],0.0,0.0,43.2,18.4,172.6,1012.9,91.3,7.9,114.4,9.9,4.0,06:14:21,1551395661,17:56:44,1551437804,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-02,1551459600,24.6,19.1,22.2,24.6,19.1,22.2,20.4,89.9,0.4,100.0,4.17,['rain'],0.0,0.0,45.7,19.8,187.3,1009.7,88.0,11.3,112.5,9.7,4.0,06:13:32,1551482012,17:57:10,1551524230,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-03,1551546000,22.2,15.9,20.3,22.2,15.9,20.3,17.7,85.6,5.7,100.0,29.17,['rain'],0.0,0.0,41.8,15.5,39.0,1010.7,87.7,10.0,98.9,8.5,5.0,06:12:42,1551568362,17:57:34,1551610654,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-04,1551632400,22.3,17.0,19.7,22.3,17.0,19.7,17.9,89.9,2.396,100.0,8.33,['rain'],0.0,0.0,49.7,21.2,147.3,1009.4,87.8,9.9,77.9,6.7,3.0,06:11:52,1551654712,17:57:59,1551697079,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-05,1551718800,26.9,20.7,23.0,28.7,20.7,23.1,21.2,90.2,42.944,100.0,8.33,['rain'],0.0,0.0,47.9,19.1,175.3,1008.1,72.1,11.8,120.0,10.2,5.0,06:11:02,1551741062,17:58:23,1551783503,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-06,1551805200,22.1,15.8,17.2,22.1,15.8,17.2,15.4,89.3,5.03,100.0,12.5,['rain'],0.0,0.0,47.9,25.2,22.4,1013.3,98.5,12.5,68.8,5.9,3.0,06:10:11,1551827411,17:58:47,1551869927,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-07,1551891600,15.7,13.1,14.2,15.7,13.1,14.2,13.2,93.7,10.302,100.0,12.5,['rain'],0.0,0.0,33.1,18.0,19.6,1015.5,100.0,6.3,45.3,3.9,2.0,06:09:19,1551913759,17:59:11,1551956351,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-08,1551978000,14.8,12.6,13.6,14.8,12.6,13.6,12.9,96.1,1.0,100.0,12.5,['rain'],0.0,0.0,25.2,11.9,17.3,1014.6,100.0,5.5,36.9,3.2,2.0,06:08:27,1552000107,17:59:34,1552042774,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-09,1552064400,15.1,13.2,14.0,15.1,13.2,14.0,13.1,94.7,0.202,100.0,8.33,['rain'],0.0,0.0,34.2,15.5,20.4,1012.8,99.9,8.0,50.7,4.4,2.0,06:07:35,1552086455,17:59:57,1552129197,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-10,1552150800,18.1,13.2,15.5,18.1,13.2,15.5,12.3,81.4,0.8,100.0,25.0,['rain'],0.0,0.0,37.4,16.6,18.7,1015.0,91.2,11.9,74.6,6.4,3.0,06:06:42,1552172802,18:00:19,1552215619,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']",obs,
2019-03-11,1552237200,24.1,14.6,18.1,24.1,14.6,18.1,13.3,74.7,0.0,0.0,0.0,,0.0,0.0,25.9,14.4,21.1,1015.3,47.4,12.5,162.2,14.0,8.0,06:05:48,1552259148,18:00:42,1552302042,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-03-12,1552323600,25.2,11.9,18.7,25.2,11.9,18.7,14.3,77.4,0.0,0.0,0.0,,0.0,0.0,24.8,10.8,157.7,1014.7,28.6,11.1,188.3,16.1,8.0,06:04:55,1552345495,18:01:04,1552388464,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']",obs,
2019-03-13,1552410000,24.2,15.1,19.8,24.2,15.1,19.8,17.4,86.5,1.3,100.0,20.83,['rain'],0.0,0.0,37.4,14.4,165.7,1014.5,70.3,5.7,122.7,10.7,4.0,06:04:01,1552431841,18:01:26,1552474886,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']",obs,
