,Address,Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Preciptype,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase
494,Sơn La,2020-05-09,1588957200,32.1,20.6,26.3,21.7,76.9,1.0,100.0,4.17,['rain'],37.8,9.4,318.4,1008.8,59.2,16.3,282.6,24.4,9.0,0.56
495,Sơn La,2020-05-10,1589043600,34.9,22.6,27.8,22.1,72.7,0.1,100.0,4.17,['rain'],36.0,9.0,311.3,1008.9,66.3,17.5,287.4,24.6,9.0,0.59
496,Sơn La,2020-05-11,1589130000,34.4,23.5,27.4,22.3,75.0,0.6,100.0,16.67,['rain'],33.1,10.8,278.0,1009.0,47.1,20.0,281.6,24.4,9.0,0.62
497,Sơn La,2020-05-12,1589216400,29.4,22.1,25.0,22.1,84.5,19.0,100.0,4.17,['rain'],31.0,10.8,121.5,1011.0,62.9,18.8,188.8,16.5,7.0,0.66
498,Sơn La,2020-05-13,1589302800,29.2,20.9,23.8,21.4,87.4,22.0,100.0,4.17,['rain'],32.0,7.2,129.5,1011.0,80.6,16.8,241.6,20.9,8.0,0.69
499,Sơn La,2020-05-14,1589389200,31.2,20.1,25.3,20.7,77.2,4.0,100.0,4.17,['rain'],38.2,10.4,310.6,1009.7,60.2,17.5,288.2,24.8,9.0,0.75
500,Sơn La,2020-05-15,1589475600,32.0,21.9,26.7,20.8,71.7,0.2,100.0,4.17,['rain'],39.6,10.1,320.8,1006.1,39.7,18.8,288.4,25.0,10.0,0.75
501,Sơn La,2020-05-16,1589562000,33.1,19.6,27.0,20.1,67.8,0.0,0.0,0.0,,36.4,10.8,344.3,1005.6,16.1,20.0,291.0,25.0,9.0,0.79
502,Sơn La,2020-05-17,1589648400,33.7,22.9,27.5,21.4,71.4,0.0,0.0,0.0,,35.6,7.9,126.6,1004.3,39.2,20.0,274.7,23.8,10.0,0.82
503,Sơn La,2020-05-18,1589734800,33.0,21.9,27.3,21.8,74.1,0.3,100.0,4.17,['rain'],37.4,10.8,32.0,1004.0,34.0,20.0,283.7,24.3,9.0,0.85
504,Sơn La,2020-05-19,1589821200,33.4,23.7,28.2,22.7,73.8,0.4,100.0,8.33,['rain'],32.4,10.8,346.8,1004.2,41.3,20.0,283.3,24.7,9.0,0.88
505,Sơn La,2020-05-20,1589907600,33.7,25.4,29.4,22.7,68.0,0.1,100.0,4.17,['rain'],44.3,12.2,293.6,1004.0,54.3,20.0,255.9,22.1,8.0,0.92
506,Sơn La,2020-05-21,1589994000,34.8,24.2,29.5,22.6,68.3,0.0,0.0,0.0,,47.5,15.8,304.2,1004.2,77.1,20.0,293.2,25.5,9.0,0.95
507,Sơn La,2020-05-22,1590080400,35.1,25.9,29.8,23.4,69.9,2.4,100.0,20.83,['rain'],28.8,10.8,289.4,1004.8,93.9,18.8,250.2,21.6,9.0,0.98
508,Sơn La,2020-05-23,1590166800,33.4,22.6,28.0,24.1,80.3,6.0,100.0,12.5,['rain'],28.8,10.8,126.1,1006.4,85.7,20.0,173.3,15.1,7.0,0.0
509,Sơn La,2020-05-24,1590253200,34.1,24.0,28.2,23.5,77.4,2.3,100.0,12.5,['rain'],33.8,10.8,147.3,1007.1,69.0,20.0,245.8,21.3,8.0,0.05
510,Sơn La,2020-05-25,1590339600,33.8,22.9,28.3,22.9,74.1,5.0,100.0,4.17,['rain'],43.2,9.7,324.0,1007.3,63.2,18.8,270.1,23.4,8.0,0.09
511,Sơn La,2020-05-26,1590426000,33.4,22.7,27.1,22.8,78.5,7.0,100.0,4.17,['rain'],35.3,14.4,100.4,1007.9,59.5,16.3,245.6,21.0,8.0,0.12
512,Sơn La,2020-05-27,1590512400,27.3,21.1,23.8,21.3,86.6,9.0,100.0,8.33,['rain'],38.9,12.2,118.9,1010.8,87.7,15.0,180.4,15.5,7.0,0.16
513,Sơn La,2020-05-28,1590598800,28.4,20.4,23.8,21.1,85.3,47.0,100.0,12.5,['rain'],29.2,10.8,116.9,1010.8,88.7,12.3,175.6,15.1,7.0,0.19
514,Sơn La,2020-05-29,1590685200,31.3,21.4,26.2,21.7,78.1,5.0,100.0,4.17,['rain'],31.7,8.3,330.9,1008.7,74.0,17.5,247.9,21.3,8.0,0.23
515,Sơn La,2020-05-30,1590771600,32.3,22.7,26.2,21.8,77.8,7.0,100.0,4.17,['rain'],35.3,7.2,323.9,1009.6,75.9,17.5,233.7,20.3,8.0,0.25
516,Sơn La,2020-05-31,1590858000,29.8,23.1,25.9,22.2,80.9,0.2,100.0,8.33,['rain'],40.3,10.8,317.6,1010.2,81.0,18.8,202.6,17.5,8.0,0.3
517,Sơn La,2020-06-01,1590944400,30.3,22.1,25.8,21.9,79.9,2.5,100.0,20.83,['rain'],37.8,10.8,305.3,1009.1,59.5,17.5,244.0,21.3,8.0,0.34
518,Sơn La,2020-06-02,1591030800,31.9,21.7,26.4,21.6,76.4,0.1,100.0,4.17,['rain'],36.7,14.4,265.9,1007.1,47.2,17.5,255.5,22.1,8.0,0.37
519,Sơn La,2020-06-03,1591117200,32.5,22.9,27.7,22.0,72.6,0.6,100.0,16.67,['rain'],29.5,10.8,307.8,1006.0,47.4,18.8,267.6,23.4,8.0,0.41
520,Sơn La,2020-06-04,1591203600,33.2,22.9,28.2,22.7,73.2,0.3,100.0,8.33,['rain'],38.2,9.7,295.6,1005.2,75.5,20.0,256.5,22.2,9.0,0.44
521,Sơn La,2020-06-05,1591290000,30.4,23.9,26.8,22.8,79.5,2.5,100.0,8.33,['rain'],36.0,7.6,326.4,1006.1,81.2,18.8,223.7,19.3,7.0,0.48
522,Sơn La,2020-06-06,1591376400,31.2,22.6,26.5,22.9,81.4,1.7,100.0,16.67,['rain'],41.4,7.9,349.5,1005.8,89.3,18.8,213.4,18.4,8.0,0.5
523,Sơn La,2020-06-07,1591462800,31.1,23.7,27.6,22.0,73.0,0.5,100.0,16.67,['rain'],37.1,13.0,300.5,1004.6,89.4,20.0,239.0,20.6,8.0,0.55
524,Sơn La,2020-06-08,1591549200,33.0,23.9,27.8,22.0,71.7,0.3,100.0,12.5,['rain'],43.6,13.0,316.9,1004.6,82.7,20.0,245.2,21.4,8.0,0.58
525,Sơn La,2020-06-09,1591635600,31.9,23.7,27.5,23.2,78.3,0.7,100.0,16.67,['rain'],33.8,10.8,317.0,1006.2,90.7,20.0,232.7,20.1,8.0,0.61
526,Sơn La,2020-06-10,1591722000,31.2,22.9,26.5,23.3,83.3,0.3,100.0,4.17,['rain'],28.8,14.4,326.9,1007.9,92.0,18.8,184.4,16.0,6.0,0.64
527,Sơn La,2020-06-11,1591808400,30.4,22.4,25.5,22.2,82.4,0.1,100.0,4.17,['rain'],38.2,10.8,337.7,1006.9,93.4,16.3,172.4,14.9,7.0,0.67
528,Sơn La,2020-06-12,1591894800,31.5,22.6,27.0,22.3,76.2,1.2,100.0,25.0,['rain'],36.7,11.2,336.6,1004.1,84.6,20.0,175.0,15.3,6.0,0.71
529,Sơn La,2020-06-13,1591981200,32.9,24.2,28.1,22.9,74.2,0.1,100.0,4.17,['rain'],36.4,10.8,343.3,1002.6,91.0,20.0,266.8,23.0,8.0,0.75
530,Sơn La,2020-06-14,1592067600,30.4,23.1,25.7,22.8,84.7,10.1,100.0,8.33,['rain'],23.4,14.4,131.5,1005.5,96.6,17.5,170.7,14.8,7.0,0.77
531,Sơn La,2020-06-15,1592154000,29.7,22.7,24.7,23.0,90.5,29.0,100.0,4.17,['rain'],28.8,10.8,114.4,1007.4,91.6,16.8,171.0,14.8,6.0,0.8
532,Sơn La,2020-06-16,1592240400,29.9,22.2,25.4,22.9,86.6,6.0,100.0,8.33,['rain'],25.9,7.2,36.4,1006.5,92.4,12.8,138.5,11.9,5.0,0.84
533,Sơn La,2020-06-17,1592326800,29.6,23.6,26.2,23.0,83.2,2.0,100.0,4.17,['rain'],30.2,7.2,319.2,1005.2,87.4,17.5,182.1,15.8,6.0,0.87
534,Sơn La,2020-06-18,1592413200,30.9,22.1,25.5,23.2,87.6,10.0,100.0,12.5,['rain'],23.8,10.8,319.3,1005.9,82.8,14.0,206.8,17.8,8.0,0.9
535,Sơn La,2020-06-19,1592499600,31.1,21.4,26.0,22.8,83.9,20.0,100.0,12.5,['rain'],24.5,7.9,146.4,1007.0,79.7,12.5,235.7,20.2,9.0,0.93
536,Sơn La,2020-06-20,1592586000,31.1,23.4,26.5,23.5,84.1,5.0,100.0,8.33,['rain'],23.4,6.1,3.6,1006.8,77.4,16.8,239.4,20.8,8.0,0.97
537,Sơn La,2020-06-21,1592672400,31.2,24.2,27.3,22.8,77.3,0.7,100.0,20.83,['rain'],36.0,18.0,312.0,1004.7,79.3,20.0,267.8,23.1,9.0,0.0
538,Sơn La,2020-06-22,1592758800,32.4,23.1,27.0,23.1,80.1,3.3,100.0,20.83,['rain'],35.3,14.4,319.7,1004.9,77.5,20.0,269.3,23.2,8.0,0.03
539,Sơn La,2020-06-23,1592845200,31.7,22.2,26.8,22.9,80.1,5.4,100.0,20.83,['rain'],38.5,10.8,314.6,1006.3,82.1,20.0,246.1,21.3,8.0,0.07
540,Sơn La,2020-06-24,1592931600,31.7,23.6,27.4,23.0,78.1,0.7,100.0,20.83,['rain'],39.2,11.9,326.4,1005.6,91.1,20.0,246.4,21.3,8.0,0.11
541,Sơn La,2020-06-25,1593018000,29.6,23.7,26.5,23.1,82.2,0.9,100.0,20.83,['rain'],33.5,10.8,333.4,1005.1,98.3,20.0,183.4,15.9,7.0,0.14
542,Sơn La,2020-06-26,1593104400,30.2,23.2,26.6,22.8,80.1,1.4,100.0,37.5,['rain'],42.1,10.8,355.8,1005.1,92.0,20.0,230.1,19.8,8.0,0.18
543,Sơn La,2020-06-27,1593190800,32.2,23.0,27.0,22.7,78.1,0.4,100.0,16.67,['rain'],38.9,7.6,343.8,1005.6,87.1,20.0,254.4,22.1,9.0,0.21
544,Sơn La,2020-06-28,1593277200,32.1,23.2,27.7,22.5,74.9,0.1,100.0,4.17,['rain'],27.4,10.8,322.9,1005.4,64.5,20.0,279.4,24.1,9.0,0.25
545,Sơn La,2020-06-29,1593363600,33.1,24.4,28.4,23.7,76.6,1.0,100.0,25.0,['rain'],30.2,9.4,325.5,1004.4,78.9,20.0,268.6,23.0,9.0,0.28
546,Sơn La,2020-06-30,1593450000,31.3,24.9,27.9,23.7,78.9,0.2,100.0,4.17,['rain'],39.2,14.4,332.6,1003.6,88.2,17.5,256.7,22.2,9.0,0.32
547,Sơn La,2020-07-01,1593536400,30.1,24.1,26.8,23.8,84.0,7.1,100.0,45.83,['rain'],31.7,7.6,344.4,1003.4,97.4,20.0,215.1,18.5,8.0,0.36
548,Sơn La,2020-07-02,1593622800,31.2,23.4,26.6,23.4,82.9,3.9,100.0,45.83,['rain'],24.5,7.2,301.5,1002.9,95.6,18.8,172.6,14.9,6.0,0.39
549,Sơn La,2020-07-03,1593709200,31.7,23.1,26.7,23.2,81.9,1.0,100.0,4.17,['rain'],28.4,10.8,119.9,1005.5,93.6,16.3,205.2,17.8,8.0,0.43
550,Sơn La,2020-07-04,1593795600,30.2,23.6,25.9,23.4,86.7,10.0,100.0,8.33,['rain'],18.4,14.4,157.0,1006.8,95.0,14.0,179.1,15.6,7.0,0.46
551,Sơn La,2020-07-05,1593882000,31.4,23.4,26.5,23.3,83.2,5.0,100.0,8.33,['rain'],29.9,14.4,315.6,1005.3,89.3,15.0,221.1,19.1,9.0,0.5
552,Sơn La,2020-07-06,1593968400,30.9,23.3,27.1,23.7,82.3,2.7,100.0,25.0,['rain'],28.1,7.2,267.0,1004.8,91.5,17.5,227.7,19.6,8.0,0.53
553,Sơn La,2020-07-07,1594054800,31.9,23.2,27.1,23.5,81.4,2.0,100.0,4.17,['rain'],30.6,10.8,346.7,1007.3,92.9,20.0,239.1,20.6,8.0,0.56
554,Sơn La,2020-07-08,1594141200,31.1,24.4,27.3,23.0,78.2,0.8,100.0,12.5,['rain'],37.1,11.2,314.4,1006.7,95.0,20.0,248.1,21.2,8.0,0.6
555,Sơn La,2020-07-09,1594227600,31.2,23.1,26.6,22.1,77.7,2.0,100.0,4.17,['rain'],42.5,28.8,305.7,1004.4,96.4,17.5,255.2,22.2,8.0,0.63
556,Sơn La,2020-07-10,1594314000,30.1,22.9,25.6,22.2,82.1,6.0,100.0,4.17,['rain'],50.0,12.6,322.8,1004.5,99.5,12.5,191.4,16.6,7.0,0.66
557,Sơn La,2020-07-11,1594400400,25.7,22.9,24.3,22.8,91.5,13.0,100.0,12.5,['rain'],22.0,5.0,18.5,1005.6,99.3,12.3,62.8,5.4,3.0,0.69
558,Sơn La,2020-07-12,1594486800,24.7,22.4,23.4,22.4,93.9,22.0,100.0,16.67,['rain'],31.3,4.7,33.3,1006.2,99.9,8.3,52.4,4.4,2.0,0.73
559,Sơn La,2020-07-13,1594573200,30.2,21.6,25.1,21.8,83.0,0.6,100.0,4.17,['rain'],24.8,10.8,6.7,1007.1,64.2,16.3,259.6,22.4,8.0,0.75
560,Sơn La,2020-07-14,1594659600,31.1,21.2,26.3,22.5,80.9,0.8,100.0,4.17,['rain'],24.1,10.8,314.8,1008.0,57.9,16.3,260.6,22.7,8.0,0.79
561,Sơn La,2020-07-15,1594746000,31.3,22.6,27.2,23.2,79.8,5.0,100.0,4.17,['rain'],25.6,10.8,10.3,1006.1,61.9,17.5,269.1,23.3,8.0,0.82
562,Sơn La,2020-07-16,1594832400,32.2,22.7,27.5,23.2,78.7,0.3,100.0,4.17,['rain'],26.3,10.8,18.0,1004.9,72.9,20.0,274.5,23.6,8.0,0.85
563,Sơn La,2020-07-17,1594918800,32.4,23.4,27.9,22.8,75.0,0.2,100.0,8.33,['rain'],29.5,10.8,325.1,1005.9,91.3,20.0,266.0,23.1,9.0,0.89
564,Sơn La,2020-07-18,1595005200,31.1,23.7,27.1,22.3,76.4,0.3,100.0,12.5,['rain'],32.0,10.8,321.4,1006.8,89.1,20.0,244.7,21.2,8.0,0.92
565,Sơn La,2020-07-19,1595091600,30.1,23.2,26.3,22.5,79.8,3.0,100.0,4.17,['rain'],46.1,10.8,325.3,1006.2,98.1,20.0,230.9,20.0,8.0,0.95
566,Sơn La,2020-07-20,1595178000,28.4,21.7,25.0,22.4,85.7,32.0,100.0,4.17,['rain'],26.3,7.2,26.1,1007.5,97.8,18.8,129.6,11.3,5.0,0.98
567,Sơn La,2020-07-21,1595264400,30.1,22.7,25.7,23.2,86.8,3.0,100.0,8.33,['rain'],24.8,7.2,126.7,1008.9,95.5,17.5,188.8,16.3,8.0,0.0
568,Sơn La,2020-07-22,1595350800,30.1,21.7,25.5,22.6,84.7,1.5,100.0,8.33,['rain'],27.4,7.2,115.4,1008.6,70.2,13.8,240.8,20.8,8.0,0.05
569,Sơn La,2020-07-23,1595437200,32.1,22.3,26.8,22.9,80.3,0.3,100.0,12.5,['rain'],25.6,7.2,339.1,1008.0,46.1,15.5,250.9,21.8,9.0,0.09
570,Sơn La,2020-07-24,1595523600,32.2,24.4,28.3,23.1,74.5,0.8,100.0,4.17,['rain'],22.0,6.1,246.8,1008.0,32.7,20.0,262.6,22.6,9.0,0.12
571,Sơn La,2020-07-25,1595610000,34.1,24.2,29.1,23.7,73.9,0.0,0.0,0.0,,27.4,7.2,176.8,1006.9,53.0,20.0,292.6,25.2,9.0,0.16
572,Sơn La,2020-07-26,1595696400,32.7,24.6,27.7,23.3,77.6,0.4,100.0,12.5,['rain'],35.3,10.8,305.9,1006.3,93.7,20.0,260.3,22.4,8.0,0.2
573,Sơn La,2020-07-27,1595782800,27.8,23.7,25.5,22.1,82.1,0.2,100.0,8.33,['rain'],35.6,7.6,310.8,1006.3,99.0,18.8,156.9,13.4,7.0,0.25
574,Sơn La,2020-07-28,1595869200,29.6,23.0,25.9,22.4,81.9,3.6,100.0,29.17,['rain'],22.7,7.2,322.3,1007.3,92.7,20.0,137.6,11.7,5.0,0.27
575,Sơn La,2020-07-29,1595955600,31.0,22.6,26.7,22.4,78.6,0.2,100.0,4.17,['rain'],26.6,7.2,338.3,1007.2,86.1,20.0,221.3,19.3,7.0,0.3
576,Sơn La,2020-07-30,1596042000,32.3,22.7,27.1,22.8,78.3,14.0,100.0,8.33,['rain'],18.4,10.8,171.4,1006.8,72.9,18.8,249.7,21.7,9.0,0.34
577,Sơn La,2020-07-31,1596128400,32.2,24.2,27.5,22.9,77.2,1.8,100.0,25.0,['rain'],21.6,10.8,76.7,1004.9,87.4,20.0,240.4,20.8,8.0,0.38
578,Sơn La,2020-08-01,1596214800,31.9,23.4,26.3,23.3,84.5,0.5,100.0,4.17,['rain'],28.4,10.8,59.5,1001.9,95.0,18.8,152.5,13.1,6.0,0.41
579,Sơn La,2020-08-02,1596301200,28.2,23.6,24.8,23.3,91.7,0.1,100.0,4.17,['rain'],44.3,4.3,351.0,998.6,99.6,15.0,70.6,5.8,4.0,0.45
580,Sơn La,2020-08-03,1596387600,28.3,23.1,25.1,22.8,87.7,5.0,100.0,8.33,['rain'],45.0,10.8,118.9,1000.1,97.8,15.0,128.2,11.1,5.0,0.5
581,Sơn La,2020-08-04,1596474000,29.1,22.6,25.5,23.1,87.1,42.0,100.0,8.33,['rain'],27.7,10.8,142.3,1002.4,98.0,15.0,163.9,13.9,7.0,0.52
582,Sơn La,2020-08-05,1596560400,27.9,23.7,25.0,23.5,91.8,19.0,100.0,12.5,['rain'],16.9,7.2,188.1,1004.8,99.2,11.8,76.3,6.4,3.0,0.55
583,Sơn La,2020-08-06,1596646800,27.7,22.6,24.0,22.9,93.5,64.0,100.0,12.5,['rain'],21.2,6.1,148.6,1006.6,99.5,10.3,54.7,4.8,2.0,0.58
584,Sơn La,2020-08-07,1596733200,30.7,22.4,25.8,23.3,86.5,0.1,100.0,4.17,['rain'],25.9,10.8,126.0,1006.4,92.4,15.0,208.4,17.9,9.0,0.61
585,Sơn La,2020-08-08,1596819600,31.2,23.3,26.5,23.5,84.2,10.0,100.0,8.33,['rain'],22.0,6.5,135.4,1005.6,87.7,14.3,213.6,18.6,7.0,0.65
586,Sơn La,2020-08-09,1596906000,31.0,22.9,26.9,23.7,83.5,3.0,100.0,4.17,['rain'],33.8,14.4,339.1,1004.4,93.2,17.5,222.4,19.1,8.0,0.68
587,Sơn La,2020-08-10,1596992400,30.7,22.4,26.3,23.5,85.6,48.0,100.0,4.17,['rain'],40.3,9.7,320.5,1004.4,96.6,17.5,217.3,18.7,8.0,0.71
588,Sơn La,2020-08-11,1597078800,31.4,22.4,26.0,22.5,81.9,0.1,100.0,4.17,['rain'],38.9,10.1,320.8,1004.6,96.6,15.0,218.8,18.9,9.0,0.75
589,Sơn La,2020-08-12,1597165200,32.4,22.9,26.5,23.3,83.4,0.5,100.0,4.17,['rain'],27.0,10.8,15.0,1005.5,91.6,17.5,183.4,15.9,7.0,0.78
590,Sơn La,2020-08-13,1597251600,30.1,23.1,25.7,23.4,87.8,5.0,100.0,8.33,['rain'],24.5,10.8,83.1,1006.5,96.4,15.0,168.0,14.4,6.0,0.81
591,Sơn La,2020-08-14,1597338000,25.9,22.2,23.7,22.4,92.1,40.0,100.0,12.5,['rain'],22.3,7.2,151.2,1007.1,96.8,7.8,70.7,6.0,3.0,0.84
592,Sơn La,2020-08-15,1597424400,26.6,22.2,23.6,22.5,93.4,10.0,100.0,16.67,['rain'],30.2,10.8,99.1,1006.7,97.9,7.5,75.4,6.5,3.0,0.87
593,Sơn La,2020-08-16,1597510800,26.9,22.1,23.7,22.4,92.3,34.0,100.0,12.5,['rain'],29.9,7.2,185.2,1006.0,97.0,12.5,83.2,7.1,5.0,0.91
594,Sơn La,2020-08-17,1597597200,25.4,22.1,23.3,22.3,94.2,1.2,100.0,8.33,['rain'],24.8,14.4,291.6,1005.8,99.5,13.8,66.1,5.7,3.0,0.94
595,Sơn La,2020-08-18,1597683600,26.0,21.7,23.4,22.1,92.9,38.0,100.0,12.5,['rain'],19.4,14.4,191.9,1006.3,99.1,11.5,120.1,10.4,4.0,0.97
596,Sơn La,2020-08-19,1597770000,27.4,21.4,23.5,22.1,92.2,16.0,100.0,12.5,['rain'],19.8,7.2,165.9,1006.7,98.4,12.5,98.7,8.5,3.0,0.0
597,Sơn La,2020-08-20,1597856400,29.5,22.4,25.3,22.5,85.3,17.0,100.0,4.17,['rain'],22.3,7.2,164.6,1007.6,89.1,17.5,192.8,16.6,7.0,0.04
598,Sơn La,2020-08-21,1597942800,28.6,22.7,25.2,22.6,86.3,0.6,100.0,8.33,['rain'],23.4,7.2,138.9,1008.9,93.1,13.8,105.7,9.2,4.0,0.07
599,Sơn La,2020-08-22,1598029200,29.9,22.6,25.6,22.1,82.1,1.0,100.0,4.17,['rain'],23.4,14.4,118.5,1008.7,79.0,16.3,161.2,13.9,6.0,0.11
600,Sơn La,2020-08-23,1598115600,31.7,23.0,26.5,22.7,80.9,6.7,100.0,25.0,['rain'],22.3,7.2,118.2,1007.3,82.6,17.5,217.3,18.9,8.0,0.15
601,Sơn La,2020-08-24,1598202000,30.2,22.8,25.5,22.9,86.1,23.0,100.0,4.17,['rain'],36.7,10.8,296.5,1006.9,75.3,15.5,201.4,17.4,7.0,0.18
602,Sơn La,2020-08-25,1598288400,29.7,22.3,25.2,22.0,83.6,8.0,100.0,4.17,['rain'],41.4,11.2,291.9,1006.4,89.4,17.5,192.3,16.6,6.0,0.22
603,Sơn La,2020-08-26,1598374800,32.3,22.9,27.2,22.5,76.8,0.1,100.0,4.17,['rain'],31.7,10.8,299.3,1004.8,51.5,17.5,257.6,22.3,8.0,0.25
604,Sơn La,2020-08-27,1598461200,33.7,23.7,28.0,23.1,76.1,0.0,0.0,0.0,,27.7,10.8,311.4,1002.7,16.5,20.0,274.2,23.7,8.0,0.29
605,Sơn La,2020-08-28,1598547600,32.9,23.1,27.5,23.1,78.6,0.3,100.0,4.17,['rain'],21.6,8.6,285.7,1003.1,25.6,20.0,293.3,25.2,10.0,0.32
606,Sơn La,2020-08-29,1598634000,32.6,22.9,27.7,22.5,74.7,0.6,100.0,8.33,['rain'],18.0,9.0,108.0,1005.0,58.4,20.0,265.4,22.9,8.0,0.36
607,Sơn La,2020-08-30,1598720400,31.7,23.4,26.8,22.7,78.9,0.9,100.0,16.67,['rain'],22.3,7.2,306.6,1006.6,80.0,20.0,228.2,19.6,9.0,0.39
608,Sơn La,2020-08-31,1598806800,29.5,23.1,25.0,22.4,85.5,2.1,100.0,33.33,['rain'],16.6,10.8,309.2,1009.4,98.6,20.0,171.0,14.8,7.0,0.43
609,Sơn La,2020-09-01,1598893200,31.8,21.4,26.1,22.1,80.2,0.0,0.0,0.0,,19.8,7.2,349.6,1009.3,55.8,20.0,254.8,22.1,9.0,0.46
610,Sơn La,2020-09-02,1598979600,33.4,21.3,26.9,22.4,78.5,0.0,0.0,0.0,,15.8,6.1,45.0,1008.9,40.9,20.0,267.6,23.2,9.0,0.5
611,Sơn La,2020-09-03,1599066000,33.1,21.4,27.0,21.8,75.5,0.1,100.0,4.17,['rain'],15.1,8.3,113.5,1009.1,64.0,20.0,257.0,22.1,9.0,0.53
612,Sơn La,2020-09-04,1599152400,32.9,22.3,27.3,21.9,73.8,0.1,100.0,4.17,['rain'],16.9,7.6,136.4,1008.7,51.5,20.0,254.1,21.9,8.0,0.57
613,Sơn La,2020-09-05,1599238800,31.6,23.4,27.3,22.8,77.5,1.4,100.0,8.33,['rain'],27.7,7.2,14.4,1006.8,68.1,20.0,233.3,20.2,8.0,0.6
614,Sơn La,2020-09-06,1599325200,32.2,23.1,26.9,23.2,81.5,9.0,100.0,4.17,['rain'],38.9,9.0,328.7,1005.6,90.8,20.0,222.5,19.3,8.0,0.63
615,Sơn La,2020-09-07,1599411600,25.1,22.1,23.4,22.5,94.5,53.0,100.0,4.17,['rain'],19.4,7.2,328.3,1007.3,96.2,15.3,56.5,4.9,2.0,0.66
616,Sơn La,2020-09-08,1599498000,29.2,22.1,24.8,22.5,87.5,4.4,100.0,45.83,['rain'],19.8,6.1,118.5,1009.4,97.4,18.0,128.7,11.3,5.0,0.7
617,Sơn La,2020-09-09,1599584400,28.9,22.2,24.8,22.5,87.3,15.0,100.0,12.5,['rain'],16.2,10.8,242.5,1009.9,95.1,15.3,138.5,11.7,6.0,0.73
618,Sơn La,2020-09-10,1599670800,29.1,21.7,24.6,22.0,85.9,1.3,100.0,8.33,['rain'],27.4,7.2,348.2,1007.3,92.8,18.8,131.0,11.4,7.0,0.75
619,Sơn La,2020-09-11,1599757200,30.1,22.2,25.4,22.7,85.8,2.7,100.0,20.83,['rain'],28.4,10.8,331.8,1007.7,94.4,20.0,186.9,16.2,7.0,0.79
620,Sơn La,2020-09-12,1599843600,28.9,22.7,24.8,23.0,89.7,6.0,100.0,8.33,['rain'],22.3,5.0,45.8,1010.5,93.9,17.5,128.2,11.0,5.0,0.83
621,Sơn La,2020-09-13,1599930000,29.6,22.4,25.1,22.7,87.0,6.0,100.0,12.5,['rain'],18.7,10.8,137.0,1011.2,89.8,18.0,164.5,14.1,6.0,0.86
622,Sơn La,2020-09-14,1600016400,29.5,22.2,24.9,22.5,87.0,18.0,100.0,8.33,['rain'],25.2,7.2,131.4,1010.0,91.6,15.5,149.9,13.0,6.0,0.89
623,Sơn La,2020-09-15,1600102800,30.2,22.1,25.7,22.7,84.5,2.0,100.0,4.17,['rain'],28.8,7.2,348.1,1008.7,86.3,16.8,197.3,17.1,8.0,0.93
624,Sơn La,2020-09-16,1600189200,31.9,21.7,26.1,22.4,81.2,0.4,100.0,12.5,['rain'],32.8,9.4,328.0,1007.5,91.7,20.0,217.3,18.8,7.0,0.96
625,Sơn La,2020-09-17,1600275600,33.1,22.9,26.8,22.7,79.6,0.6,100.0,20.83,['rain'],22.3,6.8,55.8,1006.4,87.2,20.0,209.7,17.8,8.0,0.0
626,Sơn La,2020-09-18,1600362000,26.5,22.1,24.8,22.2,85.6,10.0,100.0,4.17,['rain'],44.6,10.8,113.7,1007.2,84.7,17.5,123.3,10.5,5.0,0.03
627,Sơn La,2020-09-19,1600448400,23.7,20.7,22.0,20.9,93.8,2.5,100.0,8.33,['rain'],45.0,7.2,132.1,1009.0,95.6,13.8,38.3,3.3,2.0,0.06
628,Sơn La,2020-09-20,1600534800,26.7,20.1,23.1,21.4,90.4,2.0,100.0,4.17,['rain'],28.1,9.0,133.2,1010.0,91.7,17.5,114.2,9.8,4.0,0.1
629,Sơn La,2020-09-21,1600621200,26.2,22.0,23.3,22.0,92.1,16.0,100.0,8.33,['rain'],25.6,7.2,106.1,1010.2,88.3,14.0,100.3,8.6,5.0,0.13
630,Sơn La,2020-09-22,1600707600,27.4,21.8,24.0,22.2,89.9,3.0,100.0,4.17,['rain'],23.0,7.6,305.2,1009.9,95.4,17.8,116.5,9.9,5.0,0.16
631,Sơn La,2020-09-23,1600794000,27.5,22.4,24.0,22.7,92.6,26.0,100.0,8.33,['rain'],18.0,5.8,194.8,1010.2,99.0,14.0,114.4,10.0,5.0,0.2
632,Sơn La,2020-09-24,1600880400,27.5,22.0,24.1,21.6,86.3,3.0,100.0,4.17,['rain'],27.4,10.8,119.3,1011.2,94.9,18.8,100.8,8.9,4.0,0.25
633,Sơn La,2020-09-25,1600966800,30.7,21.7,25.2,22.4,85.2,1.1,100.0,33.33,['rain'],27.7,7.2,97.3,1009.0,86.1,18.6,187.3,16.0,6.0,0.27
634,Sơn La,2020-09-26,1601053200,31.4,21.7,25.7,22.3,83.7,0.1,100.0,4.17,['rain'],22.3,10.8,331.0,1008.0,89.4,18.6,176.7,15.4,6.0,0.3
