datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2019-11-29,1574960400,22.3,19.1,20.2,22.3,19.1,20.2,18.4,89.8,3.5,100.0,70.83,['rain'],0.0,0.0,55.1,20.5,57.1,1015.8,98.2,,180.2,15.6,7.0,05:49:38,1574981378,17:18:55,1575022735,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-11-30,1575046800,22.7,17.0,19.5,22.7,17.0,19.5,17.7,89.6,1.6,100.0,37.5,['rain'],0.0,0.0,49.0,17.3,53.6,1015.7,90.9,,184.4,16.0,7.0,05:50:09,1575067809,17:19:07,1575109147,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-12-01,1575133200,23.1,16.2,18.9,23.1,16.2,18.9,15.9,83.5,0.0,0.0,0.0,,0.0,0.0,45.7,14.8,36.2,1015.3,64.1,,227.3,19.7,8.0,05:50:40,1575154240,17:19:20,1575195560,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-02,1575219600,21.4,16.2,18.0,21.4,16.2,18.0,15.4,84.9,0.7,100.0,25.0,['rain'],0.0,0.0,65.2,23.8,36.5,1016.0,91.0,,206.8,17.8,7.0,05:51:12,1575240672,17:19:34,1575281974,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-12-03,1575306000,19.6,13.9,16.5,19.6,13.9,16.5,13.5,82.7,0.0,0.0,0.0,,0.0,0.0,58.7,19.1,31.6,1016.6,99.0,,206.4,17.9,7.0,05:51:44,1575327104,17:19:48,1575368388,0.21,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2019-12-04,1575392400,19.7,13.4,16.1,19.7,13.4,16.1,13.4,84.3,0.0,0.0,0.0,,0.0,0.0,49.0,15.1,22.0,1016.9,75.3,,193.8,16.7,7.0,05:52:16,1575413536,17:20:04,1575454804,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-05,1575478800,20.5,13.6,16.5,20.5,13.6,16.5,13.8,84.8,0.0,0.0,0.0,,0.0,0.0,41.0,14.8,13.7,1017.0,48.9,,198.9,17.1,8.0,05:52:48,1575499968,17:20:21,1575541221,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-06,1575565200,18.6,13.0,15.4,18.6,13.0,15.4,13.0,86.0,0.0,0.0,0.0,,0.0,0.0,59.4,19.1,16.0,1018.0,48.0,,170.5,14.7,7.0,05:53:20,1575586400,17:20:39,1575627639,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-07,1575651600,18.1,12.3,14.7,18.1,12.3,14.7,12.2,85.2,0.0,0.0,0.0,,0.0,0.0,59.0,20.5,32.2,1018.5,52.2,,187.5,16.2,7.0,05:53:52,1575672832,17:20:57,1575714057,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-08,1575738000,19.5,13.3,15.6,19.5,13.3,15.6,12.9,84.8,0.0,0.0,0.0,,0.0,0.0,49.7,15.5,32.7,1018.8,53.0,,193.1,16.7,7.0,05:54:25,1575759265,17:21:17,1575800477,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,['remote'],obs
2019-12-09,1575824400,21.1,13.2,16.8,21.1,13.2,16.8,13.8,83.7,0.0,0.0,0.0,,0.0,0.0,41.4,13.3,36.0,1017.8,56.3,,205.2,17.7,7.0,05:54:57,1575845697,17:21:37,1575886897,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-10,1575910800,22.6,13.1,17.1,22.6,13.1,17.1,14.1,84.0,0.0,0.0,0.0,,0.0,0.0,28.8,9.0,31.5,1016.1,59.6,,208.7,18.0,8.0,05:55:30,1575932130,17:21:59,1575973319,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-11,1575997200,23.4,13.4,17.5,23.4,13.4,17.5,14.2,82.3,0.0,0.0,0.0,,0.0,0.0,30.2,10.4,32.1,1015.6,62.3,,206.4,17.8,8.0,05:56:03,1576018563,17:22:21,1576059741,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-12,1576083600,20.9,14.5,17.2,20.9,14.5,17.2,14.9,87.1,0.0,0.0,0.0,,0.0,0.0,46.1,16.2,41.4,1016.8,78.0,,192.7,16.7,7.0,05:56:35,1576104995,17:22:44,1576146164,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-13,1576170000,21.4,14.3,17.6,21.4,14.3,17.6,15.1,86.1,0.0,0.0,0.0,,0.0,0.0,50.4,17.3,46.2,1017.9,82.0,,205.9,17.6,7.0,05:57:07,1576191427,17:23:07,1576232587,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-14,1576256400,22.0,17.2,19.1,22.0,17.2,19.1,17.2,89.5,0.6,100.0,16.67,['rain'],0.0,0.0,57.6,20.9,51.9,1017.6,88.5,,185.9,16.2,7.0,05:57:40,1576277860,17:23:32,1576319012,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-12-15,1576342800,22.6,17.1,19.2,22.6,17.1,19.2,17.1,87.9,0.1,100.0,4.17,['rain'],0.0,0.0,53.6,18.7,50.8,1016.5,65.2,,176.9,15.4,7.0,05:58:12,1576364292,17:23:57,1576405437,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-12-16,1576429200,22.4,17.3,19.3,22.4,17.3,19.3,17.5,89.5,1.0,100.0,25.0,['rain'],0.0,0.0,56.2,19.4,63.7,1015.8,84.0,,196.3,16.9,7.0,05:58:44,1576450724,17:24:23,1576491863,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-12-17,1576515600,22.5,16.8,19.1,22.5,16.8,19.1,16.4,85.3,0.0,0.0,0.0,,0.0,0.0,48.2,15.8,52.8,1016.2,57.3,,218.7,18.9,8.0,05:59:15,1576537155,17:24:50,1576578290,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,['remote'],obs
2019-12-18,1576602000,22.8,16.6,19.1,22.8,16.6,19.1,16.9,87.7,0.2,100.0,4.17,['rain'],0.0,0.0,46.1,14.8,59.4,1016.5,88.2,,195.8,16.8,7.0,05:59:47,1576623587,17:25:17,1576664717,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-12-19,1576688400,22.8,15.9,19.1,22.8,15.9,19.1,16.4,85.2,0.4,100.0,12.5,['rain'],0.0,0.0,36.7,12.6,49.1,1016.3,61.5,,208.2,17.9,8.0,06:00:18,1576710018,17:25:45,1576751145,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-12-20,1576774800,23.2,15.6,18.5,23.2,15.6,18.5,14.2,77.5,0.0,0.0,0.0,,0.0,0.0,38.2,12.6,45.8,1015.6,17.0,,239.3,20.6,9.0,06:00:49,1576796449,17:26:14,1576837574,0.79,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-12-21,1576861200,23.0,14.6,18.5,23.0,14.6,18.5,15.6,84.3,0.0,0.0,0.0,,0.0,0.0,37.4,13.0,41.0,1015.5,44.2,,212.5,18.3,8.0,06:01:19,1576882879,17:26:43,1576924003,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-22,1576947600,24.8,14.1,19.3,24.8,14.1,19.3,15.0,77.9,0.0,0.0,0.0,,0.0,0.0,24.5,6.8,44.5,1015.2,90.5,,243.4,21.0,9.0,06:01:49,1576969309,17:27:12,1577010432,0.86,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2019-12-23,1577034000,25.0,15.3,19.8,25.0,15.3,19.8,16.0,80.3,0.0,0.0,0.0,,0.0,0.0,24.5,5.8,42.4,1015.4,45.0,,222.8,19.1,8.0,06:02:19,1577055739,17:27:43,1577096863,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2019-12-24,1577120400,24.3,15.4,19.2,24.3,15.4,19.2,14.4,75.3,0.0,0.0,0.0,,0.0,0.0,32.4,10.1,43.7,1016.2,77.2,,241.9,20.9,8.0,06:02:48,1577142168,17:28:13,1577183293,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-25,1577206800,25.0,13.3,18.8,25.0,13.3,18.8,12.8,70.1,0.0,0.0,0.0,,0.0,0.0,24.5,6.1,33.2,1014.5,3.1,,246.2,21.1,8.0,06:03:17,1577228597,17:28:44,1577269724,0.96,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-12-26,1577293200,23.9,14.3,18.9,23.9,14.3,18.9,13.4,73.3,0.0,0.0,0.0,,0.0,0.0,29.2,9.0,24.3,1014.8,46.4,,244.6,21.1,9.0,06:03:45,1577315025,17:29:16,1577356156,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-27,1577379600,23.4,13.8,17.8,23.4,13.8,17.8,12.9,74.6,0.0,0.0,0.0,,0.0,0.0,36.7,12.6,28.3,1015.8,5.5,,245.0,21.2,9.0,06:04:13,1577401453,17:29:47,1577442587,0.03,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-12-28,1577466000,23.6,13.5,18.3,23.6,13.5,18.3,14.0,77.4,0.0,0.0,0.0,,0.0,0.0,34.6,10.8,29.8,1015.7,11.2,,234.5,20.3,8.0,06:04:40,1577487880,17:30:19,1577529019,0.06,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-12-29,1577552400,24.7,14.4,19.3,24.7,14.4,19.3,15.7,81.5,0.0,0.0,0.0,,0.0,0.0,27.0,7.9,36.2,1015.5,34.5,,237.3,20.6,8.0,06:05:06,1577574306,17:30:52,1577615452,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-12-30,1577638800,24.6,16.3,19.9,24.6,16.3,19.9,17.4,86.7,0.1,100.0,4.17,['rain'],0.0,0.0,34.9,10.8,58.0,1016.9,56.7,,200.5,17.3,7.0,06:05:32,1577660732,17:31:24,1577701884,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-12-31,1577725200,22.9,17.2,19.2,22.9,17.2,19.2,15.6,80.9,0.0,0.0,0.0,,0.0,0.0,58.3,19.4,53.6,1018.9,56.4,,238.0,20.6,8.0,06:05:57,1577747157,17:31:57,1577788317,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-01,1577811600,23.5,16.6,18.9,23.5,16.6,18.9,15.7,82.6,0.0,0.0,0.0,,0.0,0.0,64.1,20.9,51.6,1019.8,67.9,,219.3,19.0,8.0,06:06:21,1577833581,17:32:30,1577874750,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-02,1577898000,23.9,16.6,19.3,23.9,16.6,19.3,17.1,88.0,0.8,100.0,29.17,['rain'],0.0,0.0,60.1,20.5,54.9,1020.3,80.7,,194.9,16.7,8.0,06:06:45,1577920005,17:33:03,1577961183,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2020-01-03,1577984400,23.8,16.4,19.2,23.8,16.4,19.2,16.1,83.8,0.0,0.0,0.0,,0.0,0.0,51.8,18.0,51.6,1018.8,61.7,,228.3,19.7,8.0,06:07:08,1578006428,17:33:37,1578047617,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-04,1578070800,23.2,15.7,18.3,23.2,15.7,18.3,14.6,80.3,0.0,0.0,0.0,,0.0,0.0,47.5,15.8,43.9,1017.0,76.4,,223.6,19.3,8.0,06:07:30,1578092850,17:34:10,1578134050,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-05,1578157200,23.6,14.1,18.1,23.6,14.1,18.1,13.5,76.3,0.0,0.0,0.0,,0.0,0.0,45.4,14.8,45.5,1016.6,51.4,,242.0,20.9,8.0,06:07:51,1578179271,17:34:43,1578220483,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-06,1578243600,23.1,14.8,18.6,23.1,14.8,18.6,16.1,86.1,0.9,100.0,25.0,['rain'],0.0,0.0,39.6,12.2,48.3,1017.3,86.2,,177.4,15.3,7.0,06:08:11,1578265691,17:35:17,1578306917,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2020-01-07,1578330000,23.8,16.3,19.7,23.8,16.3,19.7,17.0,85.4,0.4,100.0,8.33,['rain'],0.0,0.0,41.8,14.8,60.6,1016.3,95.4,,204.8,17.8,7.0,06:08:31,1578352111,17:35:50,1578393350,0.38,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,['remote'],obs
2020-01-08,1578416400,25.4,17.0,20.0,25.4,17.0,20.0,16.5,81.6,0.0,0.0,0.0,,0.0,0.0,46.4,14.8,51.8,1016.1,97.1,,221.4,19.0,7.0,06:08:49,1578438529,17:36:24,1578479784,0.42,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2020-01-09,1578502800,24.3,16.4,19.7,24.3,16.4,19.7,15.1,76.4,0.0,0.0,0.0,,0.0,0.0,45.0,15.1,48.6,1015.0,26.2,,243.1,21.1,8.0,06:09:07,1578524947,17:36:57,1578566217,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-10,1578589200,25.0,15.0,19.7,25.0,15.0,19.7,14.7,74.9,0.0,0.0,0.0,,0.0,0.0,35.3,10.8,44.9,1014.2,33.5,,248.6,21.6,9.0,06:09:24,1578611364,17:37:30,1578652650,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-11,1578675600,25.3,14.9,19.7,25.3,14.9,19.7,14.4,73.6,0.0,0.0,0.0,,0.0,0.0,26.6,6.8,23.6,1013.8,97.9,,216.2,18.8,8.0,06:09:40,1578697780,17:38:03,1578739083,0.5,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2020-01-12,1578762000,24.2,17.1,19.8,24.2,17.1,19.8,15.1,76.7,0.0,0.0,0.0,,0.0,0.0,34.2,11.2,31.5,1014.2,99.6,,209.5,18.2,8.0,06:09:55,1578784195,17:38:36,1578825516,0.55,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2020-01-13,1578848400,23.4,14.5,18.2,23.4,14.5,18.2,13.1,73.5,0.0,0.0,0.0,,0.0,0.0,40.7,13.7,40.8,1014.5,26.8,,252.0,21.8,9.0,06:10:09,1578870609,17:39:09,1578911949,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-14,1578934800,23.7,12.7,17.6,23.7,12.7,17.6,13.0,76.4,0.0,0.0,0.0,,0.0,0.0,32.0,10.4,44.2,1015.5,18.4,,246.2,21.4,9.0,06:10:22,1578957022,17:39:41,1578998381,0.62,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2020-01-15,1579021200,24.9,14.7,19.0,24.9,14.7,19.0,14.3,77.1,0.0,0.0,0.0,,0.0,0.0,31.7,9.4,61.1,1015.8,64.8,,247.3,21.3,9.0,06:10:34,1579043434,17:40:13,1579084813,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-16,1579107600,25.0,14.8,19.5,25.0,14.8,19.5,15.5,79.3,0.0,0.0,0.0,,0.0,0.0,27.0,7.2,45.9,1015.6,23.0,,226.0,19.6,8.0,06:10:44,1579129844,17:40:45,1579171245,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-17,1579194000,24.9,16.0,19.6,24.9,16.0,19.6,15.8,80.5,0.0,0.0,0.0,,0.0,0.0,36.0,11.5,46.0,1017.0,51.5,,224.5,19.4,8.0,06:10:54,1579216254,17:41:16,1579257676,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2020-01-18,1579280400,24.6,16.2,19.6,24.6,16.2,19.6,15.6,78.9,0.0,0.0,0.0,,0.0,0.0,31.0,9.0,44.7,1016.5,32.7,,228.3,19.8,8.0,06:11:03,1579302663,17:41:48,1579344108,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-19,1579366800,23.7,14.7,18.7,23.7,14.7,18.7,14.2,76.1,0.0,0.0,0.0,,0.0,0.0,35.3,11.5,46.0,1017.2,32.1,,236.1,20.3,8.0,06:11:11,1579389071,17:42:18,1579430538,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2020-01-20,1579453200,24.8,14.6,18.9,24.8,14.6,18.9,14.3,75.7,0.0,0.0,0.0,,0.0,0.0,36.0,11.9,52.0,1018.1,8.8,,240.4,20.8,8.0,06:11:18,1579475478,17:42:49,1579516969,0.83,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2020-01-21,1579539600,25.2,14.7,19.6,25.2,14.7,19.6,15.0,76.9,0.0,0.0,0.0,,0.0,0.0,34.9,11.5,52.2,1019.1,9.5,,257.6,22.2,9.0,06:11:23,1579561883,17:43:19,1579603399,0.87,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2020-01-22,1579626000,25.9,15.1,19.7,25.9,15.1,19.7,14.1,72.5,0.0,0.0,0.0,,0.0,0.0,33.1,9.7,58.3,1017.8,21.8,,255.3,21.9,9.0,06:11:28,1579648288,17:43:49,1579689829,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2020-01-23,1579712400,25.7,14.5,19.3,25.7,14.5,19.3,13.3,70.9,0.0,0.0,0.0,,0.0,0.0,31.7,9.7,56.9,1016.6,7.3,,257.8,22.2,9.0,06:11:32,1579734692,17:44:18,1579776258,0.94,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2020-01-24,1579798800,25.1,12.3,18.8,25.1,12.3,18.8,13.3,72.7,0.0,0.0,0.0,,0.0,0.0,31.3,9.4,65.6,1016.1,90.8,,242.0,21.0,8.0,06:11:34,1579821094,17:44:46,1579862686,0.98,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2020-01-25,1579885200,25.8,15.3,20.1,25.8,15.3,20.1,16.1,79.5,0.2,100.0,8.33,['rain'],0.0,0.0,30.6,6.1,111.0,1014.6,56.8,,212.7,18.2,8.0,06:11:35,1579907495,17:45:14,1579949114,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,['remote'],obs
2020-01-26,1579971600,27.0,16.1,20.5,27.0,16.1,20.5,16.3,79.8,1.5,100.0,25.0,['rain'],0.0,0.0,32.0,4.7,89.1,1014.0,69.1,,245.9,21.2,9.0,06:11:36,1579993896,17:45:42,1580035542,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2020-01-27,1580058000,24.1,17.4,20.0,24.1,17.4,20.0,17.1,84.4,4.9,100.0,83.33,['rain'],0.0,0.0,26.6,5.0,107.7,1014.1,67.2,,205.6,17.7,8.0,06:11:35,1580080295,17:46:09,1580121969,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2020-01-28,1580144400,26.1,15.8,19.9,26.1,15.8,19.9,16.1,80.8,0.0,0.0,0.0,,0.0,0.0,27.0,4.7,78.4,1014.4,69.3,,217.4,18.7,8.0,06:11:33,1580166693,17:46:36,1580208396,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-01-29,1580230800,26.0,16.7,20.3,26.0,16.7,20.3,15.7,78.0,0.2,100.0,4.17,['rain'],0.0,0.0,23.0,6.8,25.1,1016.0,66.3,,237.2,20.5,9.0,06:11:30,1580253090,17:47:02,1580294822,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,['remote'],obs
2020-01-30,1580317200,22.1,15.3,18.2,22.1,15.3,18.2,15.8,87.2,1.4,100.0,37.5,['rain'],0.0,0.0,38.2,11.5,42.7,1016.4,78.7,,181.7,15.8,7.0,06:11:26,1580339486,17:47:27,1580381247,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2020-01-31,1580403600,23.0,14.1,17.3,23.0,14.1,17.3,14.0,82.3,0.1,100.0,4.17,['rain'],0.0,0.0,30.6,9.7,39.9,1017.3,96.7,,213.6,18.4,8.0,06:11:21,1580425881,17:47:52,1580467672,0.2,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-01,1580490000,23.6,13.4,17.4,23.6,13.4,17.4,13.4,79.0,0.0,0.0,0.0,,0.0,0.0,34.2,10.8,45.4,1017.7,30.2,,251.5,21.6,9.0,06:11:15,1580512275,17:48:17,1580554097,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-02,1580576400,23.5,12.4,17.3,23.5,12.4,17.3,12.6,75.9,0.0,0.0,0.0,,0.0,0.0,34.9,10.8,40.1,1018.2,32.1,,255.2,21.9,8.0,06:11:08,1580598668,17:48:41,1580640521,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-03,1580662800,23.8,11.6,17.6,23.8,11.6,17.6,12.4,73.5,0.0,0.0,0.0,,0.0,0.0,33.5,9.7,52.0,1017.3,77.1,,266.9,23.1,9.0,06:11:00,1580685060,17:49:04,1580726944,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-04,1580749200,23.7,13.5,18.3,23.7,13.5,18.3,13.9,77.3,0.0,0.0,0.0,,0.0,0.0,34.2,10.8,50.8,1016.7,63.2,,258.8,22.4,9.0,06:10:50,1580771450,17:49:26,1580813366,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-05,1580835600,23.7,13.3,18.0,23.7,13.3,18.0,11.8,68.8,0.0,0.0,0.0,,0.0,0.0,37.4,12.2,49.4,1016.3,63.5,,275.6,23.8,9.0,06:10:40,1580857840,17:49:48,1580899788,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-06,1580922000,24.6,11.8,17.8,24.6,11.8,17.8,10.8,65.9,0.0,0.0,0.0,,0.0,0.0,29.2,8.3,38.8,1016.5,30.1,,276.0,23.8,9.0,06:10:29,1580944229,17:50:10,1580986210,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-07,1581008400,24.4,12.8,18.3,24.4,12.8,18.3,11.3,66.2,0.0,0.0,0.0,,0.0,0.0,39.6,13.0,50.5,1017.3,62.0,,277.0,23.9,9.0,06:10:16,1581030616,17:50:30,1581072630,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-08,1581094800,22.7,16.4,18.8,22.7,16.4,18.8,16.0,84.5,0.0,0.0,0.0,,0.0,0.0,49.0,16.6,46.0,1018.2,86.8,,181.1,15.6,7.0,06:10:03,1581117003,17:50:50,1581159050,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2020-02-09,1581181200,20.3,16.3,18.1,20.3,16.3,18.1,15.7,86.2,1.6,100.0,37.5,['rain'],0.0,0.0,69.5,24.1,39.0,1018.7,85.1,,109.0,9.4,4.0,06:09:48,1581203388,17:51:10,1581245470,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2020-02-10,1581267600,21.8,16.1,18.4,21.8,16.1,18.4,16.2,87.7,0.1,100.0,4.17,['rain'],0.0,0.0,58.0,19.4,53.2,1018.4,85.4,,181.7,15.7,7.0,06:09:33,1581289773,17:51:29,1581331889,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-11,1581354000,24.4,15.7,19.5,24.4,15.7,19.5,17.0,87.0,0.8,100.0,20.83,['rain'],0.0,0.0,41.0,13.0,63.0,1018.6,58.0,,206.0,17.5,7.0,06:09:17,1581376157,17:51:47,1581418307,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-12,1581440400,25.0,15.8,19.9,25.0,15.8,19.9,16.8,83.7,1.5,100.0,25.0,['rain'],0.0,0.0,31.7,9.0,81.5,1017.9,39.3,,210.5,18.3,7.0,06:09:00,1581462540,17:52:05,1581504725,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-13,1581526800,26.1,17.0,20.7,26.1,17.0,20.7,17.0,81.0,0.5,100.0,12.5,['rain'],0.0,0.0,28.8,5.0,78.1,1016.1,58.0,,226.1,19.5,8.0,06:08:41,1581548921,17:52:22,1581591142,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-14,1581613200,24.2,17.4,20.8,24.2,17.4,20.8,17.9,84.9,2.2,100.0,33.33,['rain'],0.0,0.0,24.5,6.1,117.4,1014.5,52.0,,212.4,18.4,7.0,06:08:22,1581635302,17:52:38,1581677558,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2020-02-15,1581699600,26.5,16.4,21.2,26.5,16.4,21.2,17.6,81.7,0.3,100.0,12.5,['rain'],0.0,0.0,28.1,6.8,153.3,1015.2,63.8,,239.7,20.7,9.0,06:08:02,1581721682,17:52:54,1581763974,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2020-02-16,1581786000,24.5,17.0,20.8,24.5,17.0,20.8,17.4,82.4,2.3,100.0,45.83,['rain'],0.0,0.0,28.1,9.0,57.2,1016.8,71.0,,224.7,19.5,8.0,06:07:41,1581808061,17:53:09,1581850389,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2020-02-17,1581872400,22.5,17.0,19.4,22.5,17.0,19.4,17.4,88.9,3.2,100.0,54.17,['rain'],0.0,0.0,51.8,18.0,47.1,1018.7,81.2,,202.4,17.4,7.0,06:07:20,1581894440,17:53:24,1581936804,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2020-02-18,1581958800,21.3,15.6,17.9,21.3,15.6,17.9,15.4,85.7,0.9,100.0,37.5,['rain'],0.0,0.0,62.6,22.3,46.5,1019.1,73.1,,230.5,19.9,8.0,06:06:57,1581980817,17:53:38,1582023218,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
