datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2019-01-01,1546275600,18.3,16.4,17.4,18.3,16.4,17.4,16.4,93.9,8.8,100.0,95.83,['rain'],0.0,0.0,55.8,20.2,29.1,1017.2,100.0,,52.9,4.6,2.0,06:06:26,1546297586,17:32:38,1546338758,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-01-02,1546362000,19.4,16.9,17.6,19.4,16.9,17.6,16.7,94.7,5.4,100.0,70.83,['rain'],0.0,0.0,56.9,15.8,43.2,1017.2,100.0,,78.0,6.7,3.0,06:06:50,1546384010,17:33:11,1546425191,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-01-03,1546448400,22.1,17.7,19.5,22.1,17.7,19.5,17.8,90.2,3.3,100.0,58.33,['rain'],0.0,0.0,56.9,21.6,70.6,1017.8,96.8,,184.7,15.9,7.0,06:07:12,1546470432,17:33:44,1546511624,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2019-01-04,1546534800,21.5,18.1,19.5,21.5,18.1,19.5,17.8,90.5,3.1,100.0,79.17,['rain'],0.0,0.0,46.8,16.2,78.1,1018.9,74.9,,173.0,14.9,6.0,06:07:34,1546556854,17:34:18,1546598058,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-01-05,1546621200,24.5,18.0,20.4,24.5,18.0,20.4,17.4,84.0,0.0,0.0,0.0,,0.0,0.0,43.2,13.7,73.5,1018.3,61.1,,220.1,18.9,8.0,06:07:55,1546643275,17:34:51,1546684491,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2019-01-06,1546707600,22.9,17.6,19.9,22.9,17.6,19.9,17.7,87.9,2.3,100.0,50.0,['rain'],0.0,0.0,47.5,18.7,64.6,1018.3,75.8,,190.9,16.4,7.0,06:08:16,1546729696,17:35:25,1546770925,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-01-07,1546794000,23.9,16.9,19.6,23.9,16.9,19.6,16.5,82.8,0.0,0.0,0.0,,0.0,0.0,45.4,14.4,54.6,1017.5,31.0,,232.8,20.2,8.0,06:08:35,1546816115,17:35:58,1546857358,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-08,1546880400,23.6,17.7,20.0,23.6,17.7,20.0,17.6,86.8,2.0,100.0,41.67,['rain'],0.0,0.0,47.2,16.9,61.7,1017.0,63.8,,183.6,15.9,8.0,06:08:53,1546902533,17:36:31,1546943791,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-01-09,1546966800,23.7,16.6,19.3,23.7,16.6,19.3,16.8,86.2,0.7,100.0,25.0,['rain'],0.0,0.0,45.4,15.1,53.9,1017.7,71.8,,200.9,17.4,7.0,06:09:11,1546988951,17:37:05,1547030225,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-01-10,1547053200,23.7,16.9,19.7,23.7,16.9,19.7,16.9,84.8,0.3,100.0,12.5,['rain'],0.0,0.0,45.0,15.5,62.4,1017.1,78.9,,221.2,19.1,8.0,06:09:27,1547075367,17:37:38,1547116658,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],obs
2019-01-11,1547139600,24.0,17.4,20.0,24.0,17.4,20.0,16.9,83.5,0.2,100.0,8.33,['rain'],0.0,0.0,45.7,15.5,57.6,1017.0,89.5,,216.6,18.7,8.0,06:09:43,1547161783,17:38:11,1547203091,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],obs
2019-01-12,1547226000,23.9,17.2,19.9,23.9,17.2,19.9,16.8,83.5,0.0,0.0,0.0,,0.0,0.0,42.8,14.8,54.5,1017.0,83.1,,212.2,18.4,8.0,06:09:58,1547248198,17:38:44,1547289524,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-13,1547312400,24.0,16.8,19.7,24.0,16.8,19.7,15.9,79.7,0.0,0.0,0.0,,0.0,0.0,39.6,13.0,41.0,1016.3,23.2,,235.0,20.3,8.0,06:10:11,1547334611,17:39:16,1547375956,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-14,1547398800,23.7,14.9,18.8,23.7,14.9,18.8,14.3,76.0,0.0,0.0,0.0,,0.0,0.0,33.1,10.4,40.0,1015.0,19.6,,246.2,21.3,9.0,06:10:24,1547421024,17:39:48,1547462388,0.25,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-01-15,1547485200,22.9,16.7,18.9,22.9,16.7,18.9,16.1,84.3,3.8,100.0,33.33,['rain'],0.0,0.0,32.0,9.4,34.4,1015.3,83.3,,122.1,10.4,5.0,06:10:36,1547507436,17:40:20,1547548820,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-01-16,1547571600,22.9,17.1,19.5,22.9,17.1,19.5,17.2,86.8,2.0,100.0,50.0,['rain'],0.0,0.0,46.4,16.9,51.3,1015.8,84.5,,189.5,16.5,7.0,06:10:47,1547593847,17:40:52,1547635252,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-01-17,1547658000,22.0,17.2,19.0,22.0,17.2,19.0,16.5,86.2,0.8,100.0,33.33,['rain'],0.0,0.0,53.3,18.7,55.5,1015.8,84.8,,204.8,17.8,7.0,06:10:56,1547680256,17:41:24,1547721684,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-01-18,1547744400,23.1,16.8,19.2,23.1,16.8,19.2,15.9,82.2,0.4,100.0,16.67,['rain'],0.0,0.0,58.0,20.2,51.0,1016.3,94.3,,221.6,19.1,8.0,06:11:05,1547766665,17:41:55,1547808115,0.4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,['remote'],obs
2019-01-19,1547830800,23.6,16.8,19.3,23.6,16.8,19.3,16.5,85.0,0.5,100.0,12.5,['rain'],0.0,0.0,48.6,17.6,45.8,1015.7,83.3,,191.6,16.6,8.0,06:11:12,1547853072,17:42:26,1547894546,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-01-20,1547917200,23.8,15.8,19.3,23.8,15.8,19.3,16.3,83.8,0.4,100.0,16.67,['rain'],0.0,0.0,38.9,12.6,43.4,1015.6,89.1,,221.0,19.1,8.0,06:11:19,1547939479,17:42:56,1547980976,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-01-21,1548003600,23.9,16.2,19.4,23.9,16.2,19.4,16.1,82.4,0.0,0.0,0.0,,0.0,0.0,42.8,14.4,26.8,1016.0,95.5,,213.9,18.4,8.0,06:11:24,1548025884,17:43:26,1548067406,0.5,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2019-01-22,1548090000,21.2,16.3,18.5,21.2,16.3,18.5,16.0,86.1,2.2,100.0,45.83,['rain'],0.0,0.0,51.8,18.0,34.7,1017.5,95.6,,190.6,16.4,7.0,06:11:29,1548112289,17:43:55,1548153835,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-01-23,1548176400,21.9,13.8,17.2,21.9,13.8,17.2,13.6,80.3,0.0,0.0,0.0,,0.0,0.0,41.0,13.7,31.4,1017.5,91.4,,253.4,21.8,9.0,06:11:32,1548198692,17:44:24,1548240264,0.57,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2019-01-24,1548262800,21.9,11.4,16.3,21.9,11.4,16.3,11.7,75.1,0.0,0.0,0.0,,0.0,0.0,36.7,12.2,31.6,1017.2,60.1,,255.6,22.2,9.0,06:11:34,1548285094,17:44:53,1548326693,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-25,1548349200,22.9,11.2,17.1,22.9,11.2,17.1,12.3,75.9,0.0,0.0,0.0,,0.0,0.0,26.6,8.3,32.0,1017.9,80.1,,257.5,22.4,9.0,06:11:35,1548371495,17:45:21,1548413121,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-26,1548435600,22.8,14.5,17.9,22.8,14.5,17.9,14.3,80.4,0.0,0.0,0.0,,0.0,0.0,48.2,16.6,36.9,1018.2,93.8,,227.1,19.6,9.0,06:11:35,1548457895,17:45:48,1548499548,0.67,Overcast,Cloudy skies throughout the day.,cloudy,['remote'],obs
2019-01-27,1548522000,21.9,14.9,17.8,21.9,14.9,17.8,14.3,80.9,0.0,0.0,0.0,,0.0,0.0,43.6,14.8,33.7,1018.3,77.2,,201.7,17.5,7.0,06:11:34,1548544294,17:46:15,1548585975,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-28,1548608400,24.2,12.6,18.0,24.2,12.6,18.0,13.3,75.3,0.0,0.0,0.0,,0.0,0.0,30.6,10.1,39.2,1017.3,24.6,,264.8,23.0,9.0,06:11:32,1548630692,17:46:42,1548672402,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-29,1548694800,22.9,14.8,18.5,22.9,14.8,18.5,15.5,83.6,0.5,100.0,20.83,['rain'],0.0,0.0,36.7,13.3,50.5,1017.3,55.7,,202.1,17.6,8.0,06:11:29,1548717089,17:47:08,1548758828,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-01-30,1548781200,24.5,15.2,19.2,24.5,15.2,19.2,15.3,79.9,0.0,0.0,0.0,,0.0,0.0,34.9,11.5,52.7,1017.9,69.4,,239.9,20.6,8.0,06:11:25,1548803485,17:47:33,1548845253,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-01-31,1548867600,24.2,13.6,18.7,24.2,13.6,18.7,13.9,75.6,0.0,0.0,0.0,,0.0,0.0,34.2,10.8,48.9,1017.5,49.5,,261.7,22.5,9.0,06:11:19,1548889879,17:47:58,1548931678,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-01,1548954000,23.4,15.2,18.7,23.4,15.2,18.7,15.2,80.7,0.0,0.0,0.0,,0.0,0.0,34.9,11.2,47.9,1017.7,66.3,,208.5,18.0,9.0,06:11:13,1548976273,17:48:22,1549018102,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-02,1549040400,24.7,15.6,19.5,24.7,15.6,19.5,15.9,80.8,1.4,100.0,20.83,['rain'],0.0,0.0,23.8,6.5,43.7,1016.4,66.7,,194.8,16.8,8.0,06:11:05,1549062665,17:48:46,1549104526,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-02-03,1549126800,26.1,16.4,20.4,26.1,16.4,20.4,17.0,82.4,0.3,100.0,12.5,['rain'],0.0,0.0,30.6,9.4,49.1,1017.1,88.0,,215.7,18.5,8.0,06:10:57,1549149057,17:49:09,1549190949,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-02-04,1549213200,25.0,16.4,20.2,25.0,16.4,20.2,16.4,80.4,0.0,0.0,0.0,,0.0,0.0,35.6,11.5,48.6,1017.3,40.5,,247.6,21.5,9.0,06:10:47,1549235447,17:49:31,1549277371,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2019-02-05,1549299600,25.9,15.4,20.1,25.9,15.4,20.1,16.0,79.0,0.0,0.0,0.0,,0.0,0.0,32.4,10.8,42.0,1016.8,59.2,,250.8,21.8,9.0,06:10:37,1549321837,17:49:53,1549363793,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2019-02-06,1549386000,25.7,15.4,20.5,25.7,15.4,20.5,15.8,76.5,0.7,100.0,16.67,['rain'],0.0,0.0,31.7,8.3,70.7,1015.5,34.6,,254.7,22.2,9.0,06:10:25,1549408225,17:50:14,1549450214,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,['remote'],obs
2019-02-07,1549472400,27.0,16.2,21.0,27.3,16.2,21.1,16.1,76.2,0.0,0.0,0.0,,0.0,0.0,34.9,10.4,57.7,1015.9,36.8,,261.2,22.8,9.0,06:10:13,1549494613,17:50:35,1549536635,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-08,1549558800,27.5,16.3,21.0,27.0,16.3,20.9,13.4,65.5,0.0,0.0,0.0,,0.0,0.0,32.4,9.7,58.8,1015.3,3.2,,279.0,24.1,10.0,06:09:59,1549580999,17:50:55,1549623055,0.11,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-09,1549645200,27.2,15.0,20.6,26.8,15.0,20.5,11.7,60.5,0.0,0.0,0.0,,0.0,0.0,36.0,11.5,58.2,1015.9,28.5,,276.5,24.1,10.0,06:09:44,1549667384,17:51:14,1549709474,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['remote'],obs
2019-02-10,1549731600,26.2,15.1,19.8,26.2,15.1,19.8,12.2,63.6,0.0,0.0,0.0,,0.0,0.0,38.5,13.0,61.4,1018.3,35.1,,278.2,24.1,10.0,06:09:29,1549753769,17:51:33,1549795893,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-11,1549818000,25.5,14.2,19.5,25.5,14.2,19.5,13.9,70.6,0.0,0.0,0.0,,0.0,0.0,49.0,17.6,62.9,1019.8,13.0,,266.0,23.0,9.0,06:09:12,1549840152,17:51:51,1549882311,0.21,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-12,1549904400,24.0,17.2,20.0,24.0,17.2,20.0,16.8,82.8,1.7,100.0,50.0,['rain'],0.0,0.0,53.3,18.0,63.6,1020.5,69.1,,210.3,18.2,8.0,06:08:55,1549926535,17:52:08,1549968728,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-02-13,1549990800,24.7,15.1,19.3,24.7,15.1,19.3,14.7,76.8,0.0,0.0,0.0,,0.0,0.0,41.4,13.0,62.1,1019.8,16.2,,273.3,23.6,9.0,06:08:36,1550012916,17:52:25,1550055145,0.25,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-14,1550077200,25.5,15.2,19.7,25.5,15.2,19.7,14.9,75.4,0.0,0.0,0.0,,0.0,0.0,43.2,14.0,62.2,1018.1,22.3,,259.6,22.4,9.0,06:08:17,1550099297,17:52:41,1550141561,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-15,1550163600,25.5,13.2,19.5,25.5,13.2,19.5,12.9,67.9,0.0,0.0,0.0,,0.0,0.0,36.7,12.6,70.1,1018.3,5.2,,275.7,23.7,10.0,06:07:57,1550185677,17:52:57,1550227977,0.35,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-16,1550250000,26.5,14.3,20.1,26.5,14.3,20.1,14.7,73.8,0.9,100.0,20.83,['rain'],0.0,0.0,32.0,8.6,67.8,1017.6,41.4,,262.8,22.8,9.0,06:07:36,1550272056,17:53:12,1550314392,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-02-17,1550336400,27.4,14.8,20.8,27.2,14.8,20.8,14.9,71.7,1.8,100.0,29.17,['rain'],0.0,0.0,31.3,6.8,109.4,1016.0,54.2,,235.1,20.3,9.0,06:07:14,1550358434,17:53:27,1550400807,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-02-18,1550422800,26.3,17.1,20.9,26.3,17.1,20.9,16.2,76.5,1.4,100.0,29.17,['rain'],0.0,0.0,31.7,7.6,148.0,1016.0,70.3,,219.1,18.9,7.0,06:06:51,1550444811,17:53:40,1550487220,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-02-19,1550509200,26.1,16.4,21.1,26.1,16.4,21.1,16.8,78.1,0.4,100.0,16.67,['rain'],0.0,0.0,33.1,10.4,109.4,1017.0,61.9,,226.5,19.5,8.0,06:06:27,1550531187,17:53:54,1550573634,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-02-20,1550595600,27.3,16.0,21.2,27.4,16.0,21.2,16.2,75.9,0.6,100.0,16.67,['rain'],0.0,0.0,33.8,9.7,78.4,1018.3,50.5,,254.9,22.2,9.0,06:06:03,1550617563,17:54:06,1550660046,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,['remote'],obs
2019-02-21,1550682000,26.9,16.3,21.5,27.3,16.3,21.5,16.7,76.8,0.6,100.0,12.5,['rain'],0.0,0.0,33.8,9.4,57.7,1017.6,31.6,,253.4,22.0,9.0,06:05:38,1550703938,17:54:19,1550746459,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-02-22,1550768400,27.0,16.9,21.2,27.4,16.9,21.3,16.6,77.2,0.2,100.0,8.33,['rain'],0.0,0.0,39.6,12.6,62.7,1016.0,36.5,,250.4,21.5,9.0,06:05:12,1550790312,17:54:30,1550832870,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-02-23,1550854800,27.1,14.3,20.1,27.2,14.3,20.1,14.1,70.8,0.0,0.0,0.0,,0.0,0.0,36.4,10.8,69.9,1014.7,11.8,,277.7,24.0,10.0,06:04:45,1550876685,17:54:41,1550919281,0.62,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-24,1550941200,27.5,14.7,20.7,27.2,14.7,20.6,13.3,66.0,0.0,0.0,0.0,,0.0,0.0,42.5,12.6,60.6,1014.5,14.4,,286.4,24.7,10.0,06:04:18,1550963058,17:54:52,1551005692,0.65,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-25,1551027600,26.3,15.8,20.3,26.3,15.8,20.3,14.4,71.4,0.0,0.0,0.0,,0.0,0.0,42.1,14.0,64.5,1015.8,18.3,,271.8,23.5,9.0,06:03:50,1551049430,17:55:02,1551092102,0.68,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-26,1551114000,25.6,15.6,20.0,25.6,15.6,20.0,14.5,72.5,0.0,0.0,0.0,,0.0,0.0,43.6,14.8,66.7,1015.7,38.6,,282.8,24.4,9.0,06:03:21,1551135801,17:55:12,1551178512,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-02-27,1551200400,26.6,14.8,20.2,26.6,14.8,20.2,13.7,68.8,0.0,0.0,0.0,,0.0,0.0,37.8,12.2,58.4,1013.8,6.7,,289.1,24.8,10.0,06:02:52,1551222172,17:55:21,1551264921,0.75,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-02-28,1551286800,27.1,13.5,20.2,26.8,13.5,20.2,13.2,68.4,0.0,0.0,0.0,,0.0,0.0,32.0,9.4,69.7,1014.1,20.9,,300.6,25.9,10.0,06:02:22,1551308542,17:55:29,1551351329,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-03-01,1551373200,27.4,15.0,20.2,27.4,15.0,20.2,14.4,72.2,0.0,0.0,0.0,,0.0,0.0,36.0,11.9,57.2,1014.8,11.4,,286.5,24.7,10.0,06:01:51,1551394911,17:55:37,1551437737,0.82,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-03-02,1551459600,27.5,12.6,19.8,27.2,12.6,19.8,11.7,62.5,0.0,0.0,0.0,,0.0,0.0,30.6,7.2,74.5,1013.3,63.6,,296.8,25.8,10.0,06:01:20,1551481280,17:55:45,1551524145,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-03-03,1551546000,28.1,14.5,20.8,27.9,14.5,20.8,14.5,71.0,0.0,0.0,0.0,,0.0,0.0,34.9,8.3,99.1,1012.4,34.6,,292.6,25.3,10.0,06:00:48,1551567648,17:55:52,1551610552,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,['remote'],obs
2019-03-04,1551632400,27.8,15.6,21.0,27.6,15.6,21.0,14.7,70.2,0.0,0.0,0.0,,0.0,0.0,36.7,10.8,108.8,1012.9,35.0,,294.7,25.6,10.0,06:00:16,1551654016,17:55:59,1551696959,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-03-05,1551718800,28.2,15.9,21.6,28.1,15.9,21.6,15.5,70.6,0.0,0.0,0.0,,0.0,0.0,31.7,6.8,166.1,1013.6,47.1,,275.6,24.0,10.0,05:59:43,1551740383,17:56:06,1551783366,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
2019-03-06,1551805200,27.0,16.9,21.7,27.5,16.9,21.8,16.4,72.9,7.2,100.0,33.33,['rain'],0.0,0.0,27.0,5.8,169.6,1014.6,46.4,,258.6,22.4,9.0,05:59:10,1551826750,17:56:12,1551869772,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-07,1551891600,25.9,18.1,21.7,25.9,18.1,21.7,17.3,77.4,1.7,100.0,29.17,['rain'],0.0,0.0,27.4,7.6,122.8,1014.8,42.3,,241.2,20.7,8.0,05:58:36,1551913116,17:56:17,1551956177,0.02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,['remote'],obs
2019-03-08,1551978000,26.4,18.8,21.7,26.4,18.8,21.7,17.6,79.3,2.7,100.0,33.33,['rain'],0.0,0.0,25.6,6.5,128.7,1015.3,64.2,,227.6,19.7,8.0,05:58:02,1551999482,17:56:23,1552042583,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-09,1552064400,27.0,17.2,21.9,27.6,17.2,22.0,17.5,77.9,1.6,100.0,20.83,['rain'],0.0,0.0,25.6,6.1,157.0,1014.8,52.3,,253.1,21.9,9.0,05:57:27,1552085847,17:56:28,1552128988,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-10,1552150800,26.0,19.7,21.9,26.0,19.7,21.9,19.1,84.9,16.3,100.0,45.83,['rain'],0.0,0.0,24.8,4.3,237.1,1015.2,77.8,,229.4,19.7,9.0,05:56:52,1552172212,17:56:32,1552215392,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-11,1552237200,25.5,19.8,21.4,25.5,19.8,21.4,18.8,85.8,13.6,100.0,62.5,['rain'],0.0,0.0,26.3,4.3,101.6,1015.5,76.5,,193.9,16.9,8.0,05:56:16,1552258576,17:56:37,1552301797,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-03-12,1552323600,25.2,19.5,21.7,25.2,19.5,21.7,18.5,82.9,9.0,100.0,54.17,['rain'],0.0,0.0,31.7,5.8,96.0,1015.9,76.4,,228.8,19.6,8.0,05:55:41,1552344941,17:56:41,1552388201,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-13,1552410000,23.8,19.1,21.2,23.8,19.1,21.2,18.9,86.8,4.6,100.0,62.5,['rain'],0.0,0.0,24.8,5.0,99.4,1017.0,87.0,,184.0,15.9,6.0,05:55:05,1552431305,17:56:45,1552474605,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2019-03-14,1552496400,25.9,18.2,21.4,25.9,18.2,21.4,17.1,78.1,0.1,100.0,4.17,['rain'],0.0,0.0,37.4,12.2,81.1,1017.2,67.2,,255.8,22.0,10.0,05:54:28,1552517668,17:56:48,1552561008,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-03-15,1552582800,25.0,16.3,20.5,25.0,16.3,20.5,15.9,76.4,0.2,100.0,8.33,['rain'],0.0,0.0,43.2,14.4,49.0,1017.1,85.6,,270.5,23.3,9.0,05:53:52,1552604032,17:56:51,1552647411,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-03-16,1552669200,25.1,17.6,21.1,25.1,17.6,21.1,17.4,80.6,1.9,100.0,25.0,['rain'],0.0,0.0,44.3,15.1,43.9,1017.0,54.0,,233.7,20.1,8.0,05:53:15,1552690395,17:56:55,1552733815,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-17,1552755600,24.9,17.8,21.0,24.9,17.8,21.0,17.4,80.9,0.7,100.0,20.83,['rain'],0.0,0.0,45.4,15.5,48.0,1016.9,71.1,,250.0,21.6,9.0,05:52:38,1552776758,17:56:57,1552820217,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-18,1552842000,26.0,16.2,20.8,26.0,16.2,20.8,16.1,76.5,0.0,0.0,0.0,,0.0,0.0,38.9,12.6,63.2,1015.9,16.1,,302.7,26.2,10.0,05:52:00,1552863120,17:57:00,1552906620,0.4,Clear,Clear conditions throughout the day.,clear-day,['remote'],obs
2019-03-19,1552928400,26.2,15.6,20.7,26.2,15.6,20.7,15.7,74.9,0.4,100.0,12.5,['rain'],0.0,0.0,33.8,9.7,80.6,1015.2,35.3,,278.8,24.1,10.0,05:51:23,1552949483,17:57:03,1552993023,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
2019-03-20,1553014800,26.4,16.3,20.9,26.4,16.3,20.9,16.3,76.4,1.8,100.0,29.17,['rain'],0.0,0.0,29.2,7.2,81.8,1014.5,81.7,,270.6,23.3,9.0,05:50:45,1553035845,17:57:05,1553079425,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-21,1553101200,26.6,17.4,21.7,26.6,17.4,21.7,17.3,77.9,0.5,100.0,20.83,['rain'],0.0,0.0,25.9,6.1,89.9,1014.3,86.2,,266.4,23.2,10.0,05:50:07,1553122207,17:57:08,1553165828,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2019-03-22,1553187600,25.4,18.1,21.5,25.4,18.1,21.5,18.8,85.7,4.4,100.0,41.67,['rain'],0.0,0.0,29.2,7.6,80.3,1013.9,89.0,,223.0,19.3,8.0,05:49:29,1553208569,17:57:10,1553252230,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs
2019-03-23,1553274000,28.1,18.1,22.2,28.3,18.1,22.2,18.0,79.6,0.2,100.0,8.33,['rain'],0.0,0.0,34.6,11.2,85.5,1014.3,70.1,,276.4,23.9,10.0,05:48:51,1553294931,17:57:12,1553338632,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,['remote'],obs
