,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
0,2021-01-01,1609434000,16.4,6.2,10.7,16.4,5.3,10.3,4.6,67.5,0.0,0.0,0.0,,0.0,0.0,28.1,14.4,134.1,1024.7,26.4,18.0,205.2,17.8,8.0,06:42:08,1609458128,17:33:46,1609497226,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['remote', '48806099999']",obs
1,2021-01-02,1609520400,19.1,4.7,10.8,19.1,4.0,10.3,5.3,69.9,0.0,0.0,0.0,,0.0,0.0,24.8,10.8,125.5,1021.3,14.9,20.0,205.7,17.9,8.0,06:42:27,1609544547,17:34:23,1609583663,0.61,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
2,2021-01-03,1609606800,18.9,6.1,11.8,18.9,4.6,11.5,7.2,75.1,0.0,0.0,0.0,,0.0,0.0,30.6,10.8,131.8,1020.8,14.1,20.0,197.2,17.1,7.0,06:42:44,1609630964,17:35:02,1609670102,0.64,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
3,2021-01-04,1609693200,20.3,9.9,13.3,20.3,9.9,13.3,9.3,77.8,0.0,0.0,0.0,,0.0,0.0,23.0,7.6,127.7,1021.2,41.8,18.8,187.4,16.3,7.0,06:43:00,1609717380,17:35:41,1609756541,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
4,2021-01-05,1609779600,20.1,7.9,13.4,20.1,7.9,13.4,10.7,84.5,0.0,0.0,0.0,,0.0,0.0,28.8,10.8,130.7,1019.5,33.6,14.8,197.7,17.1,7.0,06:43:15,1609803795,17:36:20,1609842980,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
5,2021-01-06,1609866000,17.6,11.5,13.7,17.6,11.5,13.7,11.9,89.2,0.1,100.0,4.17,['rain'],0.0,0.0,27.0,10.8,132.1,1018.3,75.8,10.1,132.7,11.7,5.0,06:43:29,1609890209,17:36:59,1609929419,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
6,2021-01-07,1609952400,15.2,12.5,13.7,15.2,12.5,13.7,11.7,88.0,0.1,100.0,4.17,['rain'],0.0,0.0,31.0,14.4,132.2,1018.3,96.7,8.3,75.6,6.4,3.0,06:43:41,1609976621,17:37:39,1610015859,0.79,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
7,2021-01-08,1610038800,12.3,7.6,10.1,12.3,5.9,9.4,6.7,79.6,0.1,100.0,4.17,['rain'],0.0,0.0,32.8,14.4,131.1,1023.5,95.7,13.8,49.8,4.4,2.0,06:43:53,1610063033,17:38:19,1610102299,0.82,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
8,2021-01-09,1610125200,8.3,6.6,7.5,7.9,4.4,6.2,3.1,73.7,0.0,0.0,0.0,,0.0,0.0,28.8,10.8,128.9,1023.8,95.8,10.0,64.6,5.5,3.0,06:44:03,1610149443,17:39:00,1610188740,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"['remote', '48806099999']",obs
9,2021-01-10,1610211600,7.9,5.9,7.0,6.8,2.9,5.3,1.8,69.8,0.1,100.0,4.17,['rain'],0.0,0.0,27.4,14.4,134.3,1023.2,94.2,10.0,69.6,5.9,3.0,06:44:11,1610235851,17:39:40,1610275180,0.89,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['remote', '48806099999']",obs
10,2021-01-11,1610298000,8.1,5.2,6.9,7.6,3.3,6.0,3.0,76.1,1.0,100.0,4.17,['rain'],0.0,0.0,24.1,10.8,130.7,1028.7,97.8,10.0,32.8,2.6,1.0,06:44:19,1610322259,17:40:21,1610361621,0.93,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
11,2021-01-12,1610384400,11.8,5.4,8.6,11.8,5.4,8.5,3.0,68.9,0.6,100.0,4.17,['rain'],0.0,0.0,16.2,7.2,145.9,1027.6,97.3,16.3,68.2,5.8,3.0,06:44:25,1610408665,17:41:02,1610448062,0.96,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
12,2021-01-13,1610470800,19.2,6.4,12.5,19.2,6.4,12.5,4.7,61.0,0.0,0.0,0.0,,0.0,0.0,18.7,7.2,286.1,1018.9,62.9,20.0,189.1,16.3,8.0,06:44:30,1610495070,17:41:43,1610534503,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
13,2021-01-14,1610557200,21.4,8.9,14.5,21.4,8.7,14.5,8.7,69.6,0.0,0.0,0.0,,0.0,0.0,30.2,10.8,349.7,1016.2,20.2,18.8,185.5,16.1,7.0,06:44:33,1610581473,17:42:24,1610620944,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
14,2021-01-15,1610643600,22.9,7.5,14.5,22.9,7.5,14.4,9.8,75.5,0.0,0.0,0.0,,0.0,0.0,23.4,8.6,84.8,1014.4,17.5,20.0,191.1,16.5,8.0,06:44:35,1610667875,17:43:05,1610707385,0.06,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
15,2021-01-16,1610730000,21.6,12.6,15.8,21.6,12.6,15.8,12.4,81.0,0.0,0.0,0.0,,0.0,0.0,23.4,10.8,128.5,1015.0,82.1,12.5,116.1,10.1,5.0,06:44:36,1610754276,17:43:46,1610793826,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
16,2021-01-17,1610816400,16.9,10.5,14.3,16.9,10.5,14.3,10.7,79.5,1.0,100.0,20.83,['rain'],0.0,0.0,34.2,18.0,134.5,1023.5,96.1,15.0,53.2,4.5,2.0,06:44:35,1610840675,17:44:27,1610880267,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['remote', '48806099999']",obs
17,2021-01-18,1610902800,17.8,7.9,12.3,17.8,7.2,12.1,6.2,67.6,0.0,0.0,0.0,,0.0,0.0,19.4,9.0,127.2,1024.1,35.9,18.8,197.9,17.1,7.0,06:44:33,1610927073,17:45:09,1610966709,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['remote', '48806099999']",obs
18,2021-01-19,1610989200,21.4,5.9,13.2,21.4,4.7,13.0,8.0,73.2,0.0,0.0,0.0,,0.0,0.0,18.4,10.8,111.4,1018.0,2.5,20.0,213.1,18.4,8.0,06:44:30,1611013470,17:45:49,1611053149,0.19,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
19,2021-01-20,1611075600,23.6,8.2,15.0,23.6,7.5,14.9,10.3,75.6,0.0,0.0,0.0,,0.0,0.0,20.5,9.4,113.9,1015.4,24.7,18.8,182.5,15.6,8.0,06:44:26,1611099866,17:46:30,1611139590,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['remote', '48806099999']",obs
20,2021-01-21,1611162000,23.4,10.2,15.7,23.4,10.2,15.7,12.0,80.4,0.0,0.0,0.0,,0.0,0.0,24.1,7.9,114.2,1014.8,60.3,17.5,159.6,13.8,7.0,06:44:20,1611186260,17:47:11,1611226031,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
21,2021-01-22,1611248400,20.4,13.7,15.9,20.4,13.7,15.9,13.1,83.6,0.0,0.0,0.0,,0.0,0.0,21.2,10.8,129.0,1015.5,77.9,17.5,98.2,8.4,4.0,06:44:12,1611272652,17:47:51,1611312471,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
22,2021-01-23,1611334800,23.1,12.1,16.9,23.1,12.1,16.9,13.2,80.2,0.0,0.0,0.0,,0.0,0.0,24.1,9.0,118.0,1014.4,75.2,18.8,157.2,13.6,6.0,06:44:04,1611359044,17:48:32,1611398912,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
23,2021-01-24,1611421200,27.1,11.6,18.8,27.0,11.6,18.8,12.9,72.4,0.0,0.0,0.0,,0.0,0.0,27.7,9.7,41.0,1012.7,37.6,17.5,212.7,18.2,8.0,06:43:54,1611445434,17:49:12,1611485352,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
24,2021-01-25,1611507600,27.4,11.7,19.0,27.3,11.7,19.0,13.6,73.3,0.0,0.0,0.0,,0.0,0.0,29.2,10.1,99.0,1013.9,46.5,17.8,217.6,18.7,8.0,06:43:42,1611531822,17:49:51,1611571791,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['remote', '48806099999']",obs
25,2021-01-26,1611594000,25.6,13.4,18.8,25.6,13.4,18.8,15.4,81.5,0.0,0.0,0.0,,0.0,0.0,27.7,9.7,127.6,1015.6,57.6,16.8,115.7,10.0,4.0,06:43:30,1611618210,17:50:31,1611658231,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
26,2021-01-27,1611680400,26.9,12.8,18.8,27.3,12.8,18.8,14.8,79.2,0.0,0.0,0.0,,0.0,0.0,24.1,9.7,114.6,1014.6,36.3,18.8,170.5,14.8,7.0,06:43:16,1611704596,17:51:10,1611744670,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
27,2021-01-28,1611766800,20.9,14.6,17.6,20.9,14.6,17.6,14.4,81.9,0.0,0.0,0.0,,0.0,0.0,33.8,11.5,125.5,1019.7,91.6,18.8,69.6,6.1,3.0,06:43:00,1611790980,17:51:49,1611831109,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"['remote', '48806099999']",obs
28,2021-01-29,1611853200,19.1,13.9,16.0,19.1,13.9,16.0,12.0,77.5,0.0,0.0,0.0,,0.0,0.0,34.9,12.2,132.2,1020.0,81.6,18.8,97.5,8.4,4.0,06:42:44,1611877364,17:52:27,1611917547,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
29,2021-01-30,1611939600,18.2,13.0,15.2,18.2,13.0,15.2,12.9,86.0,3.0,100.0,4.17,['rain'],0.0,0.0,28.8,10.8,124.2,1019.1,84.0,11.8,108.2,9.5,5.0,06:42:26,1611963746,17:53:06,1612003986,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
30,2021-01-31,1612026000,18.4,14.3,15.9,18.4,14.3,15.9,14.0,88.3,1.0,100.0,4.17,['rain'],0.0,0.0,26.3,8.6,122.3,1019.2,85.8,10.0,90.7,7.9,4.0,06:42:07,1612050127,17:53:43,1612090423,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
31,2021-02-01,1612112400,23.8,13.1,17.8,23.8,13.1,17.8,14.7,82.8,0.0,0.0,0.0,,0.0,0.0,21.2,7.9,110.9,1017.9,65.0,14.3,159.5,13.7,6.0,06:41:47,1612136507,17:54:21,1612176861,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
32,2021-02-02,1612198800,24.1,16.1,19.0,24.1,16.1,19.0,15.9,83.0,0.0,0.0,0.0,,0.0,0.0,23.8,7.6,125.1,1017.8,74.4,16.8,116.5,10.1,4.0,06:41:25,1612222885,17:54:58,1612263298,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
33,2021-02-03,1612285200,23.4,16.5,18.9,23.4,16.5,18.9,15.4,80.6,0.0,0.0,0.0,,0.0,0.0,24.5,10.8,128.5,1018.7,71.8,20.0,89.6,7.7,3.0,06:41:02,1612309262,17:55:34,1612349734,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
34,2021-02-04,1612371600,24.8,15.2,18.8,24.8,15.2,18.8,14.7,78.1,0.0,0.0,0.0,,0.0,0.0,24.8,9.0,119.3,1019.1,62.5,20.0,158.6,13.8,7.0,06:40:38,1612395638,17:56:11,1612436171,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
35,2021-02-05,1612458000,25.7,12.9,18.5,25.7,12.9,18.5,14.1,77.4,0.0,0.0,0.0,,0.0,0.0,24.8,9.0,120.8,1017.7,57.4,18.8,203.4,17.4,8.0,06:40:13,1612482013,17:56:46,1612522606,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
36,2021-02-06,1612544400,23.5,14.7,18.6,23.5,14.7,18.6,14.5,78.1,0.0,0.0,0.0,,0.0,0.0,24.1,8.3,130.5,1016.6,62.4,18.8,151.8,13.1,7.0,06:39:47,1612568387,17:57:21,1612609041,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
37,2021-02-07,1612630800,26.4,13.1,18.8,26.4,13.1,18.8,14.6,78.1,0.0,0.0,0.0,,0.0,0.0,23.8,10.8,122.6,1015.2,37.4,18.8,193.9,16.7,8.0,06:39:19,1612654759,17:57:56,1612695476,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
38,2021-02-08,1612717200,19.6,12.6,17.1,19.6,12.6,17.1,14.4,84.8,11.0,100.0,4.17,['rain'],0.0,0.0,29.9,21.6,126.3,1017.5,92.5,12.3,71.1,6.1,3.0,06:38:50,1612741130,17:58:31,1612781911,0.87,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['remote', '48806099999']",obs
39,2021-02-09,1612803600,15.7,11.2,13.5,15.7,11.2,13.5,12.0,91.0,47.0,100.0,12.5,['rain'],0.0,0.0,32.0,7.9,141.1,1018.0,91.3,8.3,73.3,6.1,4.0,06:38:20,1612827500,17:59:04,1612868344,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['remote', '48806099999']",obs
40,2021-02-10,1612890000,22.1,11.0,15.6,22.1,11.0,15.6,11.6,79.3,0.2,100.0,8.33,['rain'],0.0,0.0,18.7,7.2,152.5,1016.6,56.7,15.0,138.5,11.8,4.0,06:37:49,1612913869,17:59:38,1612954778,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['remote', '48806099999']",obs
41,2021-02-11,1612976400,24.5,9.7,16.5,24.5,9.7,16.5,12.1,76.9,0.0,0.0,0.0,,0.0,0.0,21.6,7.9,109.0,1015.7,17.6,20.0,223.4,19.4,8.0,06:37:17,1613000237,18:00:11,1613041211,0.98,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
42,2021-02-12,1613062800,23.8,12.6,17.1,23.8,12.6,17.1,13.5,80.6,0.0,0.0,0.0,,0.0,0.0,22.7,7.9,126.4,1016.5,61.1,,154.1,13.4,6.0,06:36:44,1613086604,18:00:43,1613127643,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs
43,2021-02-13,1613149200,23.4,14.2,17.5,23.4,14.2,17.5,14.1,81.6,0.0,0.0,0.0,,0.0,0.0,22.7,7.6,126.7,1016.3,68.1,20.0,130.2,11.3,5.0,06:36:10,1613172970,18:01:15,1613214075,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
44,2021-02-14,1613235600,23.0,15.0,18.1,23.0,15.0,18.1,14.5,80.0,0.0,0.0,0.0,,0.0,0.0,27.7,10.8,122.1,1016.2,51.9,18.8,127.3,11.0,5.0,06:35:35,1613259335,18:01:46,1613300506,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
45,2021-02-15,1613322000,26.9,13.2,19.2,27.3,13.2,19.2,15.1,79.3,0.0,0.0,0.0,,0.0,0.0,21.2,8.3,107.8,1012.9,28.2,20.0,202.5,17.4,8.0,06:34:59,1613345699,18:02:17,1613386937,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
46,2021-02-16,1613408400,25.9,14.2,19.4,25.9,14.2,19.4,16.2,82.5,0.5,100.0,12.5,['rain'],0.0,0.0,21.6,10.8,125.6,1013.9,67.4,18.8,186.2,16.1,6.0,06:34:22,1613432062,18:02:48,1613473368,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['remote', '48806099999']",obs
47,2021-02-17,1613494800,21.3,15.8,18.5,21.3,15.8,18.5,14.8,79.6,0.0,0.0,0.0,,0.0,0.0,30.2,14.4,128.6,1019.2,84.8,20.0,74.1,6.3,3.0,06:33:44,1613518424,18:03:17,1613559797,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
48,2021-02-18,1613581200,19.4,15.3,16.8,19.4,15.3,16.8,13.5,81.1,0.0,0.0,0.0,,0.0,0.0,33.5,14.4,129.6,1023.1,89.4,20.0,74.8,6.3,3.0,06:33:04,1613604784,18:03:47,1613646227,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
49,2021-02-19,1613667600,19.7,13.6,16.5,19.7,13.6,16.5,13.5,83.3,0.4,100.0,16.67,['rain'],0.0,0.0,31.3,9.7,125.2,1023.0,78.8,14.0,112.3,9.5,4.0,06:32:25,1613691145,18:04:16,1613732656,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['remote', '48806099999']",obs
50,2021-02-20,1613754000,24.4,11.0,17.5,24.4,11.0,17.5,13.7,80.0,0.0,0.0,0.0,,0.0,0.0,21.2,7.6,122.5,1019.4,68.2,20.0,179.5,15.5,7.0,06:31:44,1613777504,18:04:44,1613819084,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
51,2021-02-21,1613840400,27.5,13.7,20.8,28.0,13.7,20.9,15.5,73.1,0.0,0.0,0.0,,0.0,0.0,23.4,7.9,324.6,1015.2,28.7,20.0,214.0,18.3,8.0,06:31:02,1613863862,18:05:12,1613905512,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
52,2021-02-22,1613926800,28.1,14.7,21.2,28.2,14.7,21.3,16.3,75.4,0.0,0.0,0.0,,0.0,0.0,28.1,8.6,94.9,1013.6,10.2,20.0,220.0,19.0,7.0,06:30:20,1613950220,18:05:40,1613991940,0.33,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
53,2021-02-23,1614013200,25.7,16.1,20.0,25.7,16.1,20.0,16.8,82.7,0.0,0.0,0.0,,0.0,0.0,22.0,14.4,118.8,1013.8,58.6,17.5,154.9,13.2,6.0,06:29:36,1614036576,18:06:07,1614078367,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
54,2021-02-24,1614099600,27.3,15.3,20.4,28.5,15.3,20.5,17.5,84.5,8.0,100.0,4.17,['rain'],0.0,0.0,38.2,9.0,99.6,1010.3,40.5,15.3,211.4,18.2,8.0,06:28:52,1614122932,18:06:34,1614164794,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
55,2021-02-25,1614186000,30.4,16.7,23.0,29.2,16.7,22.9,15.6,67.8,0.0,0.0,0.0,,0.0,0.0,34.6,14.4,281.9,1006.1,16.2,18.8,245.5,21.4,9.0,06:28:08,1614209288,18:07:00,1614251220,0.43,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
56,2021-02-26,1614272400,30.4,15.4,21.6,29.0,15.4,21.4,13.8,66.3,0.0,0.0,0.0,,0.0,0.0,25.2,10.8,79.9,1006.6,23.1,18.8,240.0,20.7,8.0,06:27:22,1614295642,18:07:26,1614337646,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
57,2021-02-27,1614358800,26.1,17.3,20.6,26.1,17.3,20.6,17.8,84.5,0.7,100.0,8.33,['rain'],0.0,0.0,34.9,18.0,117.4,1009.9,82.5,18.8,72.7,6.3,4.0,06:26:36,1614381996,18:07:51,1614424071,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
58,2021-02-28,1614445200,28.2,16.1,20.7,28.7,16.1,20.7,17.1,81.4,0.0,0.0,0.0,,0.0,0.0,29.9,10.8,122.4,1010.8,64.1,18.8,172.9,14.9,6.0,06:25:49,1614468349,18:08:16,1614510496,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
59,2021-03-01,1614531600,28.4,15.5,21.3,28.7,15.5,21.3,16.9,78.4,0.0,0.0,0.0,,0.0,0.0,28.1,8.3,94.8,1013.6,48.5,18.0,224.4,19.4,8.0,06:25:01,1614554701,18:08:40,1614596920,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
60,2021-03-02,1614618000,23.1,16.2,19.5,23.1,16.2,19.5,15.7,79.4,0.0,0.0,0.0,,0.0,0.0,35.3,14.4,119.0,1016.9,81.3,20.0,115.4,10.0,4.0,06:24:13,1614641053,18:09:05,1614683345,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
61,2021-03-03,1614704400,21.2,15.6,17.3,21.2,15.6,17.3,14.6,84.5,4.2,100.0,33.33,['rain'],0.0,0.0,30.2,14.4,130.0,1017.3,77.9,17.5,145.7,12.6,6.0,06:23:24,1614727404,18:09:28,1614769768,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['remote', '48806099999']",obs
62,2021-03-04,1614790800,26.1,15.6,19.2,26.1,15.6,19.2,16.5,85.0,1.8,100.0,20.83,['rain'],0.0,0.0,33.8,7.2,127.4,1014.7,70.9,15.0,136.0,11.8,5.0,06:22:35,1614813755,18:09:52,1614856192,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['remote', '48806099999']",obs
63,2021-03-05,1614877200,30.9,15.3,22.0,29.6,15.3,22.1,16.3,74.2,0.4,100.0,4.17,['rain'],0.0,0.0,37.1,14.4,122.4,1011.7,26.2,18.0,229.2,19.6,8.0,06:21:45,1614900105,18:10:15,1614942615,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
64,2021-03-06,1614963600,29.9,13.4,21.5,28.9,13.4,21.4,14.3,67.9,0.0,0.0,0.0,,0.0,0.0,27.4,9.7,27.1,1013.6,9.5,18.8,265.2,23.0,9.0,06:20:55,1614986455,18:10:37,1615029037,0.75,Clear,Clear conditions throughout the day.,clear-day,"['remote', '48806099999']",obs
65,2021-03-07,1615050000,27.2,16.2,21.4,27.7,16.2,21.4,16.9,77.2,0.0,0.0,0.0,,0.0,0.0,33.5,11.9,126.0,1015.7,59.7,20.0,162.8,14.2,7.0,06:20:04,1615072804,18:11:00,1615115460,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
66,2021-03-08,1615136400,26.9,17.2,21.2,27.7,17.2,21.3,17.6,80.9,0.0,0.0,0.0,,0.0,0.0,28.4,7.9,120.0,1015.5,59.9,20.0,181.5,15.8,7.0,06:19:13,1615159153,18:11:22,1615201882,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
67,2021-03-09,1615222800,27.9,17.8,22.2,28.6,17.8,22.3,18.0,78.3,0.1,100.0,4.17,['rain'],0.0,0.0,29.2,14.4,131.1,1015.0,56.8,20.0,194.5,16.8,7.0,06:18:21,1615245501,18:11:44,1615288304,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
68,2021-03-10,1615309200,28.7,17.8,22.5,29.5,17.8,22.7,18.2,78.2,0.8,100.0,4.17,['rain'],0.0,0.0,31.3,10.1,119.6,1014.5,49.7,20.0,201.4,17.4,7.0,06:17:29,1615331849,18:12:05,1615374725,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
69,2021-03-11,1615395600,29.1,18.4,22.8,29.3,18.4,23.0,18.2,77.1,0.0,0.0,0.0,,0.0,0.0,29.9,18.0,127.4,1015.7,44.2,18.8,218.0,18.8,8.0,06:16:36,1615418196,18:12:26,1615461146,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['remote', '48806099999']",obs
70,2021-03-12,1615482000,27.7,19.4,22.7,29.0,19.4,22.8,18.6,78.9,0.1,100.0,4.17,['rain'],0.0,0.0,25.6,10.8,131.7,1016.2,54.7,20.0,175.7,15.1,7.0,06:15:44,1615504544,18:12:47,1615547567,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
71,2021-03-13,1615568400,26.7,18.9,22.0,26.7,18.9,22.0,18.1,79.3,0.2,100.0,8.33,['rain'],0.0,0.0,27.0,10.8,131.8,1016.1,65.7,13.8,186.9,16.2,8.0,06:14:50,1615590890,18:13:08,1615633988,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['remote', '48806099999']",obs
72,2021-03-14,1615654800,29.2,18.7,22.6,29.7,18.7,22.8,18.1,76.9,0.2,100.0,4.17,['rain'],0.0,0.0,22.0,10.8,128.1,1013.2,54.4,13.8,186.2,16.2,7.0,06:13:57,1615677237,18:13:28,1615720408,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['remote', '48806099999']",obs
73,2021-03-15,1615741200,27.4,18.2,22.0,28.8,18.2,22.1,18.4,81.3,0.1,100.0,4.17,['rain'],0.0,0.0,36.7,9.0,112.5,1011.0,54.6,17.5,179.9,15.6,7.0,06:13:03,1615763583,18:13:48,1615806828,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['remote', '48806099999']",obs
74,2021-03-16,1615827600,30.4,18.0,23.3,32.2,18.0,23.7,19.3,80.1,0.3,100.0,12.5,['rain'],0.0,0.0,25.2,9.4,110.2,1010.0,40.6,17.5,230.5,19.8,9.0,06:12:09,1615849929,18:14:08,1615893248,0.09,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"['remote', '48806099999']",obs
75,2021-03-17,1615914000,31.3,18.8,24.5,33.3,18.8,25.0,19.5,76.5,0.0,0.0,0.0,,0.0,0.0,24.8,9.0,107.6,1009.5,67.6,17.5,255.8,22.2,9.0,06:11:15,1615936275,18:14:28,1615979668,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
76,2021-03-18,1616000400,31.9,19.8,24.7,34.2,19.8,25.3,20.3,78.3,0.0,0.0,0.0,,0.0,0.0,29.2,9.0,117.4,1009.5,57.3,18.8,230.0,19.8,8.0,06:10:20,1616022620,18:14:48,1616066088,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['remote', '48806099999']",obs
