Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Preciptype,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase
2019-01-01,1546275600,15.0,12.9,14.0,10.3,78.7,0.0,0.0,0.0,,36.0,20.9,335.4,1026.4,100.0,19.9,52.1,4.6,2.0,0.83
2019-01-02,1546362000,15.8,12.2,14.3,10.8,79.5,0.9,100.0,4.17,['rain'],32.4,18.7,335.4,1025.8,99.9,15.0,38.4,3.3,2.0,0.87
2019-01-03,1546448400,17.7,14.5,16.1,13.1,82.6,0.4,100.0,16.67,['rain'],27.7,15.5,332.2,1023.7,99.1,20.0,63.8,5.5,3.0,0.9
2019-01-04,1546534800,20.1,16.2,17.9,15.2,84.1,0.1,100.0,4.17,['rain'],23.8,13.0,331.4,1021.6,99.6,20.0,50.2,4.3,2.0,0.94
2019-01-05,1546621200,21.7,17.9,19.5,17.1,85.8,0.0,0.0,0.0,,22.3,12.6,338.2,1019.8,99.4,20.0,44.1,3.9,2.0,0.97
2019-01-06,1546707600,21.1,18.7,20.0,18.6,92.0,1.1,100.0,8.33,['rain'],23.4,14.0,358.3,1019.5,99.6,16.3,31.4,2.8,1.0,0.0
2019-01-07,1546794000,22.4,19.2,20.7,19.1,91.0,0.1,100.0,4.17,['rain'],23.8,11.9,342.1,1018.0,98.9,17.5,36.9,3.2,2.0,0.04
2019-01-08,1546880400,23.0,20.1,21.0,20.1,94.6,0.3,100.0,8.33,['rain'],24.8,12.6,28.5,1017.5,91.7,12.6,115.7,9.9,5.0,0.07
2019-01-09,1546966800,22.0,17.1,19.2,18.2,93.7,17.0,100.0,12.5,['rain'],37.1,22.0,4.3,1018.7,100.0,12.5,34.3,2.9,1.0,0.1
2019-01-10,1547053200,20.4,16.7,18.7,16.9,89.7,0.0,0.0,0.0,,21.2,11.2,348.2,1017.9,97.5,20.0,62.1,5.3,3.0,0.14
2019-01-11,1547139600,22.7,18.7,20.5,18.8,90.0,0.0,0.0,0.0,,17.3,9.4,16.7,1017.4,99.0,20.0,88.5,7.7,5.0,0.17
2019-01-12,1547226000,22.8,20.1,21.4,20.1,92.3,0.3,100.0,12.5,['rain'],22.3,10.4,16.6,1017.2,95.4,20.0,54.1,4.6,2.0,0.2
2019-01-13,1547312400,23.4,20.6,21.7,20.7,94.0,0.3,100.0,12.5,['rain'],22.7,11.2,28.7,1016.5,98.7,18.0,65.0,5.4,3.0,0.24
2019-01-14,1547398800,25.6,21.1,22.3,20.9,92.0,0.5,100.0,16.67,['rain'],20.9,10.8,102.0,1015.0,73.0,20.0,136.0,11.6,5.0,0.25
2019-01-15,1547485200,23.3,20.2,21.6,20.4,93.0,5.0,100.0,4.17,['rain'],42.5,19.8,58.7,1015.9,90.6,18.0,137.9,11.9,5.0,0.3
2019-01-16,1547571600,20.4,15.1,17.7,15.3,86.3,3.1,100.0,8.33,['rain'],43.2,24.1,5.1,1019.6,100.0,12.5,42.0,3.6,2.0,0.33
2019-01-17,1547658000,17.3,14.1,15.8,13.0,83.4,0.3,100.0,8.33,['rain'],30.6,17.3,346.1,1022.0,99.3,16.3,49.0,4.2,2.0,0.37
2019-01-18,1547744400,19.3,15.5,17.1,13.9,81.5,0.1,100.0,4.17,['rain'],27.0,16.2,328.7,1020.4,98.6,17.5,74.3,6.5,3.0,0.4
2019-01-19,1547830800,21.0,17.6,19.3,16.7,85.3,0.0,0.0,0.0,,18.4,10.4,350.0,1017.5,99.0,20.0,82.4,7.2,4.0,0.43
2019-01-20,1547917200,21.7,18.1,20.4,19.0,91.8,0.7,100.0,16.67,['rain'],25.6,14.8,5.7,1017.1,98.8,15.6,39.9,3.5,2.0,0.47
2019-01-21,1548003600,21.0,15.2,18.3,16.4,89.1,0.4,100.0,8.33,['rain'],41.8,24.1,13.4,1020.9,99.2,11.3,29.7,2.5,2.0,0.5
2019-01-22,1548090000,17.3,14.7,16.0,12.2,78.8,1.0,100.0,4.17,['rain'],31.7,18.7,349.0,1023.2,97.8,17.5,96.8,8.4,4.0,0.53
2019-01-23,1548176400,21.1,15.2,18.2,14.2,77.9,0.0,0.0,0.0,,18.0,7.9,12.2,1019.9,83.3,20.0,133.0,11.6,5.0,0.57
2019-01-24,1548262800,22.2,16.6,19.4,16.8,85.0,0.0,0.0,0.0,,17.6,8.6,355.8,1018.0,80.2,20.0,110.7,9.6,4.0,0.6
2019-01-25,1548349200,24.2,16.7,20.2,18.2,88.9,0.0,0.0,0.0,,23.0,11.2,38.0,1019.0,48.9,17.6,170.8,14.9,6.0,0.64
2019-01-26,1548435600,21.9,18.7,20.3,18.1,87.7,0.7,100.0,12.5,['rain'],35.6,19.8,23.4,1021.2,59.4,20.0,164.5,14.3,6.0,0.67
2019-01-27,1548522000,22.2,16.1,19.3,17.1,87.7,0.0,0.0,0.0,,24.8,13.3,342.4,1020.7,55.4,18.0,154.0,13.3,5.0,0.7
2019-01-28,1548608400,22.6,17.2,19.6,17.4,87.7,0.0,0.0,0.0,,24.1,12.2,9.0,1018.8,50.0,18.0,181.5,15.6,7.0,0.75
2019-01-29,1548694800,22.6,18.3,20.4,18.6,89.8,0.1,100.0,4.17,['rain'],19.4,10.1,22.7,1017.9,83.6,16.8,72.2,6.4,4.0,0.77
2019-01-30,1548781200,24.3,20.0,21.8,20.2,90.8,0.8,100.0,8.33,['rain'],26.3,14.4,123.2,1017.2,67.9,17.4,129.9,11.3,5.0,0.81
2019-01-31,1548867600,24.7,19.1,21.9,20.3,90.9,0.7,100.0,20.83,['rain'],23.4,11.5,63.8,1018.0,77.8,15.3,146.0,12.6,6.0,0.84
2019-02-01,1548954000,23.0,20.2,21.4,19.8,90.7,2.2,100.0,41.67,['rain'],34.6,18.7,44.2,1018.8,77.5,20.0,140.0,12.0,6.0,0.87
2019-02-02,1549040400,25.2,19.1,21.4,19.5,89.6,0.1,100.0,4.17,['rain'],23.8,13.0,86.6,1015.5,70.2,18.0,125.9,10.7,5.0,0.91
2019-02-03,1549126800,25.2,19.0,22.0,20.4,91.3,0.0,0.0,0.0,,25.9,13.7,100.7,1014.9,55.2,20.0,199.0,17.1,8.0,0.94
2019-02-04,1549213200,26.7,20.4,22.9,21.3,91.3,0.3,100.0,12.5,['rain'],18.4,10.8,61.2,1016.0,66.7,20.0,134.7,11.7,5.0,0.98
2019-02-05,1549299600,27.0,20.8,23.2,21.6,91.1,0.0,0.0,0.0,,22.3,12.2,99.8,1014.5,70.9,19.9,164.2,14.2,6.0,0.0
2019-02-06,1549386000,27.1,21.3,23.7,22.0,91.0,0.0,0.0,0.0,,23.8,14.4,120.6,1011.7,70.9,20.0,161.3,13.9,6.0,0.04
2019-02-07,1549472400,27.6,21.5,24.0,22.9,93.8,0.0,0.0,0.0,,25.6,14.4,121.9,1010.9,61.0,18.0,218.7,19.0,8.0,0.08
2019-02-08,1549558800,29.8,21.0,24.2,22.4,90.8,0.1,100.0,4.17,['rain'],25.6,15.8,113.2,1010.2,56.1,17.6,218.3,18.8,8.0,0.11
2019-02-09,1549645200,26.9,20.4,23.4,22.0,91.9,0.1,100.0,4.17,['rain'],25.6,14.0,92.3,1011.9,67.2,19.9,216.8,18.7,8.0,0.15
2019-02-10,1549731600,24.7,22.5,23.7,22.4,92.7,0.3,100.0,4.17,['rain'],29.2,15.8,105.6,1016.3,89.3,17.5,116.5,10.2,5.0,0.18
2019-02-11,1549818000,25.5,22.4,23.8,22.6,93.4,5.0,100.0,8.33,['rain'],40.3,22.7,106.0,1019.5,66.0,15.0,165.3,14.2,6.0,0.21
2019-02-12,1549904400,23.9,21.1,22.6,21.5,93.5,1.2,100.0,8.33,['rain'],29.2,16.2,83.5,1020.5,74.4,18.7,148.8,12.8,6.0,0.25
2019-02-13,1549990800,25.9,20.7,23.4,21.4,88.8,0.1,100.0,4.17,['rain'],25.9,14.0,134.0,1018.7,52.9,19.9,182.3,15.7,7.0,0.25
2019-02-14,1550077200,26.6,19.4,23.2,20.8,86.6,0.1,100.0,4.17,['rain'],25.6,13.7,135.3,1016.6,51.9,17.7,193.6,16.8,7.0,0.32
2019-02-15,1550163600,26.2,20.7,24.0,22.0,88.6,0.2,100.0,8.33,['rain'],26.3,14.0,137.5,1016.3,68.0,20.0,175.4,15.1,6.0,0.35
2019-02-16,1550250000,27.6,22.2,24.3,22.4,89.2,0.0,0.0,0.0,,26.3,14.4,125.5,1014.0,57.2,20.0,213.3,18.3,8.0,0.38
2019-02-17,1550336400,25.2,22.7,23.7,22.3,92.3,0.2,100.0,4.17,['rain'],34.2,18.7,134.1,1011.8,87.3,16.2,130.0,11.3,6.0,0.42
2019-02-18,1550422800,32.7,21.9,25.7,22.0,81.7,0.3,100.0,4.17,['rain'],31.0,13.7,179.7,1009.3,44.2,18.8,235.2,20.4,9.0,0.45
2019-02-19,1550509200,29.4,22.2,25.5,23.0,86.6,0.0,0.0,0.0,,27.4,14.8,122.8,1011.6,34.9,20.0,231.5,19.9,8.0,0.5
2019-02-20,1550595600,29.6,23.1,25.4,23.7,90.6,0.0,0.0,0.0,,30.6,18.7,124.5,1013.4,44.4,17.6,218.1,18.8,8.0,0.52
2019-02-21,1550682000,29.1,23.3,25.5,24.0,92.1,0.0,0.0,0.0,,26.3,14.4,107.9,1013.1,60.4,19.9,215.1,18.6,9.0,0.55
2019-02-22,1550768400,25.3,22.4,23.7,22.5,93.5,1.0,100.0,4.17,['rain'],40.0,22.7,50.3,1013.5,97.5,18.8,36.5,3.1,1.0,0.58
2019-02-23,1550854800,26.1,21.6,23.4,22.1,92.5,0.2,100.0,8.33,['rain'],46.1,23.4,16.5,1011.6,92.6,16.3,120.7,10.4,4.0,0.62
2019-02-24,1550941200,20.9,17.7,19.3,17.3,88.1,3.9,100.0,12.5,['rain'],44.6,21.6,14.3,1015.4,100.0,15.0,57.9,5.2,3.0,0.65
2019-02-25,1551027600,21.0,17.7,19.6,17.8,89.7,3.0,100.0,8.33,['rain'],29.9,16.9,10.8,1015.7,100.0,12.5,57.0,4.7,3.0,0.68
2019-02-26,1551114000,22.7,18.6,20.1,18.6,91.1,1.1,100.0,8.33,['rain'],21.6,11.2,20.5,1014.6,84.0,15.0,127.4,10.9,6.0,0.75
2019-02-27,1551200400,24.4,20.1,21.8,20.7,93.4,0.2,100.0,8.33,['rain'],22.3,10.8,36.5,1012.4,73.9,20.0,128.3,11.0,4.0,0.75
2019-02-28,1551286800,26.7,21.1,23.7,22.0,90.3,0.0,0.0,0.0,,24.5,12.6,108.6,1012.0,65.5,18.0,178.8,15.4,7.0,0.78
2019-03-01,1551373200,27.2,21.6,24.1,22.2,89.5,0.1,100.0,4.17,['rain'],31.3,16.6,131.9,1011.9,64.4,19.9,187.7,16.4,7.0,0.82
2019-03-02,1551459600,27.9,22.7,24.6,22.8,90.0,2.0,100.0,4.17,['rain'],27.0,13.7,123.9,1008.6,60.3,20.0,218.8,18.8,8.0,0.85
2019-03-03,1551546000,28.0,22.2,24.8,23.3,91.8,0.7,100.0,16.67,['rain'],29.2,15.8,55.5,1008.4,75.9,19.9,185.9,16.1,8.0,0.88
2019-03-04,1551632400,26.9,23.3,24.8,23.5,92.9,1.7,100.0,8.33,['rain'],33.5,18.0,125.1,1008.1,69.1,17.5,171.9,15.0,6.0,0.92
2019-03-05,1551718800,30.3,23.6,26.3,24.3,89.1,20.0,100.0,8.33,['rain'],27.0,15.8,137.3,1007.1,50.9,17.5,254.2,22.0,9.0,0.95
2019-03-06,1551805200,28.0,23.1,24.9,23.1,90.1,0.2,100.0,4.17,['rain'],48.2,28.1,36.6,1009.4,63.0,20.0,226.1,19.4,8.0,0.0
2019-03-07,1551891600,23.1,19.7,21.7,20.2,91.1,0.2,100.0,8.33,['rain'],36.7,20.5,23.4,1013.0,99.8,12.5,73.2,6.4,3.0,0.02
2019-03-08,1551978000,23.7,19.6,21.6,19.6,88.7,0.6,100.0,4.17,['rain'],30.2,16.2,23.0,1012.5,92.3,17.5,118.2,10.3,4.0,0.05
2019-03-09,1552064400,24.7,20.2,22.6,21.3,92.6,0.7,100.0,8.33,['rain'],32.4,18.0,47.2,1009.9,80.8,15.0,192.3,16.7,7.0,0.09
2019-03-10,1552150800,22.9,18.7,21.2,19.3,89.4,3.7,100.0,12.5,['rain'],32.8,18.4,29.6,1012.9,99.9,15.0,71.5,5.9,3.0,0.12
2019-03-11,1552237200,22.9,18.7,21.2,18.4,84.3,0.3,100.0,4.17,['rain'],27.4,72.0,21.4,1014.6,91.4,17.5,85.4,7.4,3.0,0.16
2019-03-12,1552323600,24.3,20.1,22.2,18.9,82.3,0.1,100.0,4.17,['rain'],25.6,14.4,62.6,1014.1,58.9,20.0,207.4,17.9,7.0,0.19
2019-03-13,1552410000,25.7,20.8,23.1,20.6,86.2,0.0,0.0,0.0,,20.9,10.8,53.5,1013.4,81.6,20.0,133.0,11.5,5.0,0.23
2019-03-14,1552496400,27.6,22.4,24.2,22.3,89.5,0.5,100.0,16.67,['rain'],30.2,15.1,15.2,1014.8,83.3,20.0,101.6,8.8,4.0,0.25
2019-03-15,1552582800,23.5,19.7,22.2,20.7,91.5,0.4,100.0,8.33,['rain'],36.4,20.2,12.5,1017.8,100.0,13.8,41.8,3.6,2.0,0.3
2019-03-16,1552669200,23.3,19.6,21.2,19.2,88.3,1.3,100.0,8.33,['rain'],26.6,15.8,0.4,1017.6,95.9,16.3,76.5,6.5,3.0,0.33
2019-03-17,1552755600,23.8,20.1,22.1,20.6,90.9,0.1,100.0,4.17,['rain'],26.6,13.7,14.7,1015.8,94.8,16.3,114.0,9.9,4.0,0.37
2019-03-18,1552842000,25.1,21.0,22.8,21.9,95.0,0.2,100.0,8.33,['rain'],22.3,11.5,38.8,1014.2,87.1,13.9,132.5,11.4,5.0,0.4
2019-03-19,1552928400,26.6,20.9,24.0,22.4,91.1,0.2,100.0,4.17,['rain'],29.5,18.7,122.8,1011.4,74.1,17.5,225.6,19.6,9.0,0.44
2019-03-20,1553014800,28.4,22.2,24.8,23.4,91.7,0.0,0.0,0.0,,25.9,14.8,124.4,1009.2,56.4,19.9,233.7,20.1,9.0,0.47
2019-03-21,1553101200,31.8,22.9,26.3,24.4,89.9,0.0,0.0,0.0,,31.0,17.6,129.4,1007.5,50.4,17.5,279.2,24.1,9.0,0.5
2019-03-22,1553187600,30.2,23.8,25.9,24.3,91.5,0.0,0.0,0.0,,27.4,15.1,92.4,1007.4,51.6,10.4,280.2,24.3,10.0,0.54
2019-03-23,1553274000,26.7,21.1,24.2,23.2,94.1,6.0,100.0,8.33,['rain'],43.2,24.8,27.3,1012.1,92.6,13.8,68.4,5.8,3.0,0.57
2019-03-24,1553360400,21.8,18.9,20.7,17.9,84.4,9.6,100.0,12.5,['rain'],33.1,18.7,2.8,1015.8,99.9,14.3,73.6,6.1,3.0,0.6
2019-03-25,1553446800,22.9,19.6,20.9,18.6,86.9,1.6,100.0,8.33,['rain'],25.6,13.7,14.0,1015.8,97.7,15.1,72.2,6.0,3.0,0.64
2019-03-26,1553533200,24.8,20.1,22.6,20.6,88.6,0.0,0.0,0.0,,22.0,12.2,37.2,1015.7,89.0,18.0,149.3,12.8,6.0,0.67
2019-03-27,1553619600,27.2,22.1,24.3,22.5,89.9,0.1,100.0,4.17,['rain'],29.2,14.8,105.1,1014.2,76.3,19.9,196.6,17.2,7.0,0.7
2019-03-28,1553706000,29.4,22.2,25.5,23.5,89.1,0.0,0.0,0.0,,23.4,13.0,111.8,1009.7,78.7,19.9,226.3,19.5,8.0,0.75
2019-03-29,1553792400,29.2,24.4,26.1,24.6,91.2,0.0,0.0,0.0,,22.3,11.9,42.3,1007.9,87.5,20.0,221.8,19.3,9.0,0.77
2019-03-30,1553878800,29.8,24.7,26.5,25.0,91.5,0.1,100.0,4.17,['rain'],25.9,17.6,77.5,1009.5,86.3,19.9,182.2,15.8,7.0,0.8
2019-03-31,1553965200,30.2,24.7,26.9,25.0,89.9,0.0,0.0,0.0,,28.8,15.8,108.7,1010.8,64.6,20.0,229.8,19.9,8.0,0.83
2019-04-01,1554051600,28.6,23.2,25.9,24.4,91.6,3.5,100.0,50.0,['rain'],36.4,20.2,73.5,1014.2,90.4,18.7,165.0,14.2,7.0,0.86
2019-04-02,1554138000,27.9,22.1,25.1,23.4,90.5,19.0,100.0,8.33,['rain'],25.9,13.3,70.7,1013.9,77.3,17.5,186.0,16.2,8.0,0.9
2019-04-03,1554224400,29.2,23.9,26.1,24.2,89.2,0.1,100.0,4.17,['rain'],29.9,15.8,107.2,1013.3,84.3,20.0,208.8,18.0,7.0,0.93
2019-04-04,1554310800,28.7,24.7,26.1,24.3,89.9,4.0,100.0,4.17,['rain'],25.6,14.0,101.2,1013.1,66.6,17.5,223.4,19.3,8.0,0.96
2019-04-05,1554397200,28.2,24.2,25.8,24.1,90.5,1.6,100.0,45.83,['rain'],25.2,13.7,70.9,1013.5,64.7,20.0,159.5,13.7,6.0,0.0
2019-04-06,1554483600,28.6,24.6,26.3,24.2,88.8,0.1,100.0,4.17,['rain'],28.4,14.8,110.3,1011.8,75.1,20.0,236.0,20.3,8.0,0.03
2019-04-07,1554570000,29.7,24.7,26.9,24.9,89.0,0.0,0.0,0.0,,27.0,14.8,109.6,1010.5,78.6,20.0,217.8,18.8,8.0,0.07
2019-04-08,1554656400,30.7,25.6,27.9,25.7,88.6,0.1,100.0,4.17,['rain'],25.6,15.1,123.2,1008.3,80.9,20.0,234.3,20.1,8.0,0.1
2019-04-09,1554742800,33.2,26.0,28.9,26.0,84.9,0.0,0.0,0.0,,32.4,19.4,125.5,1007.2,54.3,20.0,290.9,25.2,10.0,0.14
2019-04-10,1554829200,32.7,26.2,28.7,26.2,86.9,0.0,0.0,0.0,,28.8,16.9,119.7,1007.1,57.1,20.0,283.6,24.4,10.0,0.17
2019-04-11,1554915600,33.0,26.7,29.1,26.3,85.6,0.0,0.0,0.0,,28.8,16.6,126.2,1005.5,54.3,20.0,293.2,25.3,10.0,0.21
2019-04-12,1555002000,31.7,27.2,29.0,26.3,85.7,0.0,0.0,0.0,,34.9,20.5,95.4,1007.0,53.9,20.0,252.1,21.7,9.0,0.24
2019-04-13,1555088400,32.0,26.7,28.7,26.3,87.3,0.0,0.0,0.0,,31.0,18.0,115.1,1008.1,60.0,20.0,253.6,21.8,9.0,0.25
2019-04-14,1555174800,30.7,26.2,28.1,26.1,89.0,0.6,100.0,4.17,['rain'],29.5,15.5,111.7,1009.0,69.8,20.0,256.3,22.2,9.0,0.31
2019-04-15,1555261200,30.1,25.2,27.4,25.7,90.2,0.5,100.0,4.17,['rain'],28.4,11.5,78.6,1009.8,72.7,17.6,154.0,13.5,6.0,0.35
2019-04-16,1555347600,31.1,25.7,27.6,25.4,88.3,1.7,100.0,33.33,['rain'],37.1,21.2,34.3,1010.0,93.5,20.0,184.0,15.8,7.0,0.38
2019-04-17,1555434000,29.2,24.4,26.6,24.5,88.7,0.2,100.0,4.17,['rain'],23.8,14.8,38.3,1009.3,80.9,17.6,158.8,13.7,6.0,0.42
2019-04-18,1555520400,35.0,25.8,30.1,26.6,82.7,0.0,0.0,0.0,,24.1,14.4,158.4,1004.5,55.9,19.9,295.1,25.7,10.0,0.46
2019-04-19,1555606800,39.1,27.6,32.6,25.0,66.2,0.0,0.0,0.0,,34.2,19.4,220.7,1001.8,33.1,20.0,299.7,25.9,10.0,0.5
2019-04-20,1555693200,40.1,28.0,32.8,25.6,67.5,0.0,0.0,0.0,,28.8,15.1,203.0,1001.0,32.0,20.0,306.1,26.4,10.0,0.52
2019-04-21,1555779600,36.3,28.3,31.2,26.9,79.0,0.0,0.0,0.0,,23.8,14.0,144.3,1002.5,41.5,20.0,296.6,25.7,10.0,0.56
2019-04-22,1555866000,33.0,24.7,29.3,25.4,80.3,21.0,100.0,8.33,['rain'],32.0,18.7,149.1,1005.1,82.4,17.6,298.2,25.7,10.0,0.59
2019-04-23,1555952400,33.2,26.5,29.5,26.2,83.2,0.0,0.0,0.0,,28.8,15.5,125.6,1006.9,61.2,20.0,268.6,23.2,9.0,0.62
2019-04-24,1556038800,34.2,26.8,29.6,26.4,83.6,0.0,0.0,0.0,,32.4,18.4,124.0,1006.5,40.8,20.0,306.8,26.5,10.0,0.65
2019-04-25,1556125200,33.2,26.5,29.3,26.2,84.1,0.0,0.0,0.0,,30.2,16.6,114.8,1006.1,47.8,18.8,297.5,25.7,10.0,0.69
2019-04-26,1556211600,31.7,27.2,28.8,25.8,84.3,2.0,100.0,4.17,['rain'],34.2,18.7,110.9,1006.4,69.2,16.4,278.2,24.1,9.0,0.72
2019-04-27,1556298000,33.0,26.8,29.2,25.4,80.8,0.5,100.0,4.17,['rain'],39.6,23.0,131.4,1007.6,57.2,18.8,244.6,21.1,8.0,0.75
2019-04-28,1556384400,33.3,26.6,29.1,25.2,80.2,0.0,0.0,0.0,,38.2,18.0,138.0,1008.1,44.8,20.0,286.6,24.8,10.0,0.78
2019-04-29,1556470800,34.1,26.0,29.6,25.5,79.8,0.0,0.0,0.0,,33.8,20.5,132.1,1006.6,45.5,20.0,299.8,25.9,10.0,0.81
2019-04-30,1556557200,34.2,24.3,28.8,25.1,81.5,32.0,100.0,4.17,['rain'],61.2,20.2,108.6,1005.8,53.8,20.0,287.4,24.7,10.0,0.85
2019-05-01,1556643600,29.1,23.9,26.3,23.8,86.9,10.0,100.0,4.17,['rain'],40.0,16.2,31.5,1008.9,95.6,18.7,90.6,7.9,6.0,0.88
2019-05-02,1556730000,28.7,25.3,26.8,24.5,87.5,1.3,100.0,41.67,['rain'],26.3,14.0,87.9,1009.2,97.0,18.8,143.1,12.4,6.0,0.91
2019-05-03,1556816400,29.2,25.2,27.3,24.9,87.0,2.0,100.0,4.17,['rain'],24.8,14.0,85.4,1010.2,89.6,17.5,199.9,17.2,8.0,0.94
2019-05-04,1556902800,29.5,25.7,27.4,25.4,89.3,0.5,100.0,8.33,['rain'],27.0,15.1,117.7,1008.1,92.1,20.0,227.7,19.7,7.0,0.98
2019-05-05,1556989200,37.2,26.5,30.4,26.9,83.4,0.0,0.0,0.0,,20.5,14.4,178.9,1004.4,89.6,19.9,301.3,25.9,10.0,0.0
2019-05-06,1557075600,35.9,28.1,30.7,27.7,85.0,0.0,0.0,0.0,,34.9,11.9,83.8,1003.1,86.4,20.0,282.7,24.3,10.0,0.05
2019-05-07,1557162000,31.6,26.7,28.8,26.8,88.9,4.3,100.0,16.67,['rain'],33.8,14.8,43.9,1004.0,98.1,20.0,201.9,17.4,7.0,0.08
2019-05-08,1557248400,31.6,27.0,28.8,26.3,86.6,7.1,100.0,33.33,['rain'],37.4,16.6,59.7,1004.4,97.2,20.0,198.0,17.3,6.0,0.12
2019-05-09,1557334800,28.1,25.4,26.7,24.9,90.2,17.9,100.0,12.5,['rain'],34.6,19.8,16.3,1006.3,99.5,15.2,63.0,5.5,2.0,0.15
2019-05-10,1557421200,27.9,23.6,25.7,23.4,87.3,5.0,100.0,8.33,['rain'],32.4,19.1,0.6,1008.8,99.3,12.4,60.9,5.3,2.0,0.19
2019-05-11,1557507600,30.1,24.5,27.2,25.0,87.7,0.3,100.0,12.5,['rain'],26.6,14.0,34.5,1009.3,89.5,17.6,223.9,19.4,8.0,0.22
2019-05-12,1557594000,31.0,25.6,28.5,25.8,85.8,0.0,0.0,0.0,,28.8,14.8,120.7,1007.9,65.0,19.9,283.3,24.3,9.0,0.25
2019-05-13,1557680400,32.6,26.3,28.9,26.3,86.2,0.3,100.0,12.5,['rain'],24.1,15.1,135.9,1006.9,89.3,17.5,263.4,23.0,9.0,0.3
2019-05-14,1557766800,32.8,26.3,29.4,26.5,84.9,1.0,100.0,4.17,['rain'],23.4,11.5,149.3,1006.1,74.7,18.7,275.1,23.8,9.0,0.33
2019-05-15,1557853200,36.7,26.7,31.3,25.6,73.9,0.0,0.0,0.0,,30.2,14.4,201.0,1005.7,77.5,20.0,258.1,22.4,8.0,0.37
2019-05-16,1557939600,38.1,28.5,32.2,25.1,67.9,0.0,0.0,0.0,,26.3,18.0,208.8,1004.6,35.1,20.0,300.6,26.1,10.0,0.4
2019-05-17,1558026000,38.2,28.4,33.1,25.3,65.0,0.0,0.0,0.0,,30.6,21.6,220.6,1002.8,43.3,20.0,309.5,26.8,10.0,0.44
2019-05-18,1558112400,39.1,29.8,33.9,25.2,62.0,0.0,0.0,0.0,,32.8,19.1,229.6,1001.7,36.0,20.0,314.4,27.0,10.0,0.48
2019-05-19,1558198800,39.7,29.0,33.9,26.0,64.8,0.0,0.0,0.0,,35.6,20.9,222.3,1002.8,35.8,20.0,314.1,27.2,10.0,0.5
2019-05-20,1558285200,39.6,29.1,33.6,27.0,70.3,0.0,0.0,0.0,,26.3,14.0,210.3,1004.2,47.2,20.0,303.6,26.1,10.0,0.54
2019-05-21,1558371600,30.8,25.5,27.7,25.1,86.1,22.0,100.0,4.17,['rain'],46.4,25.6,351.3,1008.0,95.2,17.5,95.3,8.4,4.0,0.57
2019-05-22,1558458000,30.5,25.6,27.5,25.0,86.7,6.5,100.0,37.5,['rain'],24.5,14.2,48.5,1008.7,93.6,17.6,100.4,8.6,5.0,0.61
2019-05-23,1558544400,31.4,26.3,28.8,25.9,84.6,2.5,100.0,8.33,['rain'],29.5,12.2,114.9,1008.2,69.8,15.0,258.8,22.3,9.0,0.64
2019-05-24,1558630800,32.9,25.9,29.7,25.7,80.1,5.0,100.0,4.17,['rain'],22.0,10.4,184.3,1006.4,77.1,17.5,248.0,21.4,9.0,0.67
2019-05-25,1558717200,35.9,27.4,30.5,26.1,77.9,8.0,100.0,4.17,['rain'],27.4,11.2,186.0,1003.5,81.8,20.0,293.9,25.3,10.0,0.7
2019-05-26,1558803600,37.0,28.1,31.8,25.6,71.1,0.0,0.0,0.0,,27.0,17.6,199.5,1002.3,78.4,20.0,299.6,25.8,10.0,0.75
2019-05-27,1558890000,36.1,28.8,31.5,25.8,72.9,0.2,100.0,4.17,['rain'],19.8,14.0,195.4,1003.2,96.4,20.0,277.0,23.9,9.0,0.77
2019-05-28,1558976400,33.0,26.7,30.3,25.9,77.8,33.0,100.0,4.17,['rain'],22.0,10.8,176.7,1004.9,97.7,18.8,199.7,17.1,7.0,0.8
2019-05-29,1559062800,31.1,27.1,29.3,26.5,85.0,6.8,100.0,50.0,['rain'],33.5,13.3,27.8,1006.0,97.8,20.0,115.9,10.0,5.0,0.83
2019-05-30,1559149200,33.8,27.3,29.7,25.8,80.1,5.5,100.0,37.5,['rain'],23.0,12.2,187.6,1006.3,97.2,20.0,163.4,14.0,6.0,0.86
2019-05-31,1559235600,32.6,27.8,29.7,25.8,80.1,1.0,100.0,12.5,['rain'],19.1,11.9,172.8,1006.0,96.9,20.0,163.3,14.0,7.0,0.9
2019-06-01,1559322000,34.5,26.4,29.7,25.4,78.4,0.6,100.0,4.17,['rain'],28.8,19.1,216.8,1005.8,95.6,18.8,160.6,13.9,5.0,0.93
2019-06-02,1559408400,31.4,26.4,28.5,25.3,83.4,3.3,100.0,29.17,['rain'],31.0,17.3,49.7,1006.7,95.7,20.0,159.6,13.7,7.0,0.96
2019-06-03,1559494800,34.1,27.4,30.1,26.3,80.7,0.0,0.0,0.0,,27.0,14.4,187.6,1005.6,89.1,20.0,274.1,23.9,10.0,0.0
2019-06-04,1559581200,33.6,27.5,30.2,25.5,76.4,0.0,0.0,0.0,,23.4,12.6,216.7,1005.6,85.6,20.0,257.1,22.2,10.0,0.03
2019-06-05,1559667600,35.2,28.3,31.2,26.5,77.1,0.0,0.0,0.0,,30.2,15.8,168.8,1005.3,90.3,20.0,291.6,25.3,9.0,0.06
