Address,Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Preciptype,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase
Hồ Chí Minh,2019-01-01,1546275600,28.0,24.0,26.1,18.9,64.9,3.1,100.0,20.83,rain,35.6,21.1,2.7,1012.2,59.8,10.3,72.0,6.3,4.0,0.83
Hồ Chí Minh,2019-01-02,1546362000,25.4,24.0,24.7,21.0,79.7,16.1,100.0,70.83,rain,47.2,16.2,11.1,1011.7,61.5,9.4,52.4,4.5,3.0,0.87
Hồ Chí Minh,2019-01-03,1546448400,30.6,23.4,27.1,21.7,72.9,0.1,100.0,4.17,rain,59.8,23.1,64.1,1011.9,58.6,10.1,154.4,13.3,6.0,0.9
Hồ Chí Minh,2019-01-04,1546534800,34.0,25.5,29.4,21.8,65.3,0.2,100.0,8.33,rain,56.2,29.5,95.3,1012.5,43.4,10.3,209.4,18.2,7.0,0.94
Hồ Chí Minh,2019-01-05,1546621200,33.6,25.0,29.1,21.0,63.4,0.0,0.0,0.0,,30.6,25.5,109.2,1012.3,32.6,10.3,233.9,20.2,8.0,0.97
Hồ Chí Minh,2019-01-06,1546707600,34.0,24.0,28.8,22.1,68.8,0.0,0.0,0.0,,46.4,19.6,99.6,1012.3,32.9,10.2,225.8,19.3,8.0,0.0
Hồ Chí Minh,2019-01-07,1546794000,34.6,23.6,28.8,19.8,61.1,0.0,0.0,0.0,,25.6,15.8,95.0,1011.6,19.3,10.3,250.1,21.4,9.0,0.04
Hồ Chí Minh,2019-01-08,1546880400,31.4,23.1,27.6,20.9,68.0,0.5,100.0,12.5,rain,23.4,17.7,110.1,1012.1,43.4,10.0,192.8,16.7,8.0,0.07
Hồ Chí Minh,2019-01-09,1546966800,34.0,23.0,28.3,20.6,64.9,0.0,0.0,0.0,,22.3,15.8,114.6,1012.1,47.7,10.3,225.3,19.4,8.0,0.1
Hồ Chí Minh,2019-01-10,1547053200,33.4,24.6,28.8,20.5,62.5,0.0,0.0,0.0,,31.3,20.1,100.3,1011.4,43.0,10.3,225.0,19.4,8.0,0.14
Hồ Chí Minh,2019-01-11,1547139600,33.4,24.0,28.6,20.3,62.3,0.0,0.0,0.0,,21.6,14.4,90.7,1011.2,42.1,10.3,203.6,17.6,8.0,0.17
Hồ Chí Minh,2019-01-12,1547226000,33.0,25.4,28.8,21.7,66.3,0.0,0.0,0.0,,18.0,13.3,111.5,1011.1,51.1,10.0,106.1,9.2,4.0,0.2
Hồ Chí Minh,2019-01-13,1547312400,34.0,24.0,28.8,21.7,68.5,0.0,0.0,0.0,,21.2,12.6,102.0,1010.6,49.6,9.4,238.8,20.6,8.0,0.24
Hồ Chí Minh,2019-01-14,1547398800,32.6,23.5,28.2,20.9,66.1,0.0,0.0,0.0,,19.8,14.1,240.4,1009.6,32.9,10.1,246.4,21.2,8.0,0.25
Hồ Chí Minh,2019-01-15,1547485200,31.9,25.0,27.7,22.7,75.7,0.1,100.0,4.17,rain,22.3,15.1,202.3,1010.0,51.8,8.8,189.1,16.2,8.0,0.3
Hồ Chí Minh,2019-01-16,1547571600,33.4,25.6,28.8,21.8,67.8,0.1,100.0,4.17,rain,31.7,13.4,102.0,1010.2,42.0,10.0,205.3,17.8,8.0,0.33
Hồ Chí Minh,2019-01-17,1547658000,33.6,24.4,28.1,22.5,74.1,0.3,100.0,4.17,rain,39.2,14.4,81.9,1010.3,50.9,8.4,216.5,18.7,8.0,0.37
Hồ Chí Minh,2019-01-18,1547744400,33.6,23.0,28.0,19.2,61.4,0.0,0.0,0.0,,26.3,16.2,70.4,1010.7,43.5,10.3,225.4,19.4,8.0,0.4
Hồ Chí Minh,2019-01-19,1547830800,33.4,22.0,27.8,19.6,63.0,0.0,0.0,0.0,,28.4,14.4,134.3,1010.5,43.8,10.3,243.7,21.0,9.0,0.43
Hồ Chí Minh,2019-01-20,1547917200,32.4,24.0,27.9,21.5,69.2,0.0,0.0,0.0,,31.3,16.6,139.4,1010.5,45.3,9.8,234.6,20.4,9.0,0.47
Hồ Chí Minh,2019-01-21,1548003600,33.6,24.4,28.1,21.8,70.7,0.0,0.0,0.0,,29.5,16.6,25.6,1011.2,42.8,9.9,222.3,19.3,8.0,0.5
Hồ Chí Minh,2019-01-22,1548090000,33.0,23.0,27.5,21.2,70.8,0.1,100.0,4.17,rain,27.7,15.5,109.9,1012.2,44.9,9.6,227.3,19.7,8.0,0.53
Hồ Chí Minh,2019-01-23,1548176400,32.0,22.0,26.5,18.9,64.8,0.0,0.0,0.0,,34.2,17.6,72.8,1012.5,46.7,10.3,240.7,20.8,8.0,0.57
Hồ Chí Minh,2019-01-24,1548262800,32.6,20.6,26.6,16.0,56.1,0.0,0.0,0.0,,30.2,14.8,132.6,1012.7,39.2,9.6,261.6,22.6,9.0,0.6
Hồ Chí Minh,2019-01-25,1548349200,32.6,21.0,26.6,17.4,61.4,0.0,0.0,0.0,,25.2,13.4,25.7,1013.5,29.0,8.9,262.2,22.8,9.0,0.64
Hồ Chí Minh,2019-01-26,1548435600,33.0,22.0,26.9,19.1,66.1,0.0,0.0,0.0,,24.8,13.0,36.0,1012.9,33.6,9.2,233.9,20.1,8.0,0.67
Hồ Chí Minh,2019-01-27,1548522000,33.0,22.4,27.0,18.5,61.7,0.0,0.0,0.0,,29.2,14.8,67.0,1013.0,31.9,9.6,216.3,18.8,8.0,0.7
Hồ Chí Minh,2019-01-28,1548608400,32.6,23.0,27.2,19.9,67.1,0.0,0.0,0.0,,29.9,16.6,142.7,1012.4,26.8,8.8,257.5,22.2,9.0,0.75
Hồ Chí Minh,2019-01-29,1548694800,32.9,23.0,27.5,19.8,64.9,0.0,0.0,0.0,,28.8,15.8,117.5,1012.3,35.5,9.7,216.5,18.8,9.0,0.77
Hồ Chí Minh,2019-01-30,1548781200,35.2,25.0,28.9,18.5,56.1,0.0,0.0,0.0,,29.2,18.4,92.9,1012.1,46.6,10.1,233.6,20.2,8.0,0.81
Hồ Chí Minh,2019-01-31,1548867600,33.6,23.0,28.1,17.7,54.4,0.0,0.0,0.0,,28.1,15.5,114.8,1012.6,40.6,10.3,232.7,20.2,9.0,0.84
Hồ Chí Minh,2019-02-01,1548954000,33.1,23.0,27.7,20.6,67.0,0.0,0.0,0.0,,32.0,14.0,154.9,1012.3,48.8,10.3,221.1,19.3,9.0,0.87
Hồ Chí Minh,2019-02-02,1549040400,33.6,25.4,28.4,19.7,60.2,0.0,0.0,0.0,,28.4,16.6,129.4,1011.7,48.0,10.3,230.2,19.8,9.0,0.91
Hồ Chí Minh,2019-02-03,1549126800,33.5,25.9,28.6,19.8,60.3,0.0,0.0,0.0,,33.1,17.3,137.4,1012.4,38.8,10.3,213.0,18.4,9.0,0.94
Hồ Chí Minh,2019-02-04,1549213200,33.0,25.0,28.4,21.6,67.9,0.0,0.0,0.0,,29.5,19.6,130.0,1012.7,40.0,10.3,224.5,19.5,8.0,0.98
Hồ Chí Minh,2019-02-05,1549299600,33.3,25.9,28.3,20.3,62.7,0.1,100.0,4.17,rain,32.4,19.9,137.6,1012.6,52.0,10.3,222.2,19.2,9.0,0.0
Hồ Chí Minh,2019-02-06,1549386000,33.6,25.0,28.3,21.1,66.2,0.0,0.0,0.0,,42.5,19.9,141.8,1011.5,47.6,10.3,233.4,20.1,9.0,0.04
Hồ Chí Minh,2019-02-07,1549472400,33.2,25.0,28.3,22.6,73.1,0.0,0.0,0.0,,31.7,18.9,147.5,1012.0,46.6,10.3,219.9,18.9,9.0,0.08
Hồ Chí Minh,2019-02-08,1549558800,33.4,25.0,28.0,23.2,76.8,0.0,0.0,0.0,,32.0,18.4,148.9,1011.6,39.2,10.3,247.8,21.2,8.0,0.11
Hồ Chí Minh,2019-02-09,1549645200,32.2,24.9,27.4,23.0,78.1,0.0,0.0,0.0,,34.2,18.4,150.3,1012.2,57.7,10.3,217.0,18.7,7.0,0.15
Hồ Chí Minh,2019-02-10,1549731600,34.0,24.6,28.3,19.8,62.7,0.0,0.0,0.0,,42.5,22.3,136.8,1013.6,25.9,10.3,271.6,23.3,9.0,0.18
Hồ Chí Minh,2019-02-11,1549818000,35.0,21.6,28.6,19.3,60.2,0.0,0.0,0.0,,38.2,25.2,125.0,1014.1,34.6,10.3,269.4,23.3,9.0,0.21
Hồ Chí Minh,2019-02-12,1549904400,35.6,26.1,29.6,19.1,55.1,0.2,100.0,8.33,rain,50.0,23.1,96.6,1014.6,38.4,10.3,222.8,19.2,9.0,0.25
Hồ Chí Minh,2019-02-13,1549990800,34.8,24.0,28.6,17.8,53.6,0.0,0.0,0.0,,38.9,19.6,118.8,1014.3,31.7,10.3,262.4,22.6,9.0,0.25
Hồ Chí Minh,2019-02-14,1550077200,34.6,23.0,28.8,18.6,56.4,0.0,0.0,0.0,,46.4,22.0,114.8,1012.8,29.0,10.3,240.7,20.7,9.0,0.32
Hồ Chí Minh,2019-02-15,1550163600,35.0,24.9,29.1,16.8,50.2,0.0,0.0,0.0,,40.7,24.1,112.8,1013.3,28.2,10.3,281.1,24.3,10.0,0.35
Hồ Chí Minh,2019-02-16,1550250000,34.6,23.0,28.7,20.0,62.3,0.0,0.0,0.0,,40.7,18.2,136.3,1012.6,32.7,10.3,267.0,23.0,9.0,0.38
Hồ Chí Minh,2019-02-17,1550336400,33.4,25.0,28.5,22.0,69.7,0.1,100.0,4.17,rain,37.1,18.4,146.2,1011.9,43.2,10.3,233.7,20.2,8.0,0.42
Hồ Chí Minh,2019-02-18,1550422800,33.1,25.0,28.4,23.1,74.9,0.7,100.0,20.83,rain,33.5,21.6,147.8,1011.8,55.7,10.3,217.7,18.9,7.0,0.45
Hồ Chí Minh,2019-02-19,1550509200,33.0,25.0,28.5,23.0,74.0,0.0,0.0,0.0,,37.4,22.0,139.3,1012.8,45.9,10.6,227.2,19.7,8.0,0.5
Hồ Chí Minh,2019-02-20,1550595600,34.0,25.0,29.0,22.5,70.3,0.1,100.0,4.17,rain,38.9,18.9,133.5,1013.9,44.3,10.3,258.1,22.4,9.0,0.52
Hồ Chí Minh,2019-02-21,1550682000,33.9,26.0,29.2,23.1,71.2,0.5,100.0,8.33,rain,38.9,20.5,136.1,1012.9,37.7,10.3,256.6,22.1,9.0,0.55
Hồ Chí Minh,2019-02-22,1550768400,32.0,26.0,28.4,22.9,72.9,0.7,100.0,16.67,rain,40.0,19.9,143.5,1011.5,58.0,10.2,204.0,17.6,7.0,0.58
Hồ Chí Minh,2019-02-23,1550854800,33.0,26.0,28.3,21.2,66.6,0.0,0.0,0.0,,40.3,20.7,133.0,1010.4,43.9,10.3,219.6,19.0,8.0,0.62
Hồ Chí Minh,2019-02-24,1550941200,33.6,25.5,28.2,21.2,66.7,0.0,0.0,0.0,,36.0,21.3,148.0,1010.5,29.6,10.3,261.0,22.7,10.0,0.65
Hồ Chí Minh,2019-02-25,1551027600,34.2,26.0,28.7,21.1,65.2,0.0,0.0,0.0,,46.4,23.4,129.6,1010.9,29.2,10.3,284.8,24.7,10.0,0.68
Hồ Chí Minh,2019-02-26,1551114000,34.6,25.9,29.0,19.7,59.0,0.0,0.0,0.0,,46.4,17.8,120.9,1010.6,41.7,10.3,280.5,24.3,10.0,0.75
Hồ Chí Minh,2019-02-27,1551200400,35.0,24.4,29.0,19.3,58.3,0.0,0.0,0.0,,36.4,20.0,118.5,1009.1,28.6,10.3,290.2,25.1,10.0,0.75
Hồ Chí Minh,2019-02-28,1551286800,34.0,25.9,28.8,19.9,61.1,0.0,0.0,0.0,,35.6,19.9,132.0,1009.6,29.8,10.3,264.5,22.8,10.0,0.78
Hồ Chí Minh,2019-03-01,1551373200,34.0,25.0,28.5,20.7,64.8,0.0,0.0,0.0,,36.7,21.3,129.9,1010.2,40.1,10.3,265.2,23.0,9.0,0.82
Hồ Chí Minh,2019-03-02,1551459600,32.8,25.0,28.1,19.8,62.3,0.0,0.0,0.0,,41.4,20.1,135.7,1009.7,45.5,10.3,265.9,23.0,10.0,0.85
Hồ Chí Minh,2019-03-03,1551546000,32.0,23.0,27.6,20.7,67.1,0.0,0.0,0.0,,35.3,17.1,151.5,1009.1,41.4,10.0,264.9,22.9,10.0,0.88
Hồ Chí Minh,2019-03-04,1551632400,32.0,24.9,27.6,21.6,70.9,0.0,0.0,0.0,,34.2,17.6,151.9,1009.3,39.8,10.3,279.8,24.1,10.0,0.92
Hồ Chí Minh,2019-03-05,1551718800,33.6,24.4,28.1,20.7,66.6,0.0,0.0,0.0,,34.2,17.3,152.1,1010.1,28.4,10.3,295.6,25.4,10.0,0.95
Hồ Chí Minh,2019-03-06,1551805200,34.6,23.6,28.5,22.1,71.3,0.0,0.0,0.0,,27.4,17.6,168.5,1010.9,35.9,10.1,290.3,24.9,10.0,0.0
Hồ Chí Minh,2019-03-07,1551891600,33.4,25.0,28.4,23.1,74.5,0.0,0.0,0.0,,32.0,19.5,172.4,1010.5,32.1,10.3,272.5,23.5,10.0,0.02
Hồ Chí Minh,2019-03-08,1551978000,34.0,25.9,28.8,22.7,71.5,0.0,0.0,0.0,,31.0,17.6,151.1,1010.9,38.1,10.3,274.6,23.6,10.0,0.05
Hồ Chí Minh,2019-03-09,1552064400,34.0,25.9,29.3,22.6,69.4,0.0,0.0,0.0,,31.0,18.4,155.3,1010.7,37.8,10.3,266.7,23.0,10.0,0.09
Hồ Chí Minh,2019-03-10,1552150800,35.0,26.0,29.5,22.9,69.9,0.0,0.0,0.0,,23.4,18.2,172.8,1011.1,40.7,10.3,269.6,23.3,10.0,0.12
Hồ Chí Minh,2019-03-11,1552237200,35.6,25.9,29.7,24.0,73.4,0.0,0.0,0.0,,26.3,19.2,188.1,1010.8,50.8,10.3,265.7,22.9,10.0,0.16
Hồ Chí Minh,2019-03-12,1552323600,34.0,26.9,29.3,24.2,75.1,0.5,100.0,12.5,rain,30.6,18.5,168.5,1011.3,48.3,10.3,245.3,21.1,9.0,0.19
Hồ Chí Minh,2019-03-13,1552410000,35.4,26.9,29.9,23.9,72.1,0.0,0.0,0.0,,29.2,18.4,148.7,1012.0,42.2,10.3,190.4,16.5,8.0,0.23
Hồ Chí Minh,2019-03-14,1552496400,33.6,27.0,29.3,22.9,69.6,0.2,100.0,4.17,rain,27.7,18.9,145.5,1012.9,57.2,10.3,163.0,14.1,6.0,0.25
Hồ Chí Minh,2019-03-15,1552582800,36.0,26.0,29.8,22.7,68.2,0.1,100.0,4.17,rain,34.6,18.4,138.3,1012.0,31.0,10.2,280.6,24.1,10.0,0.3
Hồ Chí Minh,2019-03-16,1552669200,35.0,26.8,30.0,22.6,66.3,0.1,100.0,4.17,rain,28.1,18.4,139.8,1012.4,41.8,9.6,254.3,21.9,9.0,0.33
Hồ Chí Minh,2019-03-17,1552755600,36.0,26.0,30.4,22.6,65.8,0.1,100.0,4.17,rain,32.0,16.6,115.8,1011.3,35.9,9.5,266.3,23.0,9.0,0.37
Hồ Chí Minh,2019-03-18,1552842000,36.6,26.0,30.5,20.7,58.1,0.0,0.0,0.0,,36.0,19.5,136.0,1010.5,35.2,9.8,298.7,25.9,10.0,0.4
Hồ Chí Minh,2019-03-19,1552928400,34.8,27.3,30.1,21.8,62.8,0.0,0.0,0.0,,40.7,20.5,143.1,1010.2,43.9,10.3,257.5,22.4,8.0,0.44
Hồ Chí Minh,2019-03-20,1553014800,34.0,27.0,29.6,23.0,69.2,0.2,100.0,8.33,rain,33.5,18.9,140.8,1009.9,48.5,10.3,264.0,22.9,9.0,0.47
Hồ Chí Minh,2019-03-21,1553101200,34.4,26.9,29.7,23.8,72.0,2.4,100.0,8.33,rain,30.6,18.4,150.2,1009.8,47.8,10.3,264.4,23.0,10.0,0.5
Hồ Chí Minh,2019-03-22,1553187600,34.6,27.0,30.2,24.2,71.7,0.3,100.0,8.33,rain,24.8,15.5,175.2,1009.3,54.8,10.2,245.2,21.3,10.0,0.54
Hồ Chí Minh,2019-03-23,1553274000,33.6,27.9,30.1,24.6,73.5,0.3,100.0,12.5,rain,27.4,20.5,148.3,1009.2,46.0,10.3,175.0,15.1,7.0,0.57
Hồ Chí Minh,2019-03-24,1553360400,35.2,27.9,30.2,23.9,70.0,1.4,100.0,12.5,rain,42.5,20.7,124.2,1009.3,43.7,10.1,236.4,20.6,9.0,0.6
Hồ Chí Minh,2019-03-25,1553446800,35.0,27.0,30.2,21.9,62.4,0.0,0.0,0.0,,46.4,21.6,124.2,1010.5,43.8,10.3,268.2,23.2,10.0,0.64
Hồ Chí Minh,2019-03-26,1553533200,36.6,26.0,30.8,20.2,55.6,0.0,0.0,0.0,,36.0,23.5,116.0,1011.3,43.1,10.1,288.1,24.8,10.0,0.67
Hồ Chí Minh,2019-03-27,1553619600,35.6,27.0,30.5,20.3,56.1,0.0,0.0,0.0,,42.5,19.6,124.9,1011.5,36.9,10.3,273.5,23.7,10.0,0.7
Hồ Chí Minh,2019-03-28,1553706000,34.6,26.6,30.0,23.6,70.6,0.0,0.0,0.0,,46.4,22.3,150.4,1010.6,34.6,10.3,266.4,23.0,9.0,0.75
Hồ Chí Minh,2019-03-29,1553792400,34.6,26.9,30.1,23.7,70.5,0.2,100.0,8.33,rain,25.6,14.8,171.2,1009.0,58.0,10.3,243.8,21.2,7.0,0.77
Hồ Chí Minh,2019-03-30,1553878800,36.0,27.0,30.6,24.3,71.7,0.1,100.0,4.17,rain,32.8,22.3,169.5,1008.9,57.1,10.1,278.1,24.3,10.0,0.8
Hồ Chí Minh,2019-03-31,1553965200,33.8,27.9,30.1,24.1,71.1,0.5,100.0,4.17,rain,33.5,17.3,147.8,1010.6,52.2,10.3,241.1,20.8,8.0,0.83
Hồ Chí Minh,2019-04-01,1554051600,34.8,27.0,29.7,23.8,72.1,2.1,100.0,20.83,rain,40.7,28.7,127.0,1011.1,46.1,10.1,239.4,20.6,8.0,0.86
Hồ Chí Minh,2019-04-02,1554138000,35.4,25.9,30.0,21.2,62.4,0.0,0.0,0.0,,44.6,19.6,124.1,1011.1,30.2,10.3,300.7,26.1,10.0,0.9
Hồ Chí Minh,2019-04-03,1554224400,34.0,27.6,30.0,24.0,71.5,1.7,100.0,25.0,rain,40.7,18.2,137.1,1010.9,49.0,10.3,241.9,21.0,9.0,0.93
Hồ Chí Minh,2019-04-04,1554310800,32.1,27.0,29.0,24.1,75.6,16.0,100.0,8.33,rain,25.2,15.7,131.9,1011.2,56.4,9.8,214.4,18.5,8.0,0.96
Hồ Chí Minh,2019-04-05,1554397200,33.4,25.0,29.3,22.9,69.7,0.1,100.0,4.17,rain,25.2,16.7,138.2,1011.1,53.4,9.9,251.8,21.7,10.0,0.0
Hồ Chí Minh,2019-04-06,1554483600,34.6,27.0,30.1,22.9,67.3,0.0,0.0,0.0,,38.9,18.3,142.0,1010.4,51.0,10.3,273.9,23.6,9.0,0.03
Hồ Chí Minh,2019-04-07,1554570000,34.4,27.0,30.3,24.1,70.9,0.2,100.0,4.17,rain,34.6,18.5,141.2,1010.1,52.1,10.3,282.0,24.4,10.0,0.07
Hồ Chí Minh,2019-04-08,1554656400,34.0,27.9,30.1,24.0,70.7,0.4,100.0,16.67,rain,27.4,18.4,146.7,1009.3,51.6,10.3,257.5,22.4,9.0,0.1
Hồ Chí Minh,2019-04-09,1554742800,35.4,27.0,30.4,24.0,70.0,0.0,0.0,0.0,,30.2,18.2,147.0,1009.1,55.2,10.3,281.8,24.4,9.0,0.14
Hồ Chí Minh,2019-04-10,1554829200,35.0,27.8,30.7,24.3,70.4,0.0,0.0,0.0,,29.2,16.9,149.1,1008.8,53.5,10.3,282.0,24.2,9.0,0.17
Hồ Chí Minh,2019-04-11,1554915600,35.0,28.4,30.8,24.9,71.9,0.8,100.0,16.67,rain,27.4,16.9,165.2,1008.0,50.4,10.3,249.6,21.7,9.0,0.21
Hồ Chí Minh,2019-04-12,1555002000,35.0,27.0,30.9,24.2,69.6,0.5,100.0,12.5,rain,30.6,17.6,163.8,1008.0,43.4,10.3,240.4,20.9,8.0,0.24
Hồ Chí Minh,2019-04-13,1555088400,35.8,28.0,31.0,24.6,70.4,0.0,0.0,0.0,,32.0,20.7,162.8,1009.2,43.6,10.3,267.7,23.1,10.0,0.25
Hồ Chí Minh,2019-04-14,1555174800,36.0,27.9,31.0,24.9,71.2,0.4,100.0,4.17,rain,32.4,19.6,163.5,1009.6,45.2,10.3,286.6,24.7,10.0,0.31
Hồ Chí Minh,2019-04-15,1555261200,36.4,27.9,31.4,23.7,67.0,0.0,0.0,0.0,,26.6,21.3,160.6,1009.3,42.5,10.3,290.1,25.0,10.0,0.35
Hồ Chí Minh,2019-04-16,1555347600,36.0,28.0,31.3,25.2,71.6,2.7,100.0,8.33,rain,34.9,17.6,162.5,1008.9,54.0,10.1,255.5,22.0,10.0,0.38
Hồ Chí Minh,2019-04-17,1555434000,35.2,26.0,30.8,25.6,75.6,10.0,100.0,4.17,rain,28.1,17.7,173.1,1009.2,57.7,9.8,255.4,22.2,9.0,0.42
Hồ Chí Minh,2019-04-18,1555520400,35.4,28.5,31.0,25.9,75.3,3.0,100.0,4.17,rain,25.2,17.6,163.8,1008.4,58.1,10.1,236.2,20.4,9.0,0.46
Hồ Chí Minh,2019-04-19,1555606800,36.3,28.4,31.5,22.7,61.0,0.4,100.0,16.67,rain,24.5,14.0,177.2,1007.3,35.4,10.3,262.0,22.7,8.0,0.5
Hồ Chí Minh,2019-04-20,1555693200,34.6,28.9,30.9,25.0,71.6,0.7,100.0,8.33,rain,29.2,20.0,179.2,1006.1,57.8,10.3,253.0,21.9,9.0,0.52
Hồ Chí Minh,2019-04-21,1555779600,34.8,29.0,31.1,24.2,68.0,0.0,0.0,0.0,,33.5,16.6,165.1,1006.1,42.4,10.3,301.7,26.1,10.0,0.56
Hồ Chí Minh,2019-04-22,1555866000,35.9,28.4,31.5,23.7,65.5,0.0,0.0,0.0,,33.8,19.6,146.8,1006.4,42.0,10.3,290.9,25.1,9.0,0.59
Hồ Chí Minh,2019-04-23,1555952400,37.2,28.6,31.8,24.6,67.8,0.2,100.0,4.17,rain,34.2,17.6,139.1,1007.3,44.9,10.3,275.7,23.7,9.0,0.62
Hồ Chí Minh,2019-04-24,1556038800,36.0,29.0,31.6,25.0,69.2,0.0,0.0,0.0,,34.9,19.6,145.6,1007.4,40.4,10.3,291.1,25.3,10.0,0.65
Hồ Chí Minh,2019-04-25,1556125200,35.6,29.0,31.4,25.0,69.9,0.1,100.0,4.17,rain,34.9,20.5,147.6,1007.1,52.5,10.2,269.3,23.4,9.0,0.69
Hồ Chí Minh,2019-04-26,1556211600,35.0,28.0,31.0,23.8,66.5,0.1,100.0,4.17,rain,33.8,19.2,146.3,1007.1,50.7,10.3,267.3,23.2,9.0,0.72
Hồ Chí Minh,2019-04-27,1556298000,36.4,27.6,31.4,25.0,70.7,1.6,100.0,12.5,rain,36.4,22.7,143.1,1008.0,51.7,10.3,262.1,22.8,9.0,0.75
Hồ Chí Minh,2019-04-28,1556384400,32.6,24.8,28.0,25.4,86.6,4.8,100.0,29.17,rain,40.7,24.5,162.4,1009.7,56.9,9.3,160.7,14.0,7.0,0.78
Hồ Chí Minh,2019-04-29,1556470800,35.2,25.4,30.0,25.0,76.2,0.1,100.0,4.17,rain,24.8,17.3,142.6,1008.5,50.6,8.9,257.7,22.3,9.0,0.81
Hồ Chí Minh,2019-04-30,1556557200,35.6,28.0,31.5,23.6,64.9,0.6,100.0,20.83,rain,23.8,20.0,176.9,1008.1,54.9,10.3,250.3,21.5,8.0,0.85
Hồ Chí Minh,2019-05-01,1556643600,37.0,28.0,31.6,24.2,67.0,0.0,0.0,0.0,,24.1,20.4,231.8,1007.8,50.0,10.1,262.4,22.6,9.0,0.88
Hồ Chí Minh,2019-05-02,1556730000,35.0,25.4,30.0,25.3,77.2,19.0,100.0,4.17,rain,24.1,19.6,170.0,1008.4,48.4,9.8,229.2,19.8,9.0,0.91
Hồ Chí Minh,2019-05-03,1556816400,35.2,25.0,29.3,25.1,79.8,43.1,100.0,8.33,rain,28.4,14.7,199.0,1009.3,54.5,8.9,248.7,21.5,9.0,0.94
Hồ Chí Minh,2019-05-04,1556902800,35.8,27.4,31.0,24.9,71.3,0.1,100.0,4.17,rain,30.2,21.6,181.3,1009.4,50.1,10.3,244.8,21.1,9.0,0.98
Hồ Chí Minh,2019-05-05,1556989200,37.0,27.0,31.7,24.5,67.5,0.0,0.0,0.0,,30.2,21.3,238.5,1008.2,46.6,10.3,281.9,24.5,9.0,0.0
Hồ Chí Minh,2019-05-06,1557075600,36.6,28.9,32.1,25.1,68.7,4.0,100.0,4.17,rain,37.8,22.3,229.5,1006.7,52.4,10.3,228.2,19.6,9.0,0.05
Hồ Chí Minh,2019-05-07,1557162000,37.0,28.9,31.4,25.9,74.4,18.0,100.0,4.17,rain,40.7,20.1,214.6,1005.4,51.7,10.1,254.9,22.2,8.0,0.08
Hồ Chí Minh,2019-05-08,1557248400,35.0,28.9,31.2,25.3,72.4,7.0,100.0,4.17,rain,30.2,22.3,215.0,1005.4,54.8,10.2,217.8,18.9,8.0,0.12
Hồ Chí Minh,2019-05-09,1557334800,33.4,26.0,29.2,26.0,83.4,0.3,100.0,4.17,rain,33.8,23.8,213.8,1006.2,55.8,9.2,207.9,17.8,9.0,0.15
Hồ Chí Minh,2019-05-10,1557421200,32.6,24.8,27.8,25.7,88.9,9.0,100.0,4.17,rain,53.6,20.2,231.1,1007.9,57.2,8.5,173.1,14.9,7.0,0.19
Hồ Chí Minh,2019-05-11,1557507600,34.0,25.9,27.8,25.8,90.3,23.0,100.0,4.17,rain,33.5,13.0,254.2,1008.7,55.9,7.6,176.7,15.4,7.0,0.22
Hồ Chí Minh,2019-05-12,1557594000,33.0,25.0,27.7,25.6,89.2,12.0,100.0,4.17,rain,32.8,23.7,198.4,1008.1,57.4,8.5,205.9,17.7,7.0,0.25
Hồ Chí Minh,2019-05-13,1557680400,34.4,26.4,29.8,25.1,77.4,5.0,100.0,4.17,rain,31.3,24.2,209.3,1007.8,56.6,9.9,204.3,17.5,7.0,0.3
Hồ Chí Minh,2019-05-14,1557766800,33.9,27.0,29.7,25.6,79.5,3.0,100.0,25.0,rain,28.8,13.3,180.9,1008.2,56.1,10.1,238.3,20.6,8.0,0.33
Hồ Chí Minh,2019-05-15,1557853200,35.6,27.0,30.2,25.0,75.3,1.5,100.0,33.33,rain,25.9,15.1,202.3,1008.7,51.5,9.3,249.3,21.5,8.0,0.37
Hồ Chí Minh,2019-05-16,1557939600,32.8,26.0,28.6,25.7,84.4,0.4,100.0,4.17,rain,35.3,16.5,233.9,1009.2,52.6,9.9,247.5,21.3,9.0,0.4
Hồ Chí Minh,2019-05-17,1558026000,35.0,26.0,30.5,25.3,75.6,0.1,100.0,4.17,rain,32.8,18.4,245.3,1008.2,51.0,9.6,247.5,21.3,9.0,0.44
Hồ Chí Minh,2019-05-18,1558112400,35.4,27.4,31.0,25.0,72.3,0.6,100.0,4.17,rain,32.0,21.3,234.3,1007.3,55.0,10.3,207.2,18.0,7.0,0.48
Hồ Chí Minh,2019-05-19,1558198800,34.6,25.5,29.8,25.5,78.8,6.0,100.0,4.17,rain,27.4,18.5,220.1,1008.0,57.2,9.8,254.5,22.1,9.0,0.5
Hồ Chí Minh,2019-05-20,1558285200,34.6,27.0,29.6,25.7,81.0,4.0,100.0,8.33,rain,51.8,21.0,217.1,1008.3,49.7,10.0,242.2,21.1,9.0,0.54
Hồ Chí Minh,2019-05-21,1558371600,34.9,26.9,29.3,25.6,81.9,11.0,100.0,4.17,rain,31.3,15.8,226.3,1008.4,51.1,9.6,234.9,20.3,9.0,0.57
